Ticker,Date,3_day,3_day_single,7_day,7_day_single,15_day,15_day_single,30_day,30_day_single
CHS,2015-05-27,-6.317464534120879,-6.316562765580549,-5.478130520737377,-5.229324476393614,-5.281728559593814,-5.817706187355595,-4.871463371948724,-5.438700211108131
NOC,2016-07-27,-6.3615339913823,-8.191379078380972,-5.476136716848604,-5.880436765560306,-5.0630990499445785,-5.008798283515123,-5.067302827092156,-7.400685699453427
AVA,2016-08-03,-5.944185698116571,-4.952866673500895,-5.464167706914032,-5.9543575191799345,-4.540697847172721,-6.2545976439332795,-4.398128351888282,-4.946548273851794
PPG,2016-07-21,-5.068714198917199,-6.440844964366904,-5.458937873840684,-7.870085133749934,-5.228971049469985,-7.646853300114373,-4.961717004236841,-6.964921203200788
ECL,2017-10-31,-5.976588328752953,-6.843373237961549,-5.4520277972698,-6.8366989337735475,-5.100997459213558,-6.023140756284251,-5.052247047764909,-6.801582300328026
ECL,2017-05-02,-6.365237350603445,-6.2244156947301175,-5.446395134805782,-7.500530153636843,-5.466085773779761,-6.320134773796231,-5.258059784755063,-5.395753859442455
ARI,2017-11-02,-5.043460587499585,-4.946555209112197,-5.442641316867854,-5.7137656882028525,-5.41248585479446,-5.335467939342811,-5.478326376885138,-4.584964196977967
GTY,2017-07-27,-5.315068435825455,-6.76361917087188,-5.434775298286187,-6.488078659100353,-4.877568374563527,-5.2474144326590215,-4.710312556269516,-6.341022807986883
IT,2017-05-04,-6.694632959033023,-5.724460491819258,-5.41130681558663,-5.004031784337992,-4.604698475732485,-4.1835603663243965,-4.7777680452530555,-5.888132740026602
SXT,2017-07-21,-4.9529464263719785,-4.542224768889237,-5.407008144672719,-7.304519774515939,-5.136316445878683,-5.379263936011085,-5.020713972673238,-4.593451248156643
ES,2016-05-05,-5.13062214794517,-7.271741437227976,-5.40466386222822,-8.65510675364435,-4.460864934502908,-4.0428687947522866,-4.6255147390688185,-6.246293945886633
ABT,2017-07-20,-7.277117611893735,-7.434201732843709,-5.3999356017251365,-4.74814072965542,-5.270952217152028,-4.229614303009686,-4.695232269184307,-4.100541780599469
PNW,2017-05-02,-5.4022023841108755,-5.30366206594466,-5.397792834835839,-6.7354926210194215,-5.2913693044619095,-4.906540866281553,-5.222406016691937,-5.051471108776935
BEN,2015-07-29,-5.200983895772675,-6.121556770465725,-5.3971484667099645,-4.767783720112201,-4.737352983155158,-4.259737826800014,-4.121396779044332,-4.701973892483002
GWR,2018-05-01,-5.164343767350457,-4.017551440360633,-5.384310960340925,-4.818589175031266,-4.820115908352368,-4.335366545572527,-4.589970001836478,-3.901723225861798
GD,2017-04-26,-5.6112148953077705,-5.713172218002942,-5.380378661712222,-4.9200305701965155,-5.068309987447944,-4.086661088131647,-4.928033840787399,-5.554064802367479
ROP,2017-02-09,-4.997888696529408,-6.320788445257698,-5.373585964832528,-6.760484351810059,-5.1706012953961755,-8.02036449372141,-5.033073398444223,-5.3757668858533405
PPL,2017-05-04,-5.003992253612559,-4.7950316724380775,-5.371157131161214,-6.316587629388366,-5.263297860769025,-4.786725471989111,-5.3310750045969435,-6.670189991276196
ES,2017-05-04,-5.2178749078591045,-4.981882029926099,-5.368455916344659,-5.40172678094727,-5.18781198059374,-4.9615176764469044,-5.288125283787952,-4.615062950596554
ILMN,2017-01-31,-4.872656751759349,-5.39417426309972,-5.363012688688887,-6.808318414449749,-5.005187372725055,-6.985604659649135,-4.532719128325001,-4.991587208302563
IPCC,2016-08-04,-5.020626537860633,-6.81686522164953,-5.361333991079684,-6.006228449410534,-5.1823843657944515,-4.390091056002089,-4.758833498062929,-7.915282970008897
ATR,2016-07-29,-5.126394978482051,-8.94260516061381,-5.347424679806465,-5.9935677682989645,-5.054629659766971,-7.3363750818041655,-4.790866056868963,-4.300971768583453
PG,2016-08-02,-5.288758103409214,-5.764241673941276,-5.33859817886241,-5.325410712339169,-5.3874512530322045,-5.061991698440479,-4.854075665602587,-7.685390931212255
PCG,2017-07-27,-5.3686788064957955,-4.849840309533624,-5.332853594003659,-5.169162744154231,-5.381032477832247,-4.786910465244186,-5.465073602079433,-5.361601620812986
FAST,2016-04-12,-5.074759803568573,-7.042819851883995,-5.330719236599314,-5.29416400346562,-4.651480335560236,-4.281362076359637,-4.512040833065242,-3.990076299015291
ALE,2017-05-04,-4.940862909677895,-5.137382381937398,-5.325683690007117,-6.35960294384934,-4.803400872791883,-4.286700993910589,-4.834029387957056,-5.117720135745288
UFS,2017-02-09,-5.117891237656006,-5.0550201491169995,-5.319542089391256,-7.596643203471568,-5.053428149418369,-4.953999605247285,-4.715215100117916,-4.389181818134287
KO,2016-10-26,-5.065783540930875,-5.515088823304395,-5.308470327364451,-4.8172087346392605,-4.4652352807126885,-5.4390237713892065,-4.575970535622281,-4.891809316978851
ADI,2017-02-15,-6.80124026629982,-5.491337393128193,-5.305509093122471,-4.913627477579646,-4.8906343231310005,-5.595724992547103,-4.884078452561311,-5.643519603248611
IDA,2017-02-23,-5.6420976332214705,-9.02333815722019,-5.304534571949448,-4.666846806228962,-4.7119364086232105,-4.850067363082034,-4.848455318072319,-6.832289351469004
SYY,2016-08-15,-5.771631848520199,-5.470023739783687,-5.303810702228108,-5.015774793985835,-4.871697918416039,-5.488921182435601,-4.36545182292055,-4.9110316084886385
AVA,2016-05-04,-4.994337914502496,-5.836133634207356,-5.3027275391564315,-5.49183838119034,-4.427783823800099,-4.359713235497552,-4.545155513486422,-4.914660645931523
MCD,2017-10-24,-5.271368843438149,-4.7778772188924705,-5.3017897330757675,-4.566099672891932,-4.854770080970732,-5.421357400251832,-4.843706054680084,-5.866595689691188
STC,2018-05-03,-5.01305416370641,-5.701899467289942,-5.300144908441839,-8.341828972308958,-5.114210562060946,-5.27507318291376,-5.001182205977839,-6.08153821423411
XEL,2017-02-02,-6.526509673567592,-5.558359917757928,-5.296162918556578,-6.1441965207840745,-5.1599999253835644,-4.70161086163703,-4.9114434787737675,-5.083939452280931
PFS,2015-07-31,-5.774058008125731,-5.098935645720231,-5.291839141460432,-6.889012486026919,-4.94576042001431,-5.089693705311004,-4.217752442217491,-5.1626894921264315
FWRD,2016-07-22,-5.082604139069485,-4.44243775021505,-5.285277700348742,-5.217306331126562,-4.884389273247794,-5.035369175413736,-4.84578346691785,-4.781928501917177
PEP,2017-10-04,-4.936634487608519,-5.645795265093123,-5.280273446900727,-6.494285281105213,-4.9236169451863345,-5.092964274180317,-4.863988579065241,-5.167012273743227
L,2017-05-01,-6.052380098578224,-5.1974599076128385,-5.276815336561884,-5.956152867088733,-4.967517350336421,-4.625417941346683,-4.9533492470611264,-5.984112499796545
PGR,2017-03-03,-5.21203810827443,-8.275240342618849,-5.275452646395076,-6.206618199108925,-5.220689852543796,-6.896989277207669,-5.209739671704539,-4.980256866599093
CME,2016-07-28,-5.67609023845913,-6.244695424524234,-5.268500902305774,-5.643970441812708,-4.961964833807461,-5.3154141866479625,-5.0846714947923255,-5.511938667789673
FCPT,2018-02-21,-4.771427180128849,-5.380821661105006,-5.266583610839225,-5.063038543557535,-4.903235712498394,-6.620124852799862,-4.489331861027968,-6.1336832061773805
HON,2016-10-21,-5.890529893555891,-5.713492243380137,-5.263716662271039,-5.3323935543534935,-4.681132991918583,-7.54235573583687,-4.862904040512259,-5.566438574413271
CINF,2016-04-27,-5.165029146047764,-4.86314475820449,-5.261091865529452,-6.319830306371771,-4.685871439781227,-4.151559918323314,-4.850701735074451,-4.778243148164193
IT,2016-08-04,-5.57299873728199,-9.150800340790715,-5.25985376456368,-23.025850929940457,-5.037530279661681,-4.8435227387515285,-4.804725666937988,-4.949757693621622
SRE,2017-05-09,-6.015338578639904,-6.13996115327863,-5.259651084611662,-6.315007469510936,-5.146678472611626,-4.9370108514115465,-4.9854518604314855,-4.2547492796291415
ALB,2016-08-04,-5.952356802165717,-6.241423764213586,-5.254724178731205,-4.3513048197572,-4.334695603792265,-5.376633595429348,-4.127453653978968,-5.000913754340723
SBH,2016-08-04,-7.044974059685567,-6.495667849124873,-5.252979449500936,-4.437491831413462,-4.483932365439362,-3.9244464874946945,-4.15311529467369,-6.789699229560777
XYL,2015-04-30,-5.153713389446587,-4.955250342225525,-5.25269719829502,-6.016138818563698,-5.0541757021667015,-4.714505054969873,-4.932133750777182,-4.602764273145706
HSY,2017-02-03,-5.661400967501699,-6.235191582625067,-5.251674730317298,-6.72425189818655,-5.028405816217141,-4.595086037625258,-5.179152142251669,-6.523823982642977
PEP,2017-07-11,-4.74355279762099,-4.830677026824572,-5.251278659551899,-6.5198116684448735,-5.2186673861492885,-5.129874296400534,-5.240682047944595,-5.851693698496475
LAMR,2015-05-06,-5.2811316172230525,-5.555601576431465,-5.2502138591804455,-6.226759525690296,-4.977533126675305,-7.61917804950647,-5.016257017155851,-4.941837561038756
ITW,2016-04-20,-6.238622378109577,-6.365469988635118,-5.249444265937317,-7.644747712198661,-4.991218652163651,-4.598923514478586,-4.945701475897897,-5.537512736627702
AHL,2016-07-28,-5.570235539471567,-5.165195398297639,-5.2437205456782285,-6.634236821402492,-5.122796780123325,-5.632100082611485,-4.782528565649653,-3.601585869519542
SLB,2017-07-21,-5.161627747731057,-8.116724679443177,-5.241259796286021,-5.119842351304943,-4.623161903600962,-4.727241047606721,-4.778783053255953,-5.222164366169686
AVA,2017-02-22,-6.013620669339636,-5.237736519675759,-5.231105292701983,-5.5249177757141625,-4.600087431089429,-3.93441088013302,-4.642586435201601,-4.549779037697073
LSTR,2017-04-27,-4.892344729286629,-7.444031361104462,-5.230618879122284,-5.122197933606758,-4.438371721530565,-5.193617687438105,-4.57128268820196,-4.795151552549521
TDG,2016-05-10,-4.758203198360513,-4.883452700911809,-5.230158628657893,-6.717435240828159,-4.546369970282857,-4.638109629604531,-4.688133822287922,-5.710463072029548
LLY,2017-01-31,-5.174542060263604,-6.1815700314806525,-5.2242463730948465,-5.249662079889847,-5.013384909210119,-4.728981448567219,-4.822284489328799,-4.085608221197226
COR,2017-02-09,-5.119239679295362,-5.584021862408438,-5.223062485579309,-5.894489944046094,-5.3195849086437885,-5.759027720233791,-4.8170576397114315,-5.016324758092403
NWE,2017-02-17,-5.005479657506793,-8.656116984472114,-5.221423071344503,-5.901632654751261,-4.678801946073969,-4.1376144923925295,-4.803944875161425,-6.03867610383943
CAG,2017-12-21,-5.291471184224581,-5.609193781835806,-5.216738181931619,-5.285512641733264,-4.841757762484291,-6.416471965230969,-4.555150339109776,-6.387266461862081
ETN,2016-08-02,-5.164796884302337,-4.207492890727619,-5.21242985541254,-4.678410201604803,-5.111562631829054,-8.126913709160466,-4.429703689839891,-5.616083015885093
NBHC,2016-10-21,-6.0978868670806055,-7.7995272492201,-5.210312216245814,-4.429996179623035,-4.048229241019677,-3.4391547595667413,-4.034521769764819,-3.3825095944140102
SLB,2016-10-21,-7.272728285820574,-5.994201329485477,-5.2059221755011835,-5.114687804300238,-4.626055524537022,-4.181690745909942,-4.259819513351489,-6.962190322458365
HST,2016-04-29,-5.399851784233176,-5.7752528554407565,-5.198978393847702,-4.144970785232944,-4.145112998577518,-5.210827629142109,-4.262463365147057,-6.646431747401478
MMM,2017-07-25,-5.532345873110413,-6.407297206410726,-5.193801333446073,-4.532010152023443,-5.236649593961124,-6.995295540097823,-5.100948462396908,-5.23549965349556
AEE,2017-02-16,-5.431599446675671,-6.512639897175653,-5.192457542043148,-4.910668704530473,-5.086718093533885,-5.543595030831289,-4.895830298468211,-6.304292076082402
PFS,2017-04-28,-5.956392981421535,-6.05923233551387,-5.187562127395893,-4.559319043175672,-4.418594099035328,-4.736642892348987,-4.305218221326528,-6.049766744848816
WBA,2017-06-29,-5.356730743802127,-5.031654457472848,-5.186829463962443,-6.386144793756962,-4.944243089526073,-4.484906747840768,-4.795378076252047,-4.409376305303119
AAP,2017-02-21,-5.297587031856018,-6.002344462115564,-5.18119348954903,-5.439848428052613,-4.733747234969575,-5.485459718822511,-4.813114058752951,-4.080011991891633
MMM,2017-04-25,-5.544350138052182,-6.5515692599130695,-5.1786321088119145,-4.655166151038896,-5.296439524949186,-6.559590298836654,-5.113212909498615,-6.241189300588927
NSA,2017-11-07,-5.991062136775366,-7.857451018452552,-5.178231206795197,-5.464972872280891,-4.979735904017005,-7.188386834111431,-4.388097753193742,-4.1318862896559345
SPGI,2017-02-07,-4.885787065418812,-7.3636153486317255,-5.176836366429239,-6.127774205579302,-5.164608208555397,-5.49827482789113,-5.0108887963968485,-6.0914467819753595
PVH,2016-08-25,-4.702587752570787,-4.899578998168526,-5.173006547093798,-6.459251554759451,-4.599882565363114,-5.915185062492324,-4.425211794821507,-3.980528166957622
CB,2016-10-26,-5.52933491766777,-5.521580698779396,-5.168769901177373,-4.531236435914125,-4.918272715350787,-6.033312045359363,-4.928773652704868,-7.0037518993330385
L,2015-05-04,-5.0490043080025515,-5.7558328972477115,-5.1650001630085365,-4.679897581534054,-4.921706801989086,-4.137024425785886,-4.752246915461558,-7.183387604721425
IDXX,2016-04-29,-4.917812939373427,-6.34152418067406,-5.160827412388217,-4.962499602861583,-4.686191058781114,-4.715101346854978,-4.513465329309574,-7.706139829180689
MO,2017-05-02,-4.747410279156693,-4.747210586461033,-5.160274465668697,-6.024933263981127,-5.102401342634452,-6.685306393553149,-5.099479667224547,-4.5399631663176345
HLT,2016-04-27,-4.723197781823626,-4.702746494723017,-5.159905124691828,-7.697190289955749,-4.189426568854523,-3.587206525770241,-4.236627433013425,-5.1985230457403055
WMT,2016-05-19,-4.730797928871724,-4.54245811659207,-5.157974518663214,-7.765419912001075,-5.367368416357207,-7.259254916155747,-5.265896848572825,-5.8513773746070905
POOL,2017-04-20,-5.222768668984219,-5.122371125316871,-5.154197323102468,-6.29845797349539,-5.029071704416445,-5.162182696744621,-4.757138243869428,-4.177300782114252
FFBC,2016-07-22,-6.712842873755607,-5.17942250131048,-5.146552243636554,-5.710786554067089,-4.491252744993056,-5.18503796237392,-4.755193218100171,-4.973547415996435
K,2015-05-05,-5.140791618772131,-7.1473779085538345,-5.145884291036228,-4.317165589694303,-4.973520286382539,-5.570277039581539,-5.023778225778188,-5.184514857584985
CLX,2017-08-03,-4.957648833356801,-5.071503582712013,-5.145583236937514,-4.669001213051037,-5.130416100656295,-4.3785973773263525,-4.981857572208323,-4.538699613896244
PARR,2018-05-09,-4.96935541929495,-4.630149259931714,-5.144099892914146,-7.469060860873485,-4.076434534070192,-4.551100144418541,-4.154131975107347,-4.765576757839179
AFG,2017-02-02,-6.2566862162758925,-6.550936021676891,-5.143444788555553,-5.511074142099769,-5.1416263419560435,-4.7773715028439785,-5.062918820398754,-6.1269671893642865
CAT,2017-07-25,-4.797294710740345,-6.048730716441329,-5.141359083553919,-5.483171865161932,-5.17155200941746,-7.547037057997244,-4.936119699718108,-4.495601211157034
PNW,2017-08-03,-4.982358422460742,-6.450109557788571,-5.139668981157258,-5.654464784769637,-5.2880267329768795,-8.409184324888015,-5.044838626309776,-5.692370610635543
MO,2016-04-28,-5.603759414430889,-6.670678280202322,-5.12955266249302,-4.456741614224355,-4.779215036164682,-5.164567058323555,-4.932026725494521,-5.496854689279785
LKQ,2015-10-29,-4.605305639902818,-5.922254387743672,-5.129546531412301,-6.910517799369906,-4.445829415084446,-6.8893511266805225,-4.398121444568643,-4.028501459389311
RTN,2016-07-28,-5.863412421573073,-4.984177220524505,-5.126942716127394,-5.170199846171989,-5.173820715827279,-5.610246333970204,-4.919380579363173,-3.658420242749072
ADP,2017-02-01,-4.85596328365855,-5.489684533993752,-5.125986406587565,-6.353442053508736,-5.124833869688178,-4.410513226406947,-4.979882061895371,-5.518272210517751
CSCO,2016-08-17,-5.109436672202875,-5.625687784386657,-5.125713402049963,-6.256732474071728,-5.131060852199973,-4.598611632611727,-4.719824148292305,-5.65724815976511
CVS,2017-02-09,-4.74560506018324,-7.872656247565665,-5.1256259031702935,-7.037065859269658,-5.07027115465257,-5.5074173963096715,-5.19750404281998,-6.0212161481700806
PCAR,2016-10-25,-5.461713376256527,-6.219772985794331,-5.12364399738003,-4.94037360075331,-4.035440832415635,-4.009843682401496,-4.050261450305044,-3.002429610345474
SYY,2017-08-14,-4.7341711378040925,-23.025850929940457,-5.123046690989968,-6.939536484848152,-4.8916638265721435,-6.965822244412757,-4.766434060776027,-7.9031278738385495
HSY,2017-04-26,-4.69562289884115,-4.54420043158817,-5.122154291326515,-5.9847184435942085,-5.038100971966082,-4.230101838572244,-4.924301189387547,-4.2362599934245155
CLX,2017-05-03,-4.788513352280631,-4.909754820246115,-5.1212752949641525,-5.6639546890593016,-4.924164988410411,-4.785045648050708,-5.010110468566714,-4.886512307786202
PH,2017-04-27,-4.898901170851357,-5.844937321679523,-5.1208550220943385,-5.353652576823505,-4.901555268993903,-5.507906558699475,-4.481553665114234,-4.1201093817747605
IEX,2016-10-18,-5.092001322661345,-5.239819000191462,-5.118046430225536,-6.117431914783194,-4.653836987871587,-5.466539462543361,-4.642942410372129,-6.503739788631991
DGX,2017-07-25,-5.676714932293507,-5.34514132577656,-5.1177819210373565,-5.573460329979593,-5.261641214555213,-6.633843089137492,-5.093876325261069,-6.509320577351306
AEP,2016-07-28,-5.3128611373067285,-5.442624619784732,-5.117685813827754,-6.175213098126966,-4.768724201346918,-4.302571595894388,-4.492068213055501,-3.3198753072926586
WTR,2016-05-04,-4.827428113414454,-4.652115320703318,-5.117504902882999,-5.324228727807559,-4.5112835589864915,-5.98613784581476,-4.650397676152328,-5.088184035760641
RJF,2016-07-21,-5.926166550546102,-4.8334870333837845,-5.116617522751808,-4.533154870800305,-4.631448462178121,-4.69261754052334,-4.770190170455872,-4.736700448047569
KMB,2015-04-21,-5.098790812143782,-7.529043612968299,-5.116113753309158,-4.677428117874705,-4.93564131235822,-6.4717516446748515,-5.011794927775294,-5.390775261862162
IPG,2016-02-12,-4.873405549755324,-7.6438204521091295,-5.116025078191294,-7.668410231857766,-4.860911115595542,-5.3696496662225055,-4.711061005996752,-3.7067700780939563
MSFT,2017-07-20,-4.930193224008721,-4.826325711643346,-5.11490504920582,-5.369821416804273,-5.086419829935225,-4.224887084407469,-4.802549929518037,-4.5786220864523965
DAN,2018-04-30,-5.688663135964595,-5.975844036590124,-5.112646845041901,-5.37485350920872,-4.9497180673292265,-5.226150756861306,-4.5097403057341365,-4.121876437814634
CMCSA,2016-07-27,-5.005143576239216,-5.446311278960981,-5.1116094101316785,-5.768083913445495,-5.247389988421561,-4.985845363446688,-5.152322287129018,-5.8556903742389395
CMP,2016-04-26,-4.577432773903951,-4.871448343498482,-5.110706776070788,-7.31285680250192,-4.622141023357175,-5.292502232007081,-4.588141351486378,-5.5255978708070925
ETR,2016-04-26,-4.962988650845083,-4.597527601798264,-5.109266981989206,-6.30977614476863,-5.0117779729382095,-4.847104552475655,-4.674075856126799,-6.022728566098523
LEN,2017-03-21,-4.805219056500923,-5.6439121580673115,-5.106886297744253,-5.550973214844463,-4.994516327187329,-4.76220133745638,-4.842293416766378,-4.714093386853112
CLDT,2018-05-01,-5.372287877846852,-4.189133826068791,-5.10218823980442,-5.192477418805142,-4.624454475244317,-6.921305428476059,-4.512842527939435,-3.752935257586009
LLL,2015-10-29,-4.943898393117611,-5.495479215132096,-5.100449808757948,-4.46116876463219,-4.245560986278567,-6.439030768656714,-4.271667596721993,-4.139839552784345
MMC,2016-07-28,-4.775154290001774,-6.085938859019328,-5.100443743483065,-5.020115720826439,-5.427833426474678,-8.11868359146134,-4.96935026589587,-3.5508040880599703
CINF,2016-07-27,-4.934195991767519,-5.2810685275966724,-5.097098344871212,-4.446241994823326,-5.3144562650765605,-6.624649179263587,-5.188582224020056,-5.779636919689419
OMC,2016-10-18,-5.214976217909133,-6.497622089391055,-5.09256916692811,-5.111003308525392,-4.951616364833754,-4.650721246387357,-4.453653067429616,-4.144712518289959
BID,2015-05-11,-6.682266049750285,-5.834585756293993,-5.090633977142345,-4.234997961980131,-4.784900116871883,-7.037027500884711,-4.901669852510159,-5.080332881961219
CHD,2016-08-04,-4.789591465048824,-4.733676840102061,-5.09007092427848,-5.408415831969569,-5.182180919495001,-5.212860445031949,-4.797625578541701,-5.023674527119632
CLGX,2017-02-23,-4.832970259054204,-5.791742442875237,-5.0884474610539785,-7.58604239958741,-5.101614038639246,-6.094071230247487,-4.762028468124352,-5.299566565923689
FSP,2017-02-15,-5.557665007039547,-4.402667144035575,-5.0871816781531685,-4.565148607170198,-4.2188259516961715,-3.5860420005230016,-4.342608422403035,-4.679559354001826
CTSH,2017-11-01,-5.0709633852320115,-4.981050640441273,-5.087053577313467,-5.442709290017624,-4.467397101550051,-7.086557053674656,-4.621429821798014,-4.743351625470841
HE,2017-05-05,-4.824703666917947,-23.025850929940457,-5.083535137691119,-5.523959128355241,-4.949369718496044,-5.158763399474391,-4.929451378471217,-5.721550692399188
CAG,2017-03-23,-5.108802217500325,-6.505920402022403,-5.079621564096679,-8.30378808833865,-5.317422810374953,-4.908190931122522,-4.728954932877623,-6.848643296928585
AHL,2017-07-27,-5.056104683554632,-23.025850929940457,-5.079614490144307,-5.779739849078314,-4.9053787151999355,-4.020081868731545,-3.576039339034016,-3.065313924329374
WFC,2015-07-14,-4.95949415926344,-5.533124980618829,-5.0672710826757354,-5.240551371011699,-5.140728288197103,-6.466592427013977,-4.3052740553818625,-3.7297056034684353
PM,2015-07-16,-5.357389512335142,-7.109404738498296,-5.066028865704452,-4.566355777244293,-5.459071979400882,-6.49330735851713,-4.508585029502119,-4.349349204540673
NSC,2017-04-26,-4.620251911288913,-6.280461099963426,-5.06534827639506,-6.532691260295733,-4.437857892792804,-3.204935013594187,-4.33618060590948,-6.34997182622619
