Ticker,Date,3_day,3_day_single,7_day,7_day_single,15_day,15_day_single,30_day,30_day_single,3_day_alpha,3_day_single_alpha,7_day_alpha,7_day_single_alpha,15_day_alpha,15_day_single_alpha,30_day_alpha,30_day_single_alpha,3_day_diff,7_day_diff,15_day_diff,30_day_diff,3_day_pct_change,7_day_pct_change,15_day_pct_change,30_day_pct_change,3_day_single_diff,7_day_single_diff,15_day_single_diff,30_day_single_diff,3_day_single_pct_change,7_day_single_pct_change,15_day_single_pct_change,30_day_single_pct_change
MTSC,2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.929322996294144,-5.586207723962942,-4.985102689545707,-5.018107293822363,-4.858917015094915,-5.381898933746263,-4.912264326010536,-4.45614999218215,-5.929322996294144,-4.985102689545707,-4.858917015094915,-4.912264326010536,100.0,100.0,100.0,100.0,-5.586207723962942,-5.018107293822363,-5.381898933746263,-4.45614999218215,100.0,100.0,100.0,100.0
INTL,2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.379280482261288,-4.695924538306361,-4.381028759521747,-4.471638784613537,-4.2843154745143845,-4.208003873972266,0.0,-4.379280482261288,-4.381028759521747,-4.2843154745143845,,100.0,100.0,100.0,0.0,-4.695924538306361,-4.471638784613537,-4.208003873972266,,100.0,100.0,100.0
ESL,2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9956612346604756,-5.332860848289035,-3.354476378271619,-5.346842924458893,-3.635147633421267,-3.888067458025386,0.0,-2.9956612346604756,-3.354476378271619,-3.635147633421267,,100.0,100.0,100.0,0.0,-5.332860848289035,-5.346842924458893,-3.888067458025386,,100.0,100.0,100.0
CTRL,2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.756962144718547,-5.899897317082496,-3.130642557773032,-4.8424357598480725,-3.388003970953185,-5.655117274099958,0.0,-2.756962144718547,-3.130642557773032,-3.388003970953185,,100.0,100.0,100.0,0.0,-5.899897317082496,-4.8424357598480725,-5.655117274099958,,100.0,100.0,100.0
CTB,2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.72485510501146,-4.630010597062882,-4.803233202812168,-6.737856157809875,-4.7981633264909025,-5.134621256897202,0.0,-4.72485510501146,-4.803233202812168,-4.7981633264909025,,100.0,100.0,100.0,0.0,-4.630010597062882,-6.737856157809875,-5.134621256897202,,100.0,100.0,100.0
CY,2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4698043470230306,-3.721010728166139,-3.529123018728512,-4.317488106036321,-3.6967897862672032,-23.025850929940457,0.0,-3.4698043470230306,-3.529123018728512,-3.6967897862672032,,100.0,100.0,100.0,0.0,-3.721010728166139,-4.317488106036321,-23.025850929940457,,100.0,100.0,100.0
CDR,2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.685964959211612,-4.682131216324407,-4.729911853351254,-5.497168200893404,-4.6418631700372055,-4.429493163523747,0.0,-4.685964959211612,-4.729911853351254,-4.6418631700372055,,100.0,100.0,100.0,0.0,-4.682131216324407,-5.497168200893404,-4.429493163523747,,100.0,100.0,100.0
BEL,2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.509541703939657,-5.926925988470439,-4.647427739211198,-7.03790584954726,-4.690587835243952,-23.025850929940457,0.0,-4.509541703939657,-4.647427739211198,-4.690587835243952,,100.0,100.0,100.0,0.0,-5.926925988470439,-7.03790584954726,-23.025850929940457,,100.0,100.0,100.0
CPE,2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5819532196627555,-5.602856528946234,-3.656764408694815,-4.356708818889587,-3.95060410193339,-4.624972803084264,-4.156122170555286,-5.263984668142518,-3.5819532196627555,-3.656764408694815,-3.95060410193339,-4.156122170555286,100.0,100.0,100.0,100.0,-5.602856528946234,-4.356708818889587,-4.624972803084264,-5.263984668142518,100.0,100.0,100.0,100.0
XLNX,2015-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.58535096072938,-5.261610139279902,-4.833448681693329,-6.143970972233011,-4.206383394395847,-3.77225220910854,-4.460677558119126,-5.963150763910035,-4.58535096072938,-4.833448681693329,-4.206383394395847,-4.460677558119126,100.0,100.0,100.0,100.0,-5.261610139279902,-6.143970972233011,-3.77225220910854,-5.963150763910035,100.0,100.0,100.0,100.0
WTR,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.557220712706017,-4.02891675127968,-4.8502371491210825,-8.091320946924096,-4.615422087133003,-4.759955573299601,-4.592685970558243,-3.907751595893627,-4.557220712706017,-4.8502371491210825,-4.615422087133003,-4.592685970558243,100.0,100.0,100.0,100.0,-4.02891675127968,-8.091320946924096,-4.759955573299601,-3.907751595893627,100.0,100.0,100.0,100.0
DSW,2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9990700782624176,-5.063016869155985,-4.192474533408234,-4.445169083961495,-3.9334083187129476,-5.977619100836593,-3.980860899986685,-3.747340869307571,-3.9990700782624176,-4.192474533408234,-3.9334083187129476,-3.980860899986685,100.0,100.0,100.0,100.0,-5.063016869155985,-4.445169083961495,-5.977619100836593,-3.747340869307571,100.0,100.0,100.0,100.0
KSU,2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.561843107466621,-4.384982779238164,-4.694524554332673,-5.522793338062567,-4.474628063066632,-4.126089507333724,-3.5613753758999556,-4.452819223895877,-4.561843107466621,-4.694524554332673,-4.474628063066632,-3.5613753758999556,100.0,100.0,100.0,100.0,-4.384982779238164,-5.522793338062567,-4.126089507333724,-4.452819223895877,100.0,100.0,100.0,100.0
AIR,2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.091337104286992,-4.954820500804274,-3.979801922303582,-4.045241843501935,-4.1075134487938785,-5.979202131023532,0.0,-4.091337104286992,-3.979801922303582,-4.1075134487938785,,100.0,100.0,100.0,0.0,-4.954820500804274,-4.045241843501935,-5.979202131023532,,100.0,100.0,100.0
RHT,2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3462451322899462,-4.498810410694031,-3.9166304600177226,-3.999275727144959,-4.192273305568245,-4.5492295083338625,-4.354632784438245,-4.829345450441905,-3.3462451322899462,-3.9166304600177226,-4.192273305568245,-4.354632784438245,100.0,100.0,100.0,100.0,-4.498810410694031,-3.999275727144959,-4.5492295083338625,-4.829345450441905,100.0,100.0,100.0,100.0
BBBY,2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.494561975376342,-6.430410421436518,-4.212114606683608,-5.7816927003289385,-4.216116524062333,-5.149281770156831,-4.21077344557546,-5.593471426972454,-5.494561975376342,-4.212114606683608,-4.216116524062333,-4.21077344557546,100.0,100.0,100.0,100.0,-6.430410421436518,-5.7816927003289385,-5.149281770156831,-5.593471426972454,100.0,100.0,100.0,100.0
BKS,2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.257291984734905,-4.276666111816091,-3.610038710882054,-5.618587601043117,-3.8284821424333093,-3.9630781709665173,0.0,-3.257291984734905,-3.610038710882054,-3.8284821424333093,,100.0,100.0,100.0,0.0,-4.276666111816091,-5.618587601043117,-3.9630781709665173,,100.0,100.0,100.0
CHS,2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.368705254048,-3.786621734476285,-3.9072837733695733,-6.037870878020676,-4.122433519311419,-4.463442017480819,-4.152318744500373,-5.476463528031416,-3.368705254048,-3.9072837733695733,-4.122433519311419,-4.152318744500373,100.0,100.0,100.0,100.0,-3.786621734476285,-6.037870878020676,-4.463442017480819,-5.476463528031416,100.0,100.0,100.0,100.0
BKS,2015-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5781958738755764,-3.7526364156533836,-3.0699585481846383,-6.481577063976138,-3.4268126671227233,-4.8729046075601214,-3.5550311476973055,-5.080627649828623,-2.5781958738755764,-3.0699585481846383,-3.4268126671227233,-3.5550311476973055,100.0,100.0,100.0,100.0,-3.7526364156533836,-6.481577063976138,-4.8729046075601214,-5.080627649828623,100.0,100.0,100.0,100.0
MYL,2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.487346413992596,-5.272178689454337,-4.555798671446836,-5.400832907914536,-3.8526310032750883,-2.916128064369393,-3.970735246124181,-5.043673209591839,-4.487346413992596,-4.555798671446836,-3.8526310032750883,-3.970735246124181,100.0,100.0,100.0,100.0,-5.272178689454337,-5.400832907914536,-2.916128064369393,-5.043673209591839,100.0,100.0,100.0,100.0
RHT,2015-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.380890499507635,-6.701823775160105,-4.255241158939695,-3.5146357788977243,-4.237134820469444,-4.0205064536105635,-4.171869384444275,-3.9884730549525385,-5.380890499507635,-4.255241158939695,-4.237134820469444,-4.171869384444275,100.0,100.0,100.0,100.0,-6.701823775160105,-3.5146357788977243,-4.0205064536105635,-3.9884730549525385,100.0,100.0,100.0,100.0
CREE,2016-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3668030565741183,-4.156769358156009,-2.6679537984280595,-5.073923017352403,-3.0632770952590933,-5.017693643357707,-3.355624662489434,-4.941642408609588,-2.3668030565741183,-2.6679537984280595,-3.0632770952590933,-3.355624662489434,100.0,100.0,100.0,100.0,-4.156769358156009,-5.073923017352403,-5.017693643357707,-4.941642408609588,100.0,100.0,100.0,100.0
AIR,2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0168400915422273,-3.4536844045512103,-3.3012796060907474,-4.8067495471528,-3.6033241430623772,-4.263999421475928,0.0,-3.0168400915422273,-3.3012796060907474,-3.6033241430623772,,100.0,100.0,100.0,0.0,-3.4536844045512103,-4.8067495471528,-4.263999421475928,,100.0,100.0,100.0
BBBY,2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7626237642030973,-4.571034815902579,-3.9399231576643183,-5.5083756536389386,-4.162207954348672,-4.726195810690326,0.0,-3.7626237642030973,-3.9399231576643183,-4.162207954348672,,100.0,100.0,100.0,0.0,-4.571034815902579,-5.5083756536389386,-4.726195810690326,,100.0,100.0,100.0
VRTU,2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.454862844219049,-4.162003204275923,-4.273266353072016,-3.523641896986402,-3.7367569359583612,-3.2603045292471995,-3.8933466649046844,-6.475047369605149,-4.454862844219049,-4.273266353072016,-3.7367569359583612,-3.8933466649046844,100.0,100.0,100.0,100.0,-4.162003204275923,-3.523641896986402,-3.2603045292471995,-6.475047369605149,100.0,100.0,100.0,100.0
SPPI,2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1400425267332013,-4.079230918502045,-2.3789181154232146,-4.4510194975894,-2.7665275705291097,-2.7843436838523066,-3.0690037451002303,-3.9852734617877297,-2.1400425267332013,-2.3789181154232146,-2.7665275705291097,-3.0690037451002303,100.0,100.0,100.0,100.0,-4.079230918502045,-4.4510194975894,-2.7843436838523066,-3.9852734617877297,100.0,100.0,100.0,100.0
AEL,2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9191107406030614,-4.310479475934232,-4.099565812310369,-4.629862788328394,-4.299457606425841,-4.705580960863678,0.0,-3.9191107406030614,-4.099565812310369,-4.299457606425841,,100.0,100.0,100.0,0.0,-4.310479475934232,-4.629862788328394,-4.705580960863678,,100.0,100.0,100.0
LOGM,2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0372694209079665,-4.509393221507682,-4.017085584288551,-4.432657498912192,-4.164450717688296,-5.836480152275111,0.0,-4.0372694209079665,-4.017085584288551,-4.164450717688296,,100.0,100.0,100.0,0.0,-4.509393221507682,-4.432657498912192,-5.836480152275111,,100.0,100.0,100.0
SIVB,2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3071321138392666,-4.917652061478829,-3.588716594104179,-4.992980344120026,-3.512526383936055,-4.9700803435260115,0.0,-3.3071321138392666,-3.588716594104179,-3.512526383936055,,100.0,100.0,100.0,0.0,-4.917652061478829,-4.992980344120026,-4.9700803435260115,,100.0,100.0,100.0
PJC,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5595788642798127,-5.454133302322377,-3.820357681136851,-6.776506904672713,-4.099587523296009,-6.1793262360110965,0.0,-3.5595788642798127,-3.820357681136851,-4.099587523296009,,100.0,100.0,100.0,0.0,-5.454133302322377,-6.776506904672713,-6.1793262360110965,,100.0,100.0,100.0
KRA,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1844832956426234,-7.962763642967852,-3.1010995207392167,-2.45480202722448,-3.3560436456829654,-3.9746365928330616,0.0,-3.1844832956426234,-3.1010995207392167,-3.3560436456829654,,100.0,100.0,100.0,0.0,-7.962763642967852,-2.45480202722448,-3.9746365928330616,,100.0,100.0,100.0
GOV,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.165214879001949,-5.240900076794033,-4.379154160373544,-4.334968832420827,-4.436744797317531,-3.9483130016485375,0.0,-4.165214879001949,-4.379154160373544,-4.436744797317531,,100.0,100.0,100.0,0.0,-5.240900076794033,-4.334968832420827,-3.9483130016485375,,100.0,100.0,100.0
DRE,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.392872148032663,-5.751866891016726,-4.738035434571323,-5.171548751255963,-4.97215894001091,-5.449248560489344,0.0,-4.392872148032663,-4.738035434571323,-4.97215894001091,,100.0,100.0,100.0,0.0,-5.751866891016726,-5.171548751255963,-5.449248560489344,,100.0,100.0,100.0
FISV,2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.900518623916874,-6.181154673808056,-4.755571868419357,-4.450119387604885,-4.994942564968302,-7.094130985616703,-4.913127100778596,-6.217026174906531,-4.900518623916874,-4.755571868419357,-4.994942564968302,-4.913127100778596,100.0,100.0,100.0,100.0,-6.181154673808056,-4.450119387604885,-7.094130985616703,-6.217026174906531,100.0,100.0,100.0,100.0
CY,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.877607560619989,-3.9898654867877976,-4.062637433208695,-4.916324600974957,-4.226312089610539,-5.916202025505812,0.0,-3.877607560619989,-4.062637433208695,-4.226312089610539,,100.0,100.0,100.0,0.0,-3.9898654867877976,-4.916324600974957,-5.916202025505812,,100.0,100.0,100.0
CMO,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.771221045736824,-6.23342980171352,-4.595867431856335,-6.937313978223641,-4.602290461445461,-3.9782049069673113,0.0,-4.771221045736824,-4.595867431856335,-4.602290461445461,,100.0,100.0,100.0,0.0,-6.23342980171352,-6.937313978223641,-3.9782049069673113,,100.0,100.0,100.0
CELG,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.550176356769791,-6.795017099132065,-4.441437834785568,-5.6020309319009085,-4.272680589526517,-4.809130905623012,0.0,-4.550176356769791,-4.441437834785568,-4.272680589526517,,100.0,100.0,100.0,0.0,-6.795017099132065,-5.6020309319009085,-4.809130905623012,,100.0,100.0,100.0
CCMP,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3716316289573642,-5.47367023019253,-3.814393992397043,-5.678766251048438,-4.089005072956589,-5.391253166344443,0.0,-3.3716316289573642,-3.814393992397043,-4.089005072956589,,100.0,100.0,100.0,0.0,-5.47367023019253,-5.678766251048438,-5.391253166344443,,100.0,100.0,100.0
MDC,2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.391939780486299,-5.218423438861962,-4.583625110090218,-6.765423283670774,-4.283661783531495,-4.4223323585921115,-4.207898121223127,-4.941266398081544,-4.391939780486299,-4.583625110090218,-4.283661783531495,-4.207898121223127,100.0,100.0,100.0,100.0,-5.218423438861962,-6.765423283670774,-4.4223323585921115,-4.941266398081544,100.0,100.0,100.0,100.0
MDSO,2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2986843913777038,-2.9444389772664414,-3.613361926885424,-5.393854771252103,-3.8035082346204763,-3.764102871039023,-3.999099277965391,-4.214086455600582,-3.2986843913777038,-3.613361926885424,-3.8035082346204763,-3.999099277965391,100.0,100.0,100.0,100.0,-2.9444389772664414,-5.393854771252103,-3.764102871039023,-4.214086455600582,100.0,100.0,100.0,100.0
NUVA,2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.370709201734884,-4.925120109664113,-3.780058379526658,-5.9405759910716505,-4.086821259315595,-7.867679786726152,-4.175953412549341,-5.059906327345473,-4.370709201734884,-3.780058379526658,-4.086821259315595,-4.175953412549341,100.0,100.0,100.0,100.0,-4.925120109664113,-5.9405759910716505,-7.867679786726152,-5.059906327345473,100.0,100.0,100.0,100.0
CATM,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440927250710724,-3.81693501861188,-4.612921406502094,-5.957347416305439,-4.4045671653811045,-6.46747680924963,0.0,-4.440927250710724,-4.612921406502094,-4.4045671653811045,,100.0,100.0,100.0,0.0,-3.81693501861188,-5.957347416305439,-6.46747680924963,,100.0,100.0,100.0
PSB,2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.785710888611189,-5.646624032482948,-4.580821979711554,-4.123071351295365,-4.590405923238989,-4.415508313827086,-4.731884295869529,-4.4324388508015655,-5.785710888611189,-4.580821979711554,-4.590405923238989,-4.731884295869529,100.0,100.0,100.0,100.0,-5.646624032482948,-4.123071351295365,-4.415508313827086,-4.4324388508015655,100.0,100.0,100.0,100.0
FLIR,2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.080179801339851,-4.632906930678722,-4.5186104363631,-4.7709984366093705,-4.751470186650846,-4.92251657113807,-4.6102275648262605,-5.964542850603578,-4.080179801339851,-4.5186104363631,-4.751470186650846,-4.6102275648262605,100.0,100.0,100.0,100.0,-4.632906930678722,-4.7709984366093705,-4.92251657113807,-5.964542850603578,100.0,100.0,100.0,100.0
ULTI,2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9447303448988422,-4.899217295359699,-4.012952393058811,-4.317488106036312,-4.137233319137141,-5.29993508489008,-4.2582238274883375,-4.202825198528673,-3.9447303448988422,-4.012952393058811,-4.137233319137141,-4.2582238274883375,100.0,100.0,100.0,100.0,-4.899217295359699,-4.317488106036312,-5.29993508489008,-4.202825198528673,100.0,100.0,100.0,100.0
LLL,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.915952437571003,-5.953043475634731,-5.005312772014218,-5.202665646841355,-4.718730290293121,-6.965889301148124,0.0,-4.915952437571003,-5.005312772014218,-4.718730290293121,,100.0,100.0,100.0,0.0,-5.953043475634731,-5.202665646841355,-6.965889301148124,,100.0,100.0,100.0
RTN,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1253899125804185,-6.507135488878182,-5.209341436912966,-7.617337876969169,-5.1525088575306075,-5.1050994336761395,0.0,-5.1253899125804185,-5.209341436912966,-5.1525088575306075,,100.0,100.0,100.0,0.0,-6.507135488878182,-7.617337876969169,-5.1050994336761395,,100.0,100.0,100.0
VSI,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.465515463703441,-4.09687757728261,-4.132346252190443,-3.808882241998636,-3.4797647462403263,-4.322049117329598,-3.7548553755152367,-4.393359228217232,-5.465515463703441,-4.132346252190443,-3.4797647462403263,-3.7548553755152367,100.0,100.0,100.0,100.0,-4.09687757728261,-3.808882241998636,-4.322049117329598,-4.393359228217232,100.0,100.0,100.0,100.0
CIR,2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0234621084106905,-3.926431965163177,-4.342696531547639,-5.545517035107832,-4.209528746622994,-5.275477855030094,0.0,-4.0234621084106905,-4.342696531547639,-4.209528746622994,,100.0,100.0,100.0,0.0,-3.926431965163177,-5.545517035107832,-5.275477855030094,,100.0,100.0,100.0
NBL,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8705706167922447,-5.399669838674979,-4.172266073605853,-5.242040897699187,-4.233576773451243,-4.566035945965325,-4.20039265686543,-4.438229722769944,-3.8705706167922447,-4.172266073605853,-4.233576773451243,-4.20039265686543,100.0,100.0,100.0,100.0,-5.399669838674979,-5.242040897699187,-4.566035945965325,-4.438229722769944,100.0,100.0,100.0,100.0
MDC,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8168014594339943,-4.851248695794434,-4.2479997605211866,-4.573917632791672,-4.274111897713734,-4.332326958509516,-4.303950457533987,-5.288267010894507,-3.8168014594339943,-4.2479997605211866,-4.274111897713734,-4.303950457533987,100.0,100.0,100.0,100.0,-4.851248695794434,-4.573917632791672,-4.332326958509516,-5.288267010894507,100.0,100.0,100.0,100.0
CTL,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.943402435866748,-4.403748449645032,-4.542029184068708,-5.0669161141259815,-4.6261172137214155,-5.496143085502918,-4.794823457734369,-4.93231331345071,-5.943402435866748,-4.542029184068708,-4.6261172137214155,-4.794823457734369,100.0,100.0,100.0,100.0,-4.403748449645032,-5.0669161141259815,-5.496143085502918,-4.93231331345071,100.0,100.0,100.0,100.0
AAWW,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9807719813475635,-5.090398226115623,-3.5245598713057666,-6.37218142699354,-3.8121890902902664,-6.203691537223745,-3.860913917318402,-3.9557121134858897,-2.9807719813475635,-3.5245598713057666,-3.8121890902902664,-3.860913917318402,100.0,100.0,100.0,100.0,-5.090398226115623,-6.37218142699354,-6.203691537223745,-3.9557121134858897,100.0,100.0,100.0,100.0
QSII,2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.465288596223199,-4.788879656040669,-2.8684515672027695,-4.298645018374414,-3.160553849584081,-5.2297708053375,0.0,-2.465288596223199,-2.8684515672027695,-3.160553849584081,,100.0,100.0,100.0,0.0,-4.788879656040669,-4.298645018374414,-5.2297708053375,,100.0,100.0,100.0
