,CLB_Open,CLB_High,CLB_Low,CLB_Close,CLB_Adj Close,CLB_Volume,CLB_Dividend Amount,CLB_Split Coefficient
2019-01-17,68.09,68.71,66.56,68.28,64.6487376428635,827013,0.0,1.0
2019-01-16,68.34,69.73,67.98,68.77,65.1126784958952,242811,0.0,1.0
2019-01-15,68.68,69.37,67.85,68.43,64.7907603529753,332787,0.0,1.0
2019-01-14,68.09,69.54,67.96,68.51,64.8665057983682,445880,0.0,1.0
2019-01-11,69.41,69.41,67.26,68.91,65.2452330253328,587023,0.0,1.0
2019-01-10,67.65,70.63,67.49,69.91,66.1920510927444,567074,0.0,1.0
2019-01-09,68.37,69.85,67.93,68.44,64.8002285336494,736298,0.0,1.0
2019-01-08,67.33,67.55,65.95,67.09,63.5220241426437,581585,0.0,1.0
2019-01-07,63.24,66.73,62.71,66.33,62.8024424114109,941954,0.0,1.0
2019-01-04,62.2,64.19,61.03,62.95,59.6021973435597,985792,0.0,1.0
2019-01-03,59.99,61.78,58.74,60.4,57.1878112716602,1351076,0.0,1.0
2019-01-02,58.47,61.55,57.84,59.91,56.7238704186285,927964,0.0,1.0
2018-12-31,59.61,59.95,57.89,59.66,56.4871659017756,575153,0.0,1.0
2018-12-28,59.77,60.58,58.56,59.23,56.0800341327886,419779,0.0,1.0
2018-12-27,59.13,60.41,57.09,59.53,56.3640795530121,459930,0.0,1.0
2018-12-26,57.77,60.98,56.72,60.92,57.6801566667142,583005,0.0,1.0
2018-12-24,58.13,59.9,56.9,57.17,54.1295889139207,401275,0.0,1.0
2018-12-21,58.88,60.65,58.17,58.84,55.7107750864981,1275832,0.0,1.0
2018-12-20,60.46,61.43,58.54,58.75,55.6255614604311,1215100,0.0,1.0
2018-12-19,63.9,64.715,60.73,61.45,58.1819702424424,798987,0.0,1.0
2018-12-18,66.83,66.99,64.21,64.24,60.8235926505207,648698,0.0,1.0
2018-12-17,65.86,68.01,65.74,66.76,63.2095741803979,798203,0.0,1.0
2018-12-14,69.24,69.6,66.23,66.36,62.8308469534333,801033,0.0,1.0
2018-12-13,70.71,70.92,68.78,69.79,66.078432924655,791365,0.0,1.0
2018-12-12,70.87,73.5,70.42,71.0,67.2240827862231,884231,0.0,1.0
2018-12-11,73.89,73.89,69.11,69.69,65.9837511179139,957448,0.0,1.0
2018-12-10,73.79,75.08,72.0,73.1,69.2124007277874,468962,0.0,1.0
2018-12-07,78.13,79.85,74.89,75.0,71.0113550558694,506297,0.0,1.0
2018-12-06,77.34,78.41,75.19,76.2,72.1475367367633,721416,0.0,1.0
2018-12-04,85.06,85.23,79.33,79.54,75.3099090819181,630903,0.0,1.0
2018-12-03,85.51,86.0,82.73,85.02,80.4984720913336,622739,0.0,1.0
2018-11-30,82.12,83.67,80.6,83.11,78.6900495825774,815042,0.0,1.0
2018-11-29,81.21,83.1,81.06,82.89,78.4817496077469,592399,0.0,1.0
2018-11-28,79.47,81.58,78.77,81.36,77.0331179646072,319036,0.0,1.0
2018-11-27,80.55,81.15,79.42,79.45,75.224695455851,415563,0.0,1.0
2018-11-26,80.16,81.02,78.94,80.68,76.3892816787673,538778,0.0,1.0
2018-11-23,80.76,81.6,78.44,79.18,74.9690545776499,371142,0.0,1.0
2018-11-21,83.36,84.15,82.31,82.94,78.5290905111175,379417,0.0,1.0
2018-11-20,84.84,85.87,81.54,82.48,78.0935542001081,748982,0.0,1.0
2018-11-19,85.61,88.04,85.34,87.39,82.7424309110991,643819,0.0,1.0
2018-11-16,84.78,86.82,84.73,86.48,81.8808264697545,606520,0.0,1.0
2018-11-15,81.24,84.39,80.83,84.2,79.7220812760561,680551,0.0,1.0
2018-11-14,82.16,82.42,80.22,81.28,76.9573725192142,675261,0.0,1.0
2018-11-13,82.81,83.5,80.4,80.47,76.1904498846108,549342,0.0,1.0
2018-11-12,86.13,86.72,82.83,82.91,78.5006859690951,505755,0.0,1.0
2018-11-09,84.36,85.76,82.22,85.48,80.9340084023429,515431,0.0,1.0
2018-11-08,88.45,89.05,84.79,85.24,80.7067720661641,320673,0.0,1.0
2018-11-07,88.8,88.96,86.51,88.54,83.8312716886224,586595,0.0,1.0
2018-11-06,87.16,88.0,86.0,87.68,83.0170081506484,266160,0.0,1.0
2018-11-05,86.68,88.4,86.11,87.1,82.4678536715497,444961,0.0,1.0
2018-11-02,87.45,88.69,85.1,86.03,81.4547583394193,563311,0.0,1.0
2018-11-01,87.06,87.42,84.57,86.82,82.2027446126745,632864,0.0,1.0
2018-10-31,86.92,88.22,85.16,85.24,80.7067720661641,675335,0.0,1.0
2018-10-30,83.83,85.41,82.07,85.3,80.7635811502088,1377628,0.0,1.0
2018-10-29,88.43,88.43,83.15,84.02,79.551654023922,828641,0.0,1.0
2018-10-26,86.92,88.87,85.09,87.05,82.4205127681791,1117447,0.0,1.0
2018-10-25,89.77,92.29,87.34,88.34,83.6419080751401,1660843,0.0,1.0
2018-10-24,97.93,98.49,91.78,91.98,87.0883258405183,891589,0.0,1.0
2018-10-23,99.19,99.19,96.01,97.52,92.3336979339785,756905,0.0,1.0
2018-10-22,102.05,102.12,100.22,101.47,96.0736293002543,406560,0.0,1.0
2018-10-19,103.73,105.93,101.66,102.08,96.6511883213753,532362,0.0,1.0
2018-10-18,104.97,105.35,102.8,103.77,98.2513108553009,435248,0.55,1.0
2018-10-17,107.31,108.1,106.01,106.73,100.521112035911,392111,0.0,1.0
2018-10-16,107.1,108.14,106.3,107.98,101.698394805937,451432,0.0,1.0
2018-10-15,107.38,108.23,105.19,106.64,100.436347676469,421926,0.0,1.0
2018-10-12,109.44,109.96,105.52,107.25,101.010861668242,477343,0.0,1.0
2018-10-11,109.99,111.82,107.58,108.3,101.999779195064,615913,0.0,1.0
2018-10-10,117.46,118.34,111.42,111.78,105.277334426817,574432,0.0,1.0
2018-10-09,117.41,120.35,117.01,118.29,111.408623093113,311426,0.0,1.0
2018-10-08,116.68,118.62,116.21,117.55,110.711671693258,528011,0.0,1.0
2018-10-05,116.72,117.8,115.73,117.5,110.664580382456,343888,0.0,1.0
2018-10-04,120.42,120.92,116.07,116.89,110.090066390684,811168,0.0,1.0
2018-10-03,119.22,122.11,118.73,121.03,113.98922692501,351637,0.0,1.0
2018-10-02,116.75,119.42,116.06,118.92,112.001973609206,244818,0.0,1.0
2018-10-01,116.26,117.72,115.54,117.06,110.250176847407,356729,0.0,1.0
2018-09-28,114.65,117.65,114.39,115.83,109.091730601702,373033,0.0,1.0
2018-09-27,114.38,115.33,112.69,115.19,108.488961823448,213460,0.0,1.0
2018-09-26,114.48,115.9,113.82,113.96,107.330515577742,314447,0.0,1.0
2018-09-25,113.3,115.87,113.12,115.38,108.667908804492,407970,0.0,1.0
2018-09-24,112.23,112.98,110.24,112.42,105.88010320507,390613,0.0,1.0
2018-09-21,110.57,111.3,109.72,111.03,104.570964764801,463357,0.0,1.0
2018-09-20,111.44,112.47,109.9,110.2,103.789249005504,386109,0.0,1.0
2018-09-19,107.58,111.28,107.41,110.5,104.07179687031,464065,0.0,1.0
2018-09-18,109.05,109.43,107.59,107.86,101.585375660015,360963,0.0,1.0
2018-09-17,109.44,109.95,107.61,107.76,101.491193038413,234532,0.0,1.0
2018-09-14,109.57,110.93,108.48,108.91,102.574293186837,303745,0.0,1.0
2018-09-13,110.76,111.29,109.09,109.37,103.007533246207,134998,0.0,1.0
2018-09-12,110.15,111.38,108.76,110.73,104.288416899995,252918,0.0,1.0
2018-09-11,106.26,109.37,106.26,109.0,102.659057546279,337319,0.0,1.0
2018-09-10,109.41,110.39,106.61,106.8,100.587039871033,427367,0.0,1.0
2018-09-07,107.38,109.12,106.16,108.87,102.536620138196,356110,0.0,1.0
2018-09-06,110.79,110.79,107.7,107.98,101.698394805937,360873,0.0,1.0
2018-09-05,113.85,113.85,109.74,111.07,104.608637813442,455806,0.0,1.0
2018-09-04,115.09,115.24,112.55,114.97,108.281760055924,406521,0.0,1.0
2018-08-31,114.55,115.2,113.69,114.55,107.886193045195,287757,0.0,1.0
2018-08-30,115.02,115.86,114.0,114.81,108.13106786136,257081,0.0,1.0
2018-08-29,115.87,116.37,114.6,115.28,108.57372618289,399318,0.0,1.0
2018-08-28,116.4,117.11,114.37,115.28,108.57372618289,278247,0.0,1.0
2018-08-27,114.77,116.17,113.59,115.71,108.978711455779,196312,0.0,1.0
2018-08-24,114.8,115.68,113.6,113.95,107.321097315582,220484,0.0,1.0
2018-08-23,115.22,115.84,113.67,114.16,107.518880820947,374028,0.0,1.0
2018-08-22,114.97,116.34,114.7,115.76,109.02580276658,335436,0.0,1.0
2018-08-21,113.17,115.04,113.17,114.1,107.462371247985,436527,0.0,1.0
2018-08-20,110.52,112.59,110.52,112.31,105.776502321308,208231,0.0,1.0
2018-08-17,109.95,110.53,109.13,110.07,103.666811597421,174717,0.0,1.0
2018-08-16,110.04,110.96,109.47,109.86,103.469028092057,210814,0.0,1.0
2018-08-15,111.17,111.37,107.54,109.45,103.082879343488,559196,0.0,1.0
2018-08-14,112.93,113.91,112.21,112.35,105.814175369949,208670,0.0,1.0
2018-08-13,112.77,113.66,110.58,111.54,105.051296134972,252785,0.0,1.0
2018-08-10,111.0,113.08,110.65,112.9,106.33217978876,161059,0.0,1.0
2018-08-09,112.63,112.98,111.05,111.32,104.844094367447,202018,0.0,1.0
2018-08-08,112.56,113.9,111.79,112.69,106.134396283396,259487,0.0,1.0
2018-08-07,113.92,114.89,112.71,113.3,106.708910275169,380936,0.0,1.0
2018-08-06,111.96,113.78,111.91,113.05,106.473453721163,383986,0.0,1.0
2018-08-03,111.5,113.13,111.22,111.65,105.154897018734,328122,0.0,1.0
2018-08-02,111.0,112.61,111.0,111.84,105.333843999778,252247,0.0,1.0
2018-08-01,110.48,112.23,109.37,111.91,105.3997718349,342756,0.0,1.0
2018-07-31,111.16,112.47,110.39,112.12,105.597555340264,355888,0.0,1.0
2018-07-30,111.95,112.79,110.89,110.95,104.49561866752,385178,0.0,1.0
2018-07-27,110.45,111.73,110.02,110.83,104.382599521597,418624,0.0,1.0
2018-07-26,110.77,114.19,110.45,111.27,104.797003056646,474764,0.0,1.0
2018-07-25,110.99,112.23,110.37,111.82,105.315007475458,357833,0.0,1.0
2018-07-24,112.41,113.35,110.74,111.08,104.618056075602,463126,0.0,1.0
2018-07-23,112.23,112.23,110.01,111.26,104.787584794486,505591,0.0,1.0
2018-07-20,114.93,114.98,112.32,112.56,106.011958875313,323764,0.55,1.0
2018-07-19,114.45,115.69,113.96,114.98,107.764609950345,372741,0.0,1.0
2018-07-18,114.67,115.74,112.83,114.86,107.652140362642,456200,0.0,1.0
2018-07-17,115.46,116.07,114.6,114.9,107.68963022521,796059,0.0,1.0
2018-07-16,113.16,118.76,113.16,116.75,109.423536368958,537474,0.0,1.0
2018-07-13,116.67,119.02,116.67,118.61,111.166814978348,492699,0.0,1.0
2018-07-12,117.18,117.18,114.79,116.74,109.414163903316,297579,0.0,1.0
2018-07-11,117.4,119.32,116.21,116.37,109.067382674566,263158,0.0,1.0
2018-07-10,121.09,122.03,118.62,119.67,112.160296336387,606128,0.0,1.0
2018-07-09,118.99,120.7,118.26,120.09,112.553939893346,426250,0.0,1.0
2018-07-06,112.88,117.92,112.3,117.63,110.248313345443,510556,0.0,1.0
2018-07-05,113.84,115.31,112.8,113.84,106.696148867171,472764,0.0,1.0
2018-07-03,113.39,115.07,111.63,113.16,106.058821203523,774784,0.0,1.0
2018-07-02,118.4,118.4,109.78,112.66,105.590197921429,3041389,0.0,1.0
2018-06-29,125.58,126.53,124.6,126.21,118.289888866177,375787,0.0,1.0
2018-06-28,122.7,125.51,122.05,125.46,117.586953943036,297084,0.0,1.0
2018-06-27,124.15,126.33,123.44,124.4,116.593472584997,353816,0.0,1.0
2018-06-26,122.11,123.29,119.33,122.66,114.962663563309,378780,0.0,1.0
2018-06-25,122.94,122.94,120.0,120.67,113.097542900575,399038,0.0,1.0
2018-06-22,125.35,126.7,123.62,123.7,115.937399990065,326064,0.0,1.0
2018-06-21,124.79,124.79,120.81,120.91,113.32248207598,345385,0.0,1.0
2018-06-20,126.03,126.03,122.87,125.04,117.193310386077,263023,0.0,1.0
2018-06-19,123.98,126.06,123.37,125.27,117.40887709584,337957,0.0,1.0
2018-06-18,123.19,125.34,123.01,125.21,117.352642301989,446962,0.0,1.0
2018-06-15,124.22,124.49,122.15,123.52,115.768695608511,584095,0.0,1.0
2018-06-14,125.44,125.44,124.19,125.07,117.221427783003,283043,0.0,1.0
2018-06-13,125.25,126.18,124.28,124.52,116.705942172699,274423,0.0,1.0
2018-06-12,125.9,127.02,124.91,125.1,117.249545179928,270947,0.0,1.0
2018-06-11,127.15,127.34,125.45,125.59,117.70879599638,264002,0.0,1.0
2018-06-08,128.59,129.43,125.96,127.36,119.367722414993,382823,0.0,1.0
2018-06-07,126.26,129.09,126.26,128.46,120.3986936356,309903,0.0,1.0
2018-06-06,125.0,125.84,124.02,125.16,117.30577997378,315783,0.0,1.0
2018-06-05,124.87,125.85,124.15,125.22,117.362014767631,420568,0.0,1.0
2018-06-04,125.42,125.78,123.16,125.42,117.549464080468,500617,0.0,1.0
2018-06-01,124.97,125.41,123.5,124.88,117.043350935807,323816,0.0,1.0
2018-05-31,125.46,125.86,123.61,124.18,116.387278340875,260819,0.0,1.0
2018-05-30,124.0,126.86,123.57,126.22,118.299261331819,271412,0.0,1.0
2018-05-29,120.44,123.63,120.23,122.78,115.075133151012,291448,0.0,1.0
2018-05-25,123.5,123.5,120.98,122.29,114.61588233456,329750,0.0,1.0
2018-05-24,125.59,126.96,124.88,125.91,118.008714896921,391362,0.0,1.0
2018-05-23,125.32,127.19,123.97,126.93,118.964706392392,475360,0.0,1.0
2018-05-22,129.4,129.4,126.25,127.03,119.058431048811,371551,0.0,1.0
2018-05-21,128.25,130.25,127.01,129.85,121.701466359822,252415,0.0,1.0
2018-05-18,128.87,129.25,127.31,127.31,119.320860086784,194183,0.0,1.0
2018-05-17,126.87,130.34,126.81,128.83,120.74547486435,245163,0.0,1.0
2018-05-16,124.46,126.61,123.99,126.27,118.346123660028,283570,0.0,1.0
2018-05-15,122.46,124.28,121.98,124.01,116.227946424963,141623,0.0,1.0
2018-05-14,123.51,124.17,122.82,123.01,115.290699860775,118267,0.0,1.0
2018-05-11,123.16,124.66,123.14,123.51,115.759323142869,265930,0.0,1.0
2018-05-10,123.69,123.69,120.83,122.68,114.981408494593,281279,0.0,1.0
2018-05-09,125.0,125.79,123.07,123.17,115.440659311045,467665,0.0,1.0
2018-05-08,122.11,123.94,120.32,123.88,116.106104371619,361943,0.0,1.0
2018-05-07,122.32,124.38,121.95,122.08,114.41906055608,881436,0.0,1.0
2018-05-04,119.82,121.78,118.76,121.43,113.809850289358,546067,0.0,1.0
2018-05-03,121.4,121.99,118.77,119.95,112.42272537436,392150,0.0,1.0
2018-05-02,121.74,124.12,121.21,121.76,114.11914165554,393743,0.0,1.0
2018-05-01,122.13,122.3,119.64,121.68,114.044161930405,359321,0.0,1.0
2018-04-30,121.67,123.67,121.67,122.45,114.76584178483,339990,0.0,1.0
2018-04-27,124.19,124.87,122.49,122.83,115.121995479221,379475,0.0,1.0
2018-04-26,117.65,125.88,117.65,124.36,116.555982722429,584018,0.55,1.0
2018-04-25,118.31,121.73,117.51,120.51,112.450256007365,379352,0.0,1.0
2018-04-24,123.05,123.99,117.82,118.2,110.294749481956,684589,0.0,1.0
2018-04-23,120.77,122.9,120.64,122.74,114.531112956136,583856,0.0,1.0
2018-04-20,121.34,122.01,120.0,121.5,113.374044518254,403429,0.0,1.0
2018-04-19,121.98,122.78,120.7,121.8,113.653980430645,518223,0.0,1.0
2018-04-18,118.5,122.31,118.5,121.94,113.784617189761,985159,0.0,1.0
2018-04-17,116.85,118.09,115.67,117.36,109.510928927262,236219,0.0,1.0
2018-04-16,116.57,118.77,114.8,116.76,108.95105710248,345456,0.0,1.0
2018-04-13,117.43,117.7,115.97,116.75,108.941725905401,197597,0.0,1.0
2018-04-12,116.5,117.75,115.54,117.07,109.240324211951,261415,0.0,1.0
2018-04-11,112.85,116.35,112.85,115.98,108.223223730264,444096,0.0,1.0
2018-04-10,107.5,113.28,107.5,113.07,105.507845380074,658929,0.0,1.0
2018-04-09,107.0,107.0,105.6,105.71,98.640084329421,202356,0.0,1.0
2018-04-06,108.68,109.53,104.52,106.16,99.0599881980071,631868,0.0,1.0
2018-04-05,107.57,111.11,107.12,109.58,102.251257599262,363897,0.0,1.0
2018-04-04,105.46,107.38,104.3,107.11,99.9464519205778,423239,0.0,1.0
2018-04-03,107.28,107.57,104.76,106.84,99.6945095994262,488756,0.0,1.0
2018-04-02,107.6,108.39,103.55,106.38,99.2652745337603,514096,0.0,1.0
2018-03-29,104.43,108.54,104.43,108.22,100.982214796424,425084,0.0,1.0
2018-03-28,104.92,105.4,103.62,103.97,97.0164560375546,361805,0.0,1.0
2018-03-27,106.39,108.24,104.62,105.14,98.1082060958786,329327,0.0,1.0
2018-03-26,106.28,106.51,103.31,105.92,98.8360394680945,242821,0.0,1.0
2018-03-23,106.36,107.9,104.94,105.17,98.1361996871177,244254,0.0,1.0
2018-03-22,108.35,108.89,105.5,105.64,98.5747659498632,365974,0.0,1.0
2018-03-21,105.75,110.66,105.17,109.45,102.129952037226,414176,0.0,1.0
2018-03-20,105.49,106.73,104.81,105.22,98.1828556725161,259131,0.0,1.0
2018-03-19,106.76,106.99,104.51,105.07,98.0428877163207,352344,0.0,1.0
2018-03-16,105.59,107.48,105.59,106.73,99.5918664315496,416031,0.0,1.0
2018-03-15,108.21,108.69,104.58,105.38,98.3321548257912,411713,0.0,1.0
2018-03-14,107.2,108.76,106.61,107.94,100.720941278192,333090,0.0,1.0
2018-03-13,107.61,108.6,106.22,106.79,99.6478536140277,418910,0.0,1.0
2018-03-12,107.01,107.99,106.31,107.11,99.9464519205778,416068,0.0,1.0
2018-03-09,107.45,107.97,106.12,107.07,99.9091271322591,772466,0.0,1.0
2018-03-08,109.09,109.44,105.38,106.51,99.3865800957963,692026,0.0,1.0
2018-03-07,107.77,109.4,107.2,108.79,101.514093029966,587334,0.0,1.0
2018-03-06,109.07,110.22,107.73,109.06,101.766035351118,455315,0.0,1.0
2018-03-05,104.43,109.34,104.08,108.42,101.168838738017,487236,0.0,1.0
2018-03-02,102.27,105.41,100.84,105.0,97.9775693367629,324963,0.0,1.0
2018-03-01,102.87,104.8,102.21,102.99,96.1019987237449,795800,0.0,1.0
2018-02-28,109.26,109.34,102.64,102.96,96.0740051325058,768720,0.0,1.0
2018-02-27,113.95,115.44,108.55,108.57,101.308806694213,715427,0.0,1.0
2018-02-26,109.93,111.02,108.71,110.11,102.745811044485,361506,0.0,1.0
2018-02-23,107.86,109.68,107.19,109.53,102.204601613863,372746,0.0,1.0
2018-02-22,105.64,108.345,105.26,107.33,100.151738256331,436392,0.0,1.0
2018-02-21,106.08,107.12,103.81,104.54,97.5483342710971,458191,0.0,1.0
2018-02-20,106.76,107.81,105.84,106.19,99.0879817892462,248417,0.0,1.0
2018-02-16,105.94,107.67,105.35,106.43,99.3119305191588,267300,0.0,1.0
2018-02-15,106.57,106.89,104.1,106.24,99.1346377746447,788576,0.0,1.0
2018-02-14,104.54,106.85,104.04,105.75,98.6774091177398,984270,0.0,1.0
2018-02-13,105.96,106.64,104.58,105.5,98.4441291907475,255039,0.0,1.0
2018-02-12,105.83,107.71,105.54,106.35,99.2372809425213,450496,0.0,1.0
2018-02-09,108.04,108.49,102.37,104.8,97.790945395169,682277,0.0,1.0
2018-02-08,111.04,111.92,106.86,106.99,99.8344775556215,387132,0.0,1.0
2018-02-07,113.43,115.08,110.0,110.7,103.296351672187,384364,0.0,1.0
2018-02-06,108.67,114.16,108.67,113.47,105.881093263262,536857,0.0,1.0
2018-02-05,112.25,114.59,110.02,110.8,103.389663642984,534929,0.0,1.0
2018-02-02,115.67,116.23,113.43,113.62,106.021061219457,497145,0.0,1.0
2018-02-01,110.15,118.39,109.93,116.93,109.109687452835,637873,0.0,1.0
2018-01-31,116.36,116.36,113.03,114.3,106.655582620876,746117,0.0,1.0
2018-01-30,116.0,116.55,112.93,116.04,108.279210912743,491935,0.0,1.0
2018-01-29,117.61,119.4,116.17,116.5,108.708445978408,309615,0.0,1.0
2018-01-26,119.54,120.08,118.01,118.55,110.621341379745,238911,0.0,1.0
2018-01-25,121.39,121.39,118.43,119.1,111.134557219128,458974,0.55,1.0
2018-01-24,120.38,121.38,118.84,120.94,112.332748433609,433221,0.0,1.0
2018-01-23,120.0,120.7,118.44,120.3,111.738296978363,285438,0.0,1.0
2018-01-22,115.17,119.55,115.17,119.27,110.781601667576,307155,0.0,1.0
2018-01-19,114.55,116.84,114.15,116.0,107.744326263426,318477,0.0,1.0
2018-01-18,117.17,117.67,115.24,115.3,107.09414498425,241459,0.0,1.0
2018-01-17,118.12,119.49,116.81,117.45,109.091130341718,437349,0.0,1.0
2018-01-16,119.18,119.64,117.09,117.8,109.416220981306,515375,0.0,1.0
2018-01-12,119.15,119.89,117.92,119.1,110.623700499776,318286,0.0,1.0
2018-01-11,115.05,119.63,114.01,118.99,110.521529155905,336259,0.0,1.0
2018-01-10,118.08,119.02,116.28,116.3,108.022975383072,412522,0.0,1.0
2018-01-09,117.22,118.64,115.08,117.76,109.379067765353,553044,0.0,1.0
2018-01-08,115.45,118.86,114.8,118.53,110.094267172447,506156,0.0,1.0
2018-01-05,115.44,117.1,114.17,115.91,107.660731527532,466673,0.0,1.0
2018-01-04,113.92,116.31,113.0,115.27,107.066280072285,413522,0.0,1.0
2018-01-03,112.45,114.62,111.26,113.09,105.041429802852,464491,0.0,1.0
2018-01-02,109.86,112.6,109.56,111.99,104.019716364147,426753,0.0,1.0
2017-12-29,108.8,110.47,107.85,109.55,101.75337019102,390061,0.0,1.0
2017-12-28,109.1,109.35,108.42,108.55,100.824539792197,189215,0.0,1.0
2017-12-27,108.27,109.46,108.12,109.07,101.307531599585,236100,0.0,1.0
2017-12-26,107.45,109.26,106.93,108.58,100.852404704162,317412,0.0,1.0
2017-12-22,107.4,108.31,106.3,106.88,99.2733930261632,315386,0.0,1.0
2017-12-21,103.17,108.07,103.17,107.84,100.165070209033,581078,0.0,1.0
2017-12-20,100.54,103.92,100.18,103.59,96.2175410140367,420134,0.0,1.0
2017-12-19,99.03,100.81,98.65,100.12,92.9944995301222,343933,0.0,1.0
2017-12-18,98.55,100.12,98.29,99.05,92.0006510033819,445116,0.0,1.0
2017-12-15,100.06,100.92,97.91,98.09,91.1089738205122,745647,0.0,1.0
2017-12-14,101.04,101.81,99.81,99.86,92.7530036264283,428105,0.0,1.0
2017-12-13,101.96,102.85,101.21,101.35,94.136960920674,345005,0.0,1.0
2017-12-12,102.35,103.01,101.97,101.97,94.712835767944,337706,0.0,1.0
2017-12-11,100.98,102.49,100.85,101.74,94.4992047762148,314090,0.0,1.0
2017-12-08,100.22,101.46,99.66,101.0,93.8118702810861,418404,0.0,1.0
2017-12-07,99.14,99.48,97.76,99.29,92.2235702990994,508323,0.0,1.0
2017-12-06,101.7,102.7,98.33,98.65,91.6291188438529,616944,0.0,1.0
2017-12-05,104.87,105.4,101.315,102.37,95.0843679274731,1032459,0.0,1.0
2017-12-04,104.64,106.865,104.3,104.5,97.0627766769653,632325,0.0,1.0
2017-12-01,101.54,106.47,101.0,105.04,97.5643450923295,1001451,0.0,1.0
2017-11-30,99.69,102.04,99.56,100.75,93.5796626813804,3288529,0.0,1.0
2017-11-29,100.25,101.03,99.09,99.59,92.5022194187462,811560,0.0,1.0
2017-11-28,101.31,101.58,99.38,100.46,93.3103018657218,595224,0.0,1.0
2017-11-27,101.04,101.86,100.37,101.64,94.4063217363326,856336,0.0,1.0
2017-11-24,101.16,101.91,100.53,101.57,94.341303608415,278353,0.0,1.0
2017-11-22,100.68,101.715,100.4,101.05,93.8583118010272,576660,0.0,1.0
2017-11-21,100.2,100.75,99.41,100.0,92.8830398822634,823711,0.0,1.0
2017-11-20,100.27,100.81,99.84,100.29,93.152400697922,585741,0.0,1.0
2017-11-17,100.0,101.06,99.46,100.51,93.356743385663,450089,0.0,1.0
2017-11-16,99.75,100.47,98.5,100.03,92.9109047942281,341207,0.0,1.0
2017-11-15,100.63,100.63,98.85,99.45,92.372183162911,692258,0.0,1.0
2017-11-14,103.55,104.58,101.24,101.34,94.1276726166858,558534,0.0,1.0
2017-11-13,104.86,105.65,103.9,104.3,96.8770105972008,512030,0.0,1.0
2017-11-10,105.06,105.735,104.13,105.4,97.8987240359057,518466,0.0,1.0
2017-11-09,103.87,105.08,103.64,105.0,97.5271918763766,416759,0.0,1.0
2017-11-08,104.52,105.6179,104.09,104.42,96.9884702450595,405423,0.0,1.0
2017-11-07,105.0,105.49,103.65,105.26,97.7686877800705,476500,0.0,1.0
2017-11-06,101.85,105.64,101.85,105.28,97.7872643880469,579891,0.0,1.0
2017-11-03,101.05,102.45,100.465,102.2,94.9264667596732,390724,0.0,1.0
2017-11-02,100.81,101.94,100.34,101.2,93.9976363608506,526001,0.0,1.0
2017-11-01,100.27,101.67,99.6,100.92,93.7375638491803,704972,0.0,1.0
2017-10-31,97.5,100.28,97.5,99.9,92.7901568423812,1090430,0.0,1.0
2017-10-30,95.52,97.66,94.88,97.65,90.7002884450303,1194901,0.0,1.0
2017-10-27,92.87,95.19,91.76,95.12,88.350347536009,813544,0.0,1.0
2017-10-26,94.17,94.67,92.7,93.05,86.4276686104461,482410,0.0,1.0
2017-10-25,94.64,96.36,93.82,94.24,87.5329767850451,915997,0.0,1.0
2017-10-24,90.5,94.97,89.77,93.82,87.1428680175396,1188043,0.0,1.0
2017-10-23,89.7,89.7,87.66,87.75,81.5048674966862,707267,0.0,1.0
2017-10-20,89.59,90.14,88.37,89.49,83.1210323906376,510381,0.0,1.0
2017-10-19,90.18,90.85,88.53,89.31,82.9538429188495,551046,0.55,1.0
2017-10-18,94.24,94.53,90.95,91.08,84.080080269851,880889,0.0,1.0
2017-10-17,94.03,94.74,93.75,94.25,87.0064510917156,272990,0.0,1.0
2017-10-16,95.31,95.55,93.6,94.01,86.784896202994,760094,0.0,1.0
2017-10-13,95.37,95.94,94.91,94.99,87.6895786652739,357474,0.0,1.0
2017-10-12,95.98,96.03,94.75,94.84,87.5511068598229,311686,0.0,1.0
2017-10-11,96.09,96.9,95.05,96.57,89.1481483493578,197785,0.0,1.0
2017-10-10,96.73,97.485,95.93,96.05,88.6681127571277,340791,0.0,1.0
2017-10-09,94.22,96.0,94.22,95.82,88.4557893221028,363218,0.0,1.0
2017-10-06,95.1,96.06,93.73,94.26,87.0156825454123,509425,0.0,1.0
2017-10-05,96.96,96.96,95.65,95.99,88.6127240349473,487959,0.0,1.0
2017-10-04,97.48,97.95,95.92,96.05,88.6681127571277,405645,0.0,1.0
2017-10-03,98.53,98.8,97.23,97.53,90.0343679042443,282812,0.0,1.0
2017-10-02,97.88,98.8,97.27,98.69,91.1052165330654,304294,0.0,1.0
2017-09-29,98.51,98.8,97.32,98.7,91.1144479867621,281631,0.0,1.0
2017-09-28,98.5,98.5,97.09,98.22,90.6713382093189,347161,0.0,1.0
2017-09-27,98.25,98.25,96.35,97.1,89.6374153952847,385891,0.0,1.0
2017-09-26,98.72,99.36,97.52,97.76,90.2466913392691,377441,0.0,1.0
2017-09-25,98.36,99.54,97.76,99.04,91.4283174124511,564856,0.0,1.0
2017-09-22,96.23,97.64,96.08,97.51,90.0159049968508,559534,0.0,1.0
2017-09-21,97.86,97.86,96.06,96.59,89.1666112567513,642628,0.0,1.0
2017-09-20,99.19,99.87,98.13,98.38,90.8190414684666,490345,0.0,1.0
2017-09-19,98.37,98.74,97.0394,98.58,91.0036705424013,433387,0.0,1.0
