,CRZO_Open,CRZO_High,CRZO_Low,CRZO_Close,CRZO_Adj Close,CRZO_Volume,CRZO_Dividend Amount,CRZO_Split Coefficient
2015-06-16,52.13,53.22,52.13,52.94,52.94,611143,0.0,1.0
2015-06-15,51.21,52.81,51.1701,52.31,52.31,764072,0.0,1.0
2015-06-12,52.19,52.56,51.65,52.08,52.08,720708,0.0,1.0
2015-06-11,53.01,53.36,52.21,52.45,52.45,621165,0.0,1.0
2015-06-10,52.25,53.3748,51.92,52.99,52.99,1104962,0.0,1.0
2015-06-09,51.61,52.2,51.33,51.46,51.46,889367,0.0,1.0
2015-06-08,51.85,52.345,50.07,50.82,50.82,681174,0.0,1.0
2015-06-05,49.11,52.41,49.11,52.0,52.0,920445,0.0,1.0
2015-06-04,50.0,50.33,49.45,49.59,49.59,862495,0.0,1.0
2015-06-03,50.57,51.24,50.13,50.45,50.45,1144411,0.0,1.0
2015-06-02,49.82,51.19,49.605,50.78,50.78,547896,0.0,1.0
2015-06-01,50.53,50.625,49.6,50.04,50.04,765946,0.0,1.0
2015-05-29,49.67,50.6599,49.36,50.16,50.16,711020,0.0,1.0
2015-05-28,49.74,49.96,48.63,49.51,49.51,772973,0.0,1.0
2015-05-27,49.39,50.5,49.05,50.15,50.15,686354,0.0,1.0
2015-05-26,50.29,50.65,49.5,49.95,49.95,571146,0.0,1.0
2015-05-22,50.91,51.67,50.11,50.69,50.69,541449,0.0,1.0
2015-05-21,50.17,51.57,49.8,51.42,51.42,901018,0.0,1.0
2015-05-20,50.42,50.54,48.87,49.88,49.88,1131757,0.0,1.0
2015-05-19,52.32,52.32,50.05,50.35,50.35,923498,0.0,1.0
2015-05-18,51.86,52.5,50.82,52.45,52.45,848154,0.0,1.0
2015-05-15,51.35,52.6,50.16,52.25,52.25,754130,0.0,1.0
2015-05-14,52.73,53.025,51.53,51.83,51.83,797511,0.0,1.0
2015-05-13,54.03,54.49,52.29,52.49,52.49,807597,0.0,1.0
2015-05-12,51.83,54.14,51.72,53.88,53.88,966146,0.0,1.0
2015-05-11,52.42,52.87,50.71,51.94,51.94,965045,0.0,1.0
2015-05-08,51.45,52.19,50.04,51.81,51.81,885836,0.0,1.0
2015-05-07,53.1,53.4,50.16,50.79,50.79,1556174,0.0,1.0
2015-05-06,54.18,55.5,52.091,52.58,52.58,857631,0.0,1.0
2015-05-05,55.67,56.26,53.55,53.97,53.97,1673517,0.0,1.0
2015-05-04,55.43,56.19,54.02,55.12,55.12,1022112,0.0,1.0
2015-05-01,55.4,56.2,54.94,55.33,55.33,837640,0.0,1.0
2015-04-30,56.48,56.77,54.91,55.73,55.73,840866,0.0,1.0
2015-04-29,53.52,56.705,53.51,56.41,56.41,1038522,0.0,1.0
2015-04-28,53.07,54.09,53.07,53.925,53.925,603021,0.0,1.0
2015-04-27,53.47,54.23,52.61,53.0,53.0,922645,0.0,1.0
2015-04-24,54.24,54.4,52.77,53.43,53.43,1090291,0.0,1.0
2015-04-23,52.68,54.794,52.68,54.035,54.035,813784,0.0,1.0
2015-04-22,52.93,53.74,51.81,52.72,52.72,539193,0.0,1.0
2015-04-21,54.93,55.52,52.3001,52.405,52.405,958250,0.0,1.0
2015-04-20,53.15,54.83,53.04,54.44,54.44,729167,0.0,1.0
2015-04-17,53.92,54.63,52.65,53.73,53.73,998427,0.0,1.0
2015-04-16,54.92,56.09,54.21,54.27,54.27,1075447,0.0,1.0
2015-04-15,53.99,55.96,53.44,55.68,55.68,1070885,0.0,1.0
2015-04-14,51.62,53.95,51.55,53.45,53.45,738958,0.0,1.0
2015-04-13,51.95,52.41,50.56,51.27,51.27,587612,0.0,1.0
2015-04-10,51.69,52.01,51.08,51.61,51.61,616543,0.0,1.0
2015-04-09,50.42,52.0,50.42,51.41,51.41,724512,0.0,1.0
2015-04-08,51.74,52.32,50.0,50.39,50.39,1163340,0.0,1.0
2015-04-07,52.0,53.1,51.296,51.57,51.57,1055433,0.0,1.0
2015-04-06,50.44,52.185,50.1,52.06,52.06,1004060,0.0,1.0
2015-04-02,49.68,50.8299,49.13,50.05,50.05,1001182,0.0,1.0
2015-04-01,49.75,51.4,49.69,50.2,50.2,1287181,0.0,1.0
2015-03-31,49.5,50.44,48.89,49.65,49.65,1279967,0.0,1.0
2015-03-30,50.99,51.46,48.76,49.84,49.84,1132960,0.0,1.0
2015-03-27,49.36,50.43,48.76,50.17,50.17,1530597,0.0,1.0
2015-03-26,49.43,50.91,49.13,50.16,50.16,1170706,0.0,1.0
2015-03-25,47.77,48.9,47.35,48.38,48.38,1087005,0.0,1.0
2015-03-24,45.99,47.65,45.731,47.4,47.4,1197820,0.0,1.0
2015-03-23,47.84,48.44,45.81,45.86,45.86,1245487,0.0,1.0
2015-03-20,46.99,48.45,46.6,47.86,47.86,1892357,0.0,1.0
2015-03-19,45.99,47.14,45.53,46.49,46.49,1302590,0.0,1.0
2015-03-18,44.97,47.375,44.51,46.89,46.89,3194281,0.0,1.0
2015-03-17,45.65,45.87,44.73,45.31,45.31,4513602,0.0,1.0
2015-03-16,46.75,47.42,45.81,47.36,47.36,894308,0.0,1.0
2015-03-13,47.28,47.49,45.65,47.12,47.12,1238984,0.0,1.0
2015-03-12,47.8,48.69,47.09,47.48,47.48,970737,0.0,1.0
2015-03-11,46.53,47.59,45.92,47.36,47.36,936253,0.0,1.0
2015-03-10,46.38,47.5,46.07,46.43,46.43,863739,0.0,1.0
2015-03-09,46.87,48.03,46.12,47.19,47.19,1476494,0.0,1.0
2015-03-06,47.77,48.32,46.564,46.63,46.63,1065409,0.0,1.0
2015-03-05,49.42,49.53,47.99,48.28,48.28,987735,0.0,1.0
2015-03-04,47.94,49.1,46.8,48.86,48.86,1144071,0.0,1.0
2015-03-03,48.25,49.07,47.67,47.75,47.75,1121425,0.0,1.0
2015-03-02,47.22,48.34,46.565,48.25,48.25,1011757,0.0,1.0
2015-02-27,49.33,49.61,47.44,47.59,47.59,1059321,0.0,1.0
2015-02-26,51.26,51.48,48.71,48.995,48.995,1118939,0.0,1.0
2015-02-25,50.7,51.71,50.1,51.545,51.545,1055865,0.0,1.0
2015-02-24,50.63,51.98,49.54,50.79,50.79,1217994,0.0,1.0
2015-02-23,50.85,51.35,49.8,50.63,50.63,1464008,0.0,1.0
2015-02-20,52.68,53.12,51.49,52.26,52.26,936580,0.0,1.0
2015-02-19,50.74,53.25,50.0,52.45,52.45,1237613,0.0,1.0
2015-02-18,52.26,53.6508,51.74,52.05,52.05,898240,0.0,1.0
2015-02-17,52.47,53.56,50.83,53.37,53.37,864688,0.0,1.0
2015-02-13,53.0,53.25,51.94,52.6,52.6,1154146,0.0,1.0
2015-02-12,50.3,51.88,50.19,51.43,51.43,928469,0.0,1.0
2015-02-11,47.86,49.765,46.166,49.16,49.16,1139110,0.0,1.0
2015-02-10,51.97,51.97,48.67,49.57,49.57,1180165,0.0,1.0
2015-02-09,50.87,52.1,50.87,51.38,51.38,1560606,0.0,1.0
2015-02-06,50.54,51.64,49.94,50.97,50.97,1712113,0.0,1.0
2015-02-05,48.97,50.77,48.02,49.955,49.955,1348176,0.0,1.0
2015-02-04,47.26,49.35,46.46,48.05,48.05,1441475,0.0,1.0
2015-02-03,49.49,50.9,47.8,48.35,48.35,2060885,0.0,1.0
2015-02-02,46.46,48.58,45.51,48.36,48.36,1424388,0.0,1.0
2015-01-30,41.77,46.61,41.06,45.1,45.1,1741712,0.0,1.0
2015-01-29,42.16,42.6,40.05,42.28,42.28,1151652,0.0,1.0
2015-01-28,44.57,44.595,41.442,41.59,41.59,1485412,0.0,1.0
2015-01-27,43.08,46.06,41.09,44.73,44.73,2647056,0.0,1.0
2015-01-26,42.1,43.76,41.17,42.995,42.995,1183231,0.0,1.0
2015-01-23,43.6,44.41,41.59,42.16,42.16,1765739,0.0,1.0
2015-01-22,44.31,44.761,42.82,44.13,44.13,1137082,0.0,1.0
2015-01-21,43.46,45.22,43.41,43.9,43.9,1098907,0.0,1.0
2015-01-20,44.32,44.32,42.5,43.24,43.24,1293997,0.0,1.0
2015-01-16,41.26,44.29,41.26,44.22,44.22,1139828,0.0,1.0
2015-01-15,42.96,43.85,40.95,40.99,40.99,1257149,0.0,1.0
2015-01-14,40.15,42.62,39.955,42.18,42.18,1321622,0.0,1.0
2015-01-13,40.51,41.03,39.81,40.83,40.83,1436796,0.0,1.0
2015-01-12,41.4,41.684,39.49,40.44,40.44,1291811,0.0,1.0
2015-01-09,42.13,42.856,40.92,42.19,42.19,1097203,0.0,1.0
2015-01-08,40.25,42.46,39.75,41.95,41.95,1399222,0.0,1.0
2015-01-07,39.8,41.41,38.91,39.75,39.75,1081202,0.0,1.0
2015-01-06,40.05,40.7099,38.44,39.37,39.37,1208008,0.0,1.0
2015-01-05,40.73,40.95,39.44,40.18,40.18,1435872,0.0,1.0
2015-01-02,41.33,42.34,40.37,41.78,41.78,864390,0.0,1.0
2014-12-31,40.94,42.79,40.13,41.6,41.6,1119205,0.0,1.0
2014-12-30,41.18,42.18,40.2901,41.46,41.46,769231,0.0,1.0
2014-12-29,41.52,42.88,40.65,41.62,41.62,917415,0.0,1.0
2014-12-26,42.51,43.05,40.55,41.44,41.44,883452,0.0,1.0
2014-12-24,41.81,42.28,40.03,42.05,42.05,580846,0.0,1.0
2014-12-23,41.26,42.5,40.1701,42.065,42.065,1191903,0.0,1.0
2014-12-22,39.91,40.84,38.71,40.21,40.21,1553460,0.0,1.0
2014-12-19,38.61,40.4,37.59,40.265,40.265,1822262,0.0,1.0
2014-12-18,40.51,40.94,36.8,38.465,38.465,2083871,0.0,1.0
2014-12-17,33.78,38.18,33.753,37.64,37.64,1994122,0.0,1.0
2014-12-16,32.0,35.74,31.7,33.56,33.56,1425755,0.0,1.0
2014-12-15,33.59,34.5,32.171,32.48,32.48,1103848,0.0,1.0
2014-12-12,32.95,35.15,32.37,33.29,33.29,1234794,0.0,1.0
2014-12-11,33.35,35.5,33.19,33.63,33.63,1476720,0.0,1.0
2014-12-10,34.79,36.65,33.12,33.35,33.35,2528992,0.0,1.0
2014-12-09,32.25,35.51,32.14,35.43,35.43,1658595,0.0,1.0
2014-12-08,34.46,34.84,32.61,32.86,32.86,1572600,0.0,1.0
2014-12-05,35.67,36.81,34.4,35.23,35.23,1367190,0.0,1.0
2014-12-04,37.36,38.75,35.76,35.92,35.92,1292285,0.0,1.0
2014-12-03,36.22,39.015,36.03,37.86,37.86,1415638,0.0,1.0
2014-12-02,36.85,38.26,35.9,36.01,36.01,1509695,0.0,1.0
2014-12-01,39.23,39.46,35.2001,37.42,37.42,3271108,0.0,1.0
2014-11-28,46.79,46.79,39.32,39.46,39.46,1512285,0.0,1.0
2014-11-26,50.95,50.95,49.32,49.54,49.54,627597,0.0,1.0
2014-11-25,53.57,53.69,50.38,51.04,51.04,1382385,0.0,1.0
2014-11-24,53.44,53.86,52.2,53.22,53.22,1414051,0.0,1.0
2014-11-21,53.19,54.65,52.84,53.66,53.66,1177566,0.0,1.0
2014-11-20,50.05,52.5,50.05,52.17,52.17,836939,0.0,1.0
2014-11-19,50.78,50.815,49.09,50.02,50.02,870147,0.0,1.0
2014-11-18,49.61,50.97,48.93,50.63,50.63,743100,0.0,1.0
2014-11-17,50.87,51.0299,49.045,49.86,49.86,946278,0.0,1.0
2014-11-14,49.75,51.92,49.45,51.59,51.59,764470,0.0,1.0
2014-11-13,50.53,51.03,48.33,49.78,49.78,1142901,0.0,1.0
2014-11-12,51.62,52.42,50.6,50.86,50.86,830266,0.0,1.0
2014-11-11,50.67,53.81,50.0725,51.72,51.72,954759,0.0,1.0
2014-11-10,53.77,54.92,50.38,50.72,50.72,1361760,0.0,1.0
2014-11-07,50.0,53.98,50.0,53.38,53.38,1396728,0.0,1.0
2014-11-06,49.85,50.0,46.29,49.84,49.84,1363873,0.0,1.0
2014-11-05,47.32,48.84,46.96,48.26,48.26,1078013,0.0,1.0
2014-11-04,49.28,49.65,46.65,46.82,46.82,1422942,0.0,1.0
2014-11-03,52.12,53.85,50.08,50.81,50.81,1436635,0.0,1.0
2014-10-31,50.45,52.02,47.86,51.94,51.94,1029099,0.0,1.0
2014-10-30,50.33,51.36,48.72,49.7,49.7,752021,0.0,1.0
2014-10-29,50.55,52.42,50.205,50.85,50.85,1048752,0.0,1.0
2014-10-28,46.93,50.21,45.91,49.87,49.87,994526,0.0,1.0
2014-10-27,47.15,47.15,44.42,46.51,46.51,1428840,0.0,1.0
2014-10-24,48.32,48.52,47.22,48.3,48.3,807820,0.0,1.0
2014-10-23,47.91,49.47,47.28,48.53,48.53,736128,0.0,1.0
2014-10-22,49.48,50.818,46.87,46.98,46.98,1108049,0.0,1.0
2014-10-21,47.77,49.21,47.77,49.15,49.15,915938,0.0,1.0
2014-10-20,45.22,47.47,44.96,47.3,47.3,1053654,0.0,1.0
2014-10-17,46.08,48.14,44.68,45.41,45.41,1946676,0.0,1.0
2014-10-16,42.3,45.82,41.99,45.025,45.025,2495373,0.0,1.0
2014-10-15,40.45,43.88,39.24,43.84,43.84,2069775,0.0,1.0
2014-10-14,43.36,43.82,40.98,41.12,41.12,1997481,0.0,1.0
2014-10-13,46.37,47.2,42.73,42.94,42.94,1490129,0.0,1.0
2014-10-10,46.34,47.86,45.07,46.71,46.71,2197820,0.0,1.0
2014-10-09,48.09,48.64,46.61,46.8,46.8,1823979,0.0,1.0
2014-10-08,47.01,48.57,45.23,48.51,48.51,1631345,0.0,1.0
2014-10-07,48.6,49.19,47.37,47.38,47.38,850602,0.0,1.0
2014-10-06,49.05,49.45,47.93,48.93,48.93,1154444,0.0,1.0
2014-10-03,51.44,51.5,48.73,48.92,48.92,1431944,0.0,1.0
2014-10-02,51.62,51.77,49.01,51.24,51.24,1629347,0.0,1.0
2014-10-01,53.95,54.47,51.22,52.1,52.1,1904262,0.0,1.0
2014-09-30,55.94,56.15,53.05,53.82,53.82,1103290,0.0,1.0
2014-09-29,54.19,55.69,54.105,55.66,55.66,734432,0.0,1.0
2014-09-26,54.28,55.56,54.08,54.99,54.99,594441,0.0,1.0
2014-09-25,55.34,55.55,53.56,54.32,54.32,881928,0.0,1.0
2014-09-24,55.04,55.61,53.35,55.2,55.2,1326442,0.0,1.0
2014-09-23,55.0,56.42,54.36,54.88,54.88,949500,0.0,1.0
2014-09-22,56.42,56.43,53.95,54.98,54.98,1332600,0.0,1.0
2014-09-19,58.03,58.7,56.1501,56.63,56.63,1425700,0.0,1.0
2014-09-18,58.85,59.12,57.33,57.7,57.7,682300,0.0,1.0
2014-09-17,59.31,59.8,58.46,58.79,58.79,711700,0.0,1.0
2014-09-16,57.48,59.9,57.48,59.01,59.01,675300,0.0,1.0
2014-09-15,56.86,57.821,56.31,57.37,57.37,609300,0.0,1.0
2014-09-12,57.85,57.9,56.61,57.17,57.17,883000,0.0,1.0
2014-09-11,56.0,58.32,55.5,58.25,58.25,1016400,0.0,1.0
2014-09-10,55.35,57.57,54.2201,56.63,56.63,1240200,0.0,1.0
2014-09-09,56.15,56.81,55.01,55.54,55.54,889600,0.0,1.0
2014-09-08,58.32,58.32,55.25,55.99,55.99,1478100,0.0,1.0
2014-09-05,57.99,59.07,57.14,58.83,58.83,857500,0.0,1.0
2014-09-04,60.96,61.23,57.91,58.15,58.15,556400,0.0,1.0
2014-09-03,61.64,62.44,60.76,60.83,60.83,615600,0.0,1.0
2014-09-02,62.31,62.725,60.84,61.14,61.14,955800,0.0,1.0
2014-08-29,61.18,62.88,60.74,62.72,62.72,920600,0.0,1.0
2014-08-28,60.17,61.25,59.59,60.8,60.8,714700,0.0,1.0
2014-08-27,60.43,60.6,59.15,60.14,60.14,653900,0.0,1.0
2014-08-26,59.84,60.75,59.462,60.14,60.14,825700,0.0,1.0
2014-08-25,58.6,59.8,57.74,59.45,59.45,752900,0.0,1.0
2014-08-22,58.76,58.89,57.82,58.32,58.32,410500,0.0,1.0
2014-08-21,58.26,59.23,57.65,59.01,59.01,708700,0.0,1.0
2014-08-20,58.24,59.21,57.452,58.4,58.4,714700,0.0,1.0
2014-08-19,58.54,59.44,58.25,58.69,58.69,827700,0.0,1.0
2014-08-18,57.48,58.02,56.49,57.99,57.99,858500,0.0,1.0
2014-08-15,56.87,57.55,56.06,57.3,57.3,1033100,0.0,1.0
2014-08-14,58.72,59.02,56.11,56.38,56.38,1440600,0.0,1.0
2014-08-13,59.37,60.2199,58.42,58.98,58.98,753500,0.0,1.0
2014-08-12,60.41,60.69,58.5,59.17,59.17,833200,0.0,1.0
2014-08-11,61.0,62.12,60.2,60.38,60.38,883000,0.0,1.0
2014-08-08,59.45,60.63,58.77,60.5,60.5,1021300,0.0,1.0
2014-08-07,59.46,60.0855,58.5,59.0,59.0,1017400,0.0,1.0
2014-08-06,59.03,61.03,58.5,59.41,59.41,1192600,0.0,1.0
2014-08-05,63.47,64.49,58.52,59.94,59.94,2330000,0.0,1.0
2014-08-04,61.51,63.88,60.87,63.49,63.49,1425400,0.0,1.0
2014-08-01,61.16,61.64,59.305,60.87,60.87,1174300,0.0,1.0
2014-07-31,63.55,63.896,60.95,61.41,61.41,1211100,0.0,1.0
2014-07-30,65.79,65.9299,63.62,63.96,63.96,742800,0.0,1.0
2014-07-29,64.37,65.86,64.23,65.09,65.09,602100,0.0,1.0
2014-07-28,66.18,66.265,64.16,64.31,64.31,664300,0.0,1.0
2014-07-25,66.83,66.94,66.15,66.35,66.35,401100,0.0,1.0
2014-07-24,67.47,67.99,66.12,67.34,67.34,580700,0.0,1.0
2014-07-23,67.46,67.6699,66.41,67.2,67.2,592900,0.0,1.0
2014-07-22,66.48,67.545,66.48,67.28,67.28,542100,0.0,1.0
2014-07-21,65.85,66.97,65.13,66.31,66.31,677400,0.0,1.0
2014-07-18,65.25,66.415,65.17,66.12,66.12,724300,0.0,1.0
2014-07-17,66.23,68.09,65.02,65.22,65.22,790400,0.0,1.0
2014-07-16,64.66,66.62,64.41,66.44,66.44,868100,0.0,1.0
2014-07-15,66.09,66.75,63.18,64.11,64.11,1048800,0.0,1.0
2014-07-14,66.3,67.16,65.62,66.64,66.64,568300,0.0,1.0
2014-07-11,67.27,67.27,65.2,65.58,65.58,684600,0.0,1.0
2014-07-10,66.72,67.99,66.0,67.69,67.69,608100,0.0,1.0
2014-07-09,67.22,68.3,66.78,68.24,68.24,547400,0.0,1.0
2014-07-08,67.17,67.97,66.44,67.25,67.25,851200,0.0,1.0
2014-07-07,68.75,69.35,66.585,67.2,67.2,1001300,0.0,1.0
2014-07-03,69.65,69.6501,68.65,69.28,69.28,252300,0.0,1.0
2014-07-02,69.63,70.49,68.61,69.4,69.4,609600,0.0,1.0
2014-07-01,70.0,70.46,68.68,69.29,69.29,848300,0.0,1.0
2014-06-30,68.1,69.39,67.37,69.26,69.26,866700,0.0,1.0
2014-06-27,66.76,68.11,65.96,67.88,67.88,1016400,0.0,1.0
2014-06-26,67.53,67.53,65.75,67.14,67.14,393300,0.0,1.0
2014-06-25,65.27,67.73,65.25,67.28,67.28,1010400,0.0,1.0
2014-06-24,68.21,68.48,65.57,65.64,65.64,922100,0.0,1.0
2014-06-23,68.48,69.15,67.28,67.9,67.9,863000,0.0,1.0
2014-06-20,67.5,68.52,66.68,68.25,68.25,1148300,0.0,1.0
2014-06-19,67.52,67.72,66.47,67.3,67.3,508900,0.0,1.0
2014-06-18,65.83,67.1,64.66,66.78,66.78,1034100,0.0,1.0
2014-06-17,63.94,65.85,63.43,64.26,64.26,1033300,0.0,1.0
2014-06-16,64.11,64.69,63.35,64.15,64.15,422000,0.0,1.0
2014-06-13,63.07,64.13,61.95,64.07,64.07,650900,0.0,1.0
2014-06-12,63.1,65.33,62.4,63.33,63.33,821600,0.0,1.0
2014-06-11,61.04,63.37,61.04,62.88,62.88,957100,0.0,1.0
2014-06-10,61.84,61.89,60.52,61.41,61.41,706800,0.0,1.0
2014-06-09,62.0,62.195,60.75,61.41,61.41,691400,0.0,1.0
2014-06-06,61.8,62.63,61.52,61.75,61.75,578600,0.0,1.0
2014-06-05,61.53,62.61,60.54,61.67,61.67,840300,0.0,1.0
2014-06-04,60.25,61.75,59.5,61.59,61.59,1165400,0.0,1.0
2014-06-03,57.5,60.5,57.5,60.38,60.38,1646500,0.0,1.0
2014-06-02,57.74,58.22,56.56,57.44,57.44,745200,0.0,1.0
2014-05-30,58.52,58.54,57.055,57.46,57.46,972900,0.0,1.0
2014-05-29,58.26,58.69,56.6,58.59,58.59,701600,0.0,1.0
2014-05-28,57.9,58.4,56.91,57.88,57.88,661500,0.0,1.0
2014-05-27,57.95,57.98,56.92,57.9,57.9,575000,0.0,1.0
2014-05-23,58.4,58.75,57.2,57.48,57.48,650300,0.0,1.0
2014-05-22,57.97,59.1,57.67,58.22,58.22,1301100,0.0,1.0
2014-05-21,56.53,58.14,56.15,57.55,57.55,992000,0.0,1.0
2014-05-20,56.7,56.93,55.27,56.11,56.11,829400,0.0,1.0
2014-05-19,55.35,57.4688,55.01,56.41,56.41,810300,0.0,1.0
2014-05-16,54.98,55.45,53.9,55.44,55.44,630500,0.0,1.0
2014-05-15,55.91,55.94,53.76,55.16,55.16,968600,0.0,1.0
2014-05-14,56.55,57.26,55.72,56.09,56.09,707300,0.0,1.0
2014-05-13,55.56,56.68,55.18,56.43,56.43,751400,0.0,1.0
2014-05-12,55.07,55.83,54.48,55.49,55.49,763200,0.0,1.0
2014-05-09,55.78,56.17,54.71,54.99,54.99,765600,0.0,1.0
2014-05-08,57.31,58.0,55.5801,55.68,55.68,1025700,0.0,1.0
2014-05-07,57.56,58.78,55.98,57.53,57.53,1255700,0.0,1.0
2014-05-06,57.0,58.42,56.33,56.92,56.92,1613200,0.0,1.0
2014-05-05,54.53,56.85,54.23,55.73,55.73,1466100,0.0,1.0
2014-05-02,54.08,56.196,53.71,55.0,55.0,970500,0.0,1.0
2014-05-01,54.91,54.91,53.145,53.67,53.67,874900,0.0,1.0
2014-04-30,53.76,55.07,52.65,55.02,55.02,1013800,0.0,1.0
2014-04-29,53.82,55.4299,53.3301,54.13,54.13,1067900,0.0,1.0
2014-04-28,53.54,54.29,52.22,53.28,53.28,1063600,0.0,1.0
2014-04-25,54.88,54.9453,52.56,53.12,53.12,969100,0.0,1.0
2014-04-24,55.2,55.99,54.31,55.26,55.26,678700,0.0,1.0
2014-04-23,54.0,55.42,53.56,54.78,54.78,683800,0.0,1.0
2014-04-22,53.93,55.11,53.66,53.9,53.9,674500,0.0,1.0
2014-04-21,54.0,54.61,53.21,54.11,54.11,613900,0.0,1.0
2014-04-17,53.55,54.79,53.48,54.18,54.18,1277200,0.0,1.0
2014-04-16,53.5,53.88,52.49,53.57,53.57,842100,0.0,1.0
2014-04-15,51.69,53.37,51.16,53.0,53.0,1124400,0.0,1.0
2014-04-14,51.28,52.88,50.7,51.82,51.82,838700,0.0,1.0
2014-04-11,50.36,52.44,50.29,50.8,50.8,993100,0.0,1.0
2014-04-10,52.44,53.09,50.45,50.8,50.8,959800,0.0,1.0
2014-04-09,52.33,53.55,51.21,52.71,52.71,1052400,0.0,1.0
2014-04-08,51.09,52.58,50.45,51.79,51.79,1552100,0.0,1.0
2014-04-07,52.15,52.95,50.56,50.88,50.88,1170100,0.0,1.0
2014-04-04,54.61,54.7,52.11,52.44,52.44,1415400,0.0,1.0
2014-04-03,54.11,54.8,53.25,53.88,53.88,807200,0.0,1.0
2014-04-02,52.19,53.93,52.03,53.81,53.81,927200,0.0,1.0
2014-04-01,53.3,53.8999,51.88,52.33,52.33,1286100,0.0,1.0
2014-03-31,53.75,54.1999,52.6,53.46,53.46,747100,0.0,1.0
2014-03-28,53.59,54.94,52.98,53.57,53.57,987900,0.0,1.0
2014-03-27,51.4,53.23,51.13,52.93,52.93,924500,0.0,1.0
2014-03-26,52.78,52.83,50.97,51.25,51.25,580100,0.0,1.0
2014-03-25,51.94,52.44,51.02,52.26,52.26,776100,0.0,1.0
2014-03-24,52.39,52.71,50.04,51.24,51.24,892900,0.0,1.0
2014-03-21,50.75,52.99,50.75,52.11,52.11,1390800,0.0,1.0
2014-03-20,50.92,52.66,50.73,52.23,52.23,820900,0.0,1.0
2014-03-19,51.7,52.08,50.75,51.25,51.25,965800,0.0,1.0
2014-03-18,49.7,51.9,49.62,51.5,51.5,1087700,0.0,1.0
2014-03-17,49.85,50.68,49.12,49.53,49.53,885400,0.0,1.0
2014-03-14,47.61,50.2,47.61,49.84,49.84,1397000,0.0,1.0
2014-03-13,48.49,48.77,47.25,47.76,47.76,754000,0.0,1.0
2014-03-12,47.37,48.93,46.64,48.32,48.32,872700,0.0,1.0
2014-03-11,49.41,49.7,47.0005,47.45,47.45,882400,0.0,1.0
2014-03-10,48.96,49.77,48.0,49.58,49.58,944300,0.0,1.0
2014-03-07,50.19,50.8,48.6,48.9,48.9,1096100,0.0,1.0
2014-03-06,50.17,50.95,49.4901,50.05,50.05,1119000,0.0,1.0
2014-03-05,51.97,51.98,49.98,50.27,50.27,1504100,0.0,1.0
2014-03-04,49.18,51.23,48.968,51.085,51.085,1344000,0.0,1.0
2014-03-03,49.51,49.84,48.695,48.9,48.9,998000,0.0,1.0
2014-02-28,49.31,50.56,49.05,49.74,49.74,940800,0.0,1.0
2014-02-27,48.69,49.51,47.451,49.05,49.05,1152000,0.0,1.0
2014-02-26,48.93,50.37,48.1,48.84,48.84,2063200,0.0,1.0
2014-02-25,45.03,49.08,43.12,48.2,48.2,3014000,0.0,1.0
2014-02-24,45.18,46.75,44.91,45.78,45.78,1325200,0.0,1.0
2014-02-21,44.9,45.33,44.4,44.98,44.98,954500,0.0,1.0
2014-02-20,44.5,45.2,44.26,44.9,44.9,819700,0.0,1.0
2014-02-19,44.68,45.27,44.25,44.68,44.68,1061900,0.0,1.0
2014-02-18,43.71,45.21,43.71,45.0,45.0,1026400,0.0,1.0
2014-02-14,43.52,44.22,42.76,43.31,43.31,797800,0.0,1.0
2014-02-13,41.8,43.56,41.53,43.51,43.51,740800,0.0,1.0
2014-02-12,42.22,42.82,42.135,42.47,42.47,568600,0.0,1.0
2014-02-11,40.42,42.25,40.42,41.93,41.93,996500,0.0,1.0
2014-02-10,41.06,41.43,40.23,40.39,40.39,984600,0.0,1.0
2014-02-07,41.81,41.81,40.26,41.25,41.25,1237600,0.0,1.0
2014-02-06,40.35,41.19,40.06,40.91,40.91,905300,0.0,1.0
2014-02-05,40.69,40.9,39.91,40.13,40.13,1019300,0.0,1.0
2014-02-04,40.37,41.94,40.3,40.73,40.73,1289300,0.0,1.0
2014-02-03,41.2,41.8,39.78,40.21,40.21,1645700,0.0,1.0
2014-01-31,41.87,42.252,41.05,41.1,41.1,1433100,0.0,1.0
2014-01-30,43.65,43.65,42.29,42.759,42.759,1299000,0.0,1.0
2014-01-29,43.71,44.48,42.47,42.61,42.61,2568100,0.0,1.0
2014-01-28,41.97,43.84,41.58,43.4,43.4,1441800,0.0,1.0
2014-01-27,42.01,42.58,40.745,41.47,41.47,948200,0.0,1.0
2014-01-24,43.23,43.26,42.02,42.3,42.3,806700,0.0,1.0
2014-01-23,43.71,43.965,42.86,43.3,43.3,736400,0.0,1.0
2014-01-22,43.33,44.18,42.75,43.86,43.86,901800,0.0,1.0
2014-01-21,44.17,44.4,43.14,43.54,43.54,1414700,0.0,1.0
2014-01-17,43.92,44.585,43.4,43.75,43.75,630200,0.0,1.0
2014-01-16,45.12,46.49,43.55,44.26,44.26,1750800,0.0,1.0
2014-01-15,43.44,44.56,43.06,44.38,44.38,1127500,0.0,1.0
2014-01-14,41.47,43.61,41.42,43.37,43.37,1029900,0.0,1.0
2014-01-13,42.29,42.97,40.76,41.11,41.11,1036900,0.0,1.0
2014-01-10,42.59,42.742,42.1,42.51,42.51,677300,0.0,1.0
