,DPZ_Open,DPZ_High,DPZ_Low,DPZ_Close,DPZ_Adj Close,DPZ_Volume,DPZ_Dividend Amount,DPZ_Split Coefficient
2024-03-14,450.26,451.99,443.05,443.66,440.725550614127,408002,1.51,1.0
2024-03-13,453.33,454.215,449.155,452.48,447.962569674237,493909,0.0,1.0
2024-03-12,444.94,453.04,444.67,452.58,448.061571302966,492513,0.0,1.0
2024-03-11,443.68,445.92,439.51,443.9,439.468229929265,415562,0.0,1.0
2024-03-08,445.84,450.45,442.85,445.01,440.56714800816,475983,0.0,1.0
2024-03-07,448.94,452.615,446.845,447.37,442.903586446171,523045,0.0,1.0
2024-03-06,451.72,451.94,443.825,447.24,442.774884328823,501435,0.0,1.0
2024-03-05,450.32,450.8,445.83,449.59,445.101422603961,344838,0.0,1.0
2024-03-04,447.45,452.275,446.5301,449.99,445.497429118878,419101,0.0,1.0
2024-03-01,448.0,449.48,444.69,447.23,442.76498416595,423376,0.0,1.0
2024-02-29,447.99,451.62,443.645,448.35,443.873802407718,787709,0.0,1.0
2024-02-28,446.06,451.9699,444.25,446.37,441.913570158878,585768,0.0,1.0
2024-02-27,460.26,460.2755,444.04,446.27,441.814568530149,1055211,0.0,1.0
2024-02-26,463.0,476.18,456.78,459.0,454.417475867386,2263734,0.0,1.0
2024-02-23,430.0,434.035,427.94,433.65,429.320562984514,977119,0.0,1.0
2024-02-22,421.39,429.31,419.38,428.01,423.736871124183,569584,0.0,1.0
2024-02-21,417.66,421.68,416.3525,420.76,416.55925304131,486225,0.0,1.0
2024-02-20,421.14,421.39,416.46,417.15,412.985294244183,449058,0.0,1.0
2024-02-16,423.67,427.9,421.5471,421.85,417.638370794459,406430,0.0,1.0
2024-02-15,425.19,428.5099,422.24,424.72,420.479717538989,370092,0.0,1.0
2024-02-14,423.73,424.72,417.64,424.48,420.242113630039,482963,0.0,1.0
2024-02-13,421.96,425.59,418.64,421.5,417.291865093907,411190,0.0,1.0
2024-02-12,425.09,429.0,424.825,427.29,423.024059397332,385444,0.0,1.0
2024-02-09,426.0,427.55,424.45,425.09,420.846023565288,391540,0.0,1.0
2024-02-08,424.58,431.47,423.01,426.58,422.321147833354,540356,0.0,1.0
2024-02-07,421.63,427.9,418.44,421.95,417.737372423188,527118,0.0,1.0
2024-02-06,416.36,424.98,413.56,421.58,417.37106639689,594213,0.0,1.0
2024-02-05,420.69,422.415,414.29,418.05,413.876308902746,504894,0.0,1.0
2024-02-02,430.64,430.64,421.44,422.06,417.84627421479,637615,0.0,1.0
2024-02-01,427.88,433.84,426.35,433.53,429.201761030039,413790,0.0,1.0
2024-01-31,436.13,436.13,424.47,426.22,421.964741969928,436734,0.0,1.0
2024-01-30,433.42,439.16,432.95,434.74,430.399680737663,557964,0.0,1.0
2024-01-29,420.43,433.73,419.0743,433.44,429.112659564182,619486,0.0,1.0
2024-01-26,418.19,420.78,416.545,419.12,414.93562633015,351857,0.0,1.0
2024-01-25,421.0,421.02,412.84,418.08,413.906009391365,489461,0.0,1.0
2024-01-24,428.04,429.45,420.24,421.77,417.559169491476,410187,0.0,1.0
2024-01-23,428.93,430.76,423.615,425.71,421.459833663409,406134,0.0,1.0
2024-01-22,426.77,430.38,425.32,428.01,423.736871124183,488566,0.0,1.0
2024-01-19,428.3,428.41,421.96,426.77,422.509250927939,500959,0.0,1.0
2024-01-18,426.65,432.49,421.58,425.93,421.677637246614,603916,0.0,1.0
2024-01-17,422.89,427.7899,420.75,422.4,418.18287975247,528622,0.0,1.0
2024-01-16,414.27,425.97,412.705,425.94,421.687537409486,705507,0.0,1.0
2024-01-12,413.97,413.97,406.96,411.3,407.19369896352,359762,0.0,1.0
2024-01-11,414.78,414.78,408.15,411.8,407.688707107167,313438,0.0,1.0
2024-01-10,410.51,414.26,406.79,414.13,409.995445056559,447841,0.0,1.0
2024-01-09,401.57,412.1,400.27,410.14,406.045280070261,541153,0.0,1.0
2024-01-08,402.23,404.3994,395.08,402.69,398.669658729929,690399,0.0,1.0
2024-01-05,400.01,404.55,399.63,400.03,396.036215405731,519631,0.0,1.0
2024-01-04,400.88,404.95,399.42,401.27,397.263835601974,525029,0.0,1.0
2024-01-03,412.88,413.47,400.38,400.46,396.461922409266,612693,0.0,1.0
2024-01-02,408.9,414.775,408.25,413.14,409.015328932139,546379,0.0,1.0
2023-12-29,411.24,414.27,409.55,412.23,408.114414110702,361128,0.0,1.0
2023-12-28,412.74,414.0,410.91,411.21,407.104597497664,226164,0.0,1.0
2023-12-27,411.5,414.15,408.77,413.85,409.718240496117,263933,0.0,1.0
2023-12-26,408.46,412.51,408.46,411.34,407.233299615012,307393,0.0,1.0
2023-12-22,409.0,412.5,407.87,409.84,405.748275184073,382706,0.0,1.0
2023-12-21,406.51,409.5999,403.28,408.8,404.718658245288,366509,0.0,1.0
2023-12-20,406.55,411.2121,403.07,403.25,399.224067850813,445473,0.0,1.0
2023-12-19,406.0,410.52,403.89,406.55,402.491121598879,444816,0.0,1.0
2023-12-18,402.85,405.3799,399.17,403.04,399.016164430482,563652,0.0,1.0
2023-12-15,399.39,401.81,395.925,400.05,396.056015731476,1381776,0.0,1.0
2023-12-14,405.0,407.885,400.075,402.85,398.828061335896,670501,1.21,1.0
2023-12-13,394.0,404.8499,393.0,402.8,397.584376345342,518536,0.0,1.0
2023-12-12,398.99,399.0,393.97,396.81,391.671937382312,489468,0.0,1.0
2023-12-11,393.01,399.135,392.615,397.48,392.333261940781,655482,0.0,1.0
2023-12-08,400.77,401.7,392.52,394.9,389.786668864885,653129,0.0,1.0
2023-12-07,394.53,415.81,393.0,402.0,396.794735081499,1153605,0.0,1.0
2023-12-06,395.62,395.86,390.48,392.54,387.457227136546,519676,0.0,1.0
2023-12-05,399.25,401.54,393.5,394.05,388.947675022051,471501,0.0,1.0
2023-12-04,395.28,404.68,395.28,399.82,394.642962637524,751159,0.0,1.0
2023-12-01,392.87,397.6,388.865,397.18,392.03714646684,559135,0.0,1.0
2023-11-30,388.67,394.74,386.88,392.89,387.802695189477,901103,0.0,1.0
2023-11-29,390.98,392.87,387.51,388.86,383.824877322864,595796,0.0,1.0
2023-11-28,387.07,388.76,383.05,388.27,383.24251689078,702754,0.0,1.0
2023-11-27,370.71,389.23,370.175,387.07,382.058054995014,1311962,0.0,1.0
2023-11-24,368.71,371.14,367.24,370.32,365.524941033285,216710,0.0,1.0
2023-11-22,369.95,372.5799,368.64,369.49,364.705688222047,309111,0.0,1.0
2023-11-21,367.84,371.16,367.8,369.31,364.528018937682,417886,0.0,1.0
2023-11-20,372.95,372.95,367.9,368.5,363.72850715804,571516,0.0,1.0
2023-11-17,376.96,378.42,369.5794,372.42,367.597749350875,557008,0.0,1.0
2023-11-16,380.96,384.06,373.155,374.74,369.887709016022,530197,0.0,1.0
2023-11-15,382.0,386.505,380.27,381.43,376.491084084915,560127,0.0,1.0
2023-11-14,379.52,385.2,379.35,382.41,377.458394633124,707030,0.0,1.0
2023-11-13,376.82,376.82,369.32,374.55,369.700169215859,736170,0.0,1.0
2023-11-10,372.0,379.3278,371.03,378.51,373.608893471886,744783,0.0,1.0
2023-11-09,372.65,374.565,367.67,369.69,364.903098538008,600832,0.0,1.0
2023-11-08,373.36,377.27,366.575,371.84,367.025259434588,596009,0.0,1.0
2023-11-07,367.2,373.54,367.2,371.7,366.887072213415,564780,0.0,1.0
2023-11-06,362.53,370.37,361.82,368.25,363.481744263089,552632,0.0,1.0
2023-11-03,350.29,363.22,350.29,361.94,357.253448794521,838058,0.0,1.0
2023-11-02,349.0,351.84,345.76,348.38,343.869029372369,622692,0.0,1.0
2023-11-01,338.98,344.7,332.13,344.13,339.674060158199,752649,0.0,1.0
2023-10-31,340.5,341.72,335.3,338.99,334.600615038003,788395,0.0,1.0
2023-10-30,342.8,343.37,334.28,338.71,334.324240595658,666382,0.0,1.0
2023-10-27,347.51,347.51,339.01,340.6,336.189768081489,650005,0.0,1.0
2023-10-26,349.71,351.0428,345.32,345.94,341.460623517646,516981,0.0,1.0
2023-10-25,353.82,354.55,347.94,349.91,345.379218289471,433465,0.0,1.0
2023-10-24,349.85,354.245,349.76,353.59,349.011568103152,458568,0.0,1.0
2023-10-23,346.0,350.6,344.33,348.3,343.790065245985,494798,0.0,1.0
2023-10-20,344.05,349.45,343.78,347.69,343.187963782304,683743,0.0,1.0
2023-10-19,350.23,350.23,342.91,344.31,339.851729442564,784560,0.0,1.0
2023-10-18,349.3,350.37,344.48,345.12,340.651241222206,645301,0.0,1.0
2023-10-17,350.06,355.72,348.51,350.49,345.951708205757,618262,0.0,1.0
2023-10-16,349.32,352.03,344.48,351.68,347.126299585725,688989,0.0,1.0
2023-10-13,345.35,359.76,345.35,346.81,342.319358392076,909253,0.0,1.0
2023-10-12,359.6,369.37,347.21,350.17,345.63585170022,1791577,0.0,1.0
2023-10-11,356.12,359.47,352.65,354.05,349.465611829862,961971,0.0,1.0
2023-10-10,351.92,358.63,349.59,355.6,350.995541778559,667550,0.0,1.0
2023-10-09,335.9,350.7199,335.02,350.14,345.606240152826,895651,0.0,1.0
2023-10-06,360.35,360.5,330.05,341.56,337.137337598101,1941821,0.0,1.0
2023-10-05,367.62,368.2165,361.675,363.23,358.526745332469,659253,0.0,1.0
2023-10-04,365.72,371.7,362.28,371.0,366.196136107552,603515,0.0,1.0
2023-10-03,380.57,380.69,362.55,364.18,359.464444333284,663518,0.0,1.0
2023-10-02,377.69,382.77,376.52,380.54,375.612608178889,398786,0.0,1.0
2023-09-29,384.91,385.1099,377.78,378.79,373.885267914231,471409,0.0,1.0
2023-09-28,380.31,383.68,377.87,382.31,377.359689475144,390947,0.0,1.0
2023-09-27,380.12,384.35,377.91,380.21,375.286881157554,490661,0.0,1.0
2023-09-26,386.49,386.89,378.47,379.22,374.309700093547,543504,0.0,1.0
2023-09-25,378.36,385.9969,378.36,383.11,378.149330738987,388004,0.0,1.0
2023-09-22,379.31,383.4499,376.36,381.35,376.412119958531,456233,0.0,1.0
2023-09-21,382.5,382.5,375.785,378.05,373.154849745175,430934,0.0,1.0
2023-09-20,384.41,388.83,384.41,384.84,379.856929972049,329133,0.0,1.0
2023-09-19,381.87,383.7649,379.14,382.83,377.872956296642,321699,0.0,1.0
2023-09-18,387.51,388.81,382.1,384.31,379.333792634753,496922,0.0,1.0
2023-09-15,397.84,398.88,387.06,388.48,383.449797722539,1434797,0.0,1.0
2023-09-14,397.1,399.18,394.32,399.07,393.902673952671,438055,1.21,1.0
2023-09-13,394.19,397.17,391.445,396.46,390.14353481382,383149,0.0,1.0
2023-09-12,391.92,393.87,387.25,393.59,387.319260120495,410510,0.0,1.0
2023-09-11,386.29,396.115,384.14,394.9,388.608388987483,499705,0.0,1.0
2023-09-08,390.31,393.02,385.97,387.37,381.198358171895,421660,0.0,1.0
2023-09-07,384.21,391.26,382.315,389.35,383.146812489938,570091,0.0,1.0
2023-09-06,389.48,391.01,382.5,384.44,378.315039408326,442361,0.0,1.0
2023-09-05,394.0,394.8265,389.1913,389.89,383.678209122131,559190,0.0,1.0
2023-09-01,390.83,391.8899,388.06,391.14,384.908293918876,339384,0.0,1.0
2023-08-31,395.0,396.5,387.09,387.4,381.227880207017,519322,0.0,1.0
2023-08-30,386.82,395.4575,386.82,394.19,387.909700822932,425927,0.0,1.0
2023-08-29,386.13,390.1,385.36,386.17,380.01747676702,403053,0.0,1.0
2023-08-28,381.28,390.2599,381.06,388.25,382.064337868803,544769,0.0,1.0
2023-08-25,380.87,382.555,376.165,380.72,374.654307053215,383526,0.0,1.0
2023-08-24,380.51,383.21,378.82,378.86,372.823940875659,309316,0.0,1.0
2023-08-23,380.62,384.43,380.25,382.62,376.524035944266,305898,0.0,1.0
2023-08-22,379.87,384.91,379.475,379.72,373.670239215819,351997,0.0,1.0
2023-08-21,377.66,381.52,375.71,379.88,373.827690069803,366014,0.0,1.0
2023-08-18,380.45,382.61,377.5,378.83,372.794418840537,388116,0.0,1.0
2023-08-17,389.85,390.41,381.78,382.3,376.2091342363,377969,0.0,1.0
2023-08-16,392.17,393.515,389.0,389.11,382.910636208963,338053,0.0,1.0
2023-08-15,396.06,397.75,392.795,393.82,387.545595723096,269821,0.0,1.0
2023-08-14,393.51,397.89,391.0,397.59,391.255531470077,412101,0.0,1.0
2023-08-11,396.64,396.7,392.56,394.17,387.890019466184,334006,0.0,1.0
2023-08-10,397.02,400.94,395.445,398.4,392.052626418367,341722,0.0,1.0
2023-08-09,400.0,402.08,396.13,396.22,389.907358532845,490978,0.0,1.0
2023-08-08,397.36,398.91,394.15,398.01,391.668839961783,347213,0.0,1.0
2023-08-07,396.6,399.6,395.36,398.69,392.338006091212,382453,0.0,1.0
2023-08-04,403.06,403.06,394.6,395.36,389.061060192685,420864,0.0,1.0
2023-08-03,397.26,403.9,395.51,401.36,394.965467217058,573680,0.0,1.0
2023-08-02,398.32,401.86,395.05,398.3,391.954219634628,419027,0.0,1.0
2023-08-01,396.58,401.31,394.02,399.65,393.282711215112,571544,0.0,1.0
2023-07-31,400.23,401.5322,394.15,396.74,390.419073808291,614945,0.0,1.0
2023-07-28,405.9,406.115,399.7927,400.88,394.493114655108,461113,0.0,1.0
2023-07-27,400.4,406.31,397.14,402.58,396.16602997868,644339,0.0,1.0
2023-07-26,396.3,404.9999,394.81,401.36,394.965467217058,937055,0.0,1.0
2023-07-25,387.51,399.69,387.0,397.05,390.724134837883,1026043,0.0,1.0
2023-07-24,400.0,401.7718,383.23,385.9,379.751778450923,1985231,0.0,1.0
2023-07-21,388.4,389.66,384.48,385.44,379.299107245722,771136,0.0,1.0
2023-07-20,393.16,393.25,385.235,387.83,381.651029377097,593853,0.0,1.0
2023-07-19,396.59,397.72,388.76,392.33,386.079334645376,442724,0.0,1.0
2023-07-18,391.0,393.7799,388.3301,392.29,386.039971931881,545542,0.0,1.0
2023-07-17,385.78,392.62,383.21,389.74,383.530598946522,589940,0.0,1.0
2023-07-14,387.66,389.4,382.95,384.66,378.531534332553,628509,0.0,1.0
2023-07-13,390.71,393.33,385.48,386.87,380.706324253197,1087782,0.0,1.0
2023-07-12,398.9,409.95,381.2403,388.59,382.398920933517,2752008,0.0,1.0
2023-07-11,346.7,350.82,346.7,349.79,344.217088842572,479443,0.0,1.0
2023-07-10,341.99,351.63,341.99,347.41,341.875007389571,729144,0.0,1.0
2023-07-07,333.26,344.7,332.44,341.68,336.236298681294,685058,0.0,1.0
2023-07-06,332.26,334.68,328.03,333.91,328.590091584731,467720,0.0,1.0
2023-07-05,335.55,335.745,331.62,334.96,329.623362813997,540865,0.0,1.0
2023-07-03,334.71,338.37,331.32,336.66,331.296278137569,342959,0.0,1.0
2023-06-30,332.0,337.16,331.27,336.99,331.62102052391,503885,0.0,1.0
2023-06-29,325.67,333.63,325.67,330.73,325.460755861814,616409,0.0,1.0
2023-06-28,324.63,325.99,322.79,325.52,320.333762428983,697809,0.0,1.0
2023-06-27,320.0,326.05,320.0,324.93,319.75316240492,406819,0.0,1.0
2023-06-26,315.0,320.0,313.87,319.24,314.153816410139,398189,0.0,1.0
2023-06-23,320.0,321.04,316.59,316.82,311.772372243642,795653,0.0,1.0
2023-06-22,322.0,323.44,320.36,321.04,315.925138517451,339004,0.0,1.0
2023-06-21,322.27,325.75,321.89,323.11,317.96215894086,508529,0.0,1.0
2023-06-20,330.75,331.84,324.89,325.54,320.353443785731,652518,0.0,1.0
2023-06-16,330.36,342.7,329.42,331.41,326.129921991243,2065321,0.0,1.0
2023-06-15,320.0,326.5,318.35,325.46,320.274718358739,1309650,0.0,1.0
2023-06-14,302.13,307.405,299.5,305.72,300.849219248552,615542,1.21,1.0
2023-06-13,301.81,303.59,298.4601,301.89,295.909069817044,731242,0.0,1.0
2023-06-12,299.41,302.29,297.05,301.86,295.879664165666,530125,0.0,1.0
2023-06-09,299.75,300.7934,296.505,298.07,292.164750208243,377340,0.0,1.0
2023-06-08,296.73,301.952,294.65,299.9,293.958494942302,460145,0.0,1.0
2023-06-07,299.03,299.99,294.94,297.56,291.664854134816,407961,0.0,1.0
2023-06-06,297.0,299.29,291.28,297.74,291.841288043085,510590,0.0,1.0
