,NEU_Open,NEU_High,NEU_Low,NEU_Close,NEU_Adj Close,NEU_Volume,NEU_Dividend Amount,NEU_Split Coefficient
2024-07-03,525.73,525.73,519.54,520.0,517.691351447345,24911,0.0,1.0
2024-07-02,523.6,524.65,519.52,523.5,521.175812466702,30298,0.0,1.0
2024-07-01,518.67,522.265,514.35,520.56,518.248865210442,47634,0.0,1.0
2024-06-28,510.52,517.95,510.52,515.57,513.28101935713,64707,0.0,1.0
2024-06-27,515.91,517.44,494.04,510.52,508.253439886343,47162,0.0,1.0
2024-06-26,512.78,517.75,510.0,517.46,515.162628307583,34553,0.0,1.0
2024-06-25,521.55,521.55,512.0,513.55,511.269987568815,39435,0.0,1.0
2024-06-24,523.66,529.77,522.33,522.82,520.498831468656,31330,0.0,1.0
2024-06-21,516.29,524.68,516.215,522.82,520.498831468656,183366,0.0,1.0
2024-06-20,523.68,528.14,516.67,516.69,514.396046883324,33456,0.0,1.0
2024-06-18,521.93,525.0,521.3,523.68,521.355013319126,31088,0.0,1.0
2024-06-17,519.8,528.62,519.8,523.37,521.04638962884,25385,0.0,1.0
2024-06-14,526.32,526.32,521.42,523.7,521.374924524951,22857,2.5,1.0
2024-06-13,534.74,535.48,530.93,532.66,527.775688516648,26905,0.0,1.0
2024-06-12,535.8,543.98,535.46,535.46,530.55001346661,32431,0.0,1.0
2024-06-11,527.53,530.61,522.11,528.81,523.960991710451,32907,0.0,1.0
2024-06-10,531.01,531.89,526.0,531.75,526.874032907911,38235,0.0,1.0
2024-06-07,537.51,537.783,534.82,535.25,530.341939095363,22238,0.0,1.0
2024-06-06,543.025,543.455,535.78,537.48,532.55149075194,30692,0.0,1.0
2024-06-05,540.79,543.48,534.29,543.48,538.496472787572,32623,0.0,1.0
2024-06-04,535.17,542.12,533.44,537.51,532.581215662118,37634,0.0,1.0
2024-06-03,539.53,540.8,531.12,539.37,534.424160093164,38330,0.0,1.0
2024-05-31,534.85,535.9,526.0,535.07,530.163589634294,59529,0.0,1.0
2024-05-30,524.98,534.02,524.98,532.31,527.428897897903,35503,0.0,1.0
2024-05-29,531.11,531.45,523.65,524.07,519.264455902302,38565,0.0,1.0
2024-05-28,547.14,547.14,535.75,535.87,530.956253905712,33160,0.0,1.0
2024-05-24,542.99,544.99,541.02,543.02,538.040690831507,25089,0.0,1.0
2024-05-23,547.96,548.965,540.66,542.23,537.257934863482,24137,0.0,1.0
2024-05-22,548.73,553.78,545.5111,550.38,545.333202128549,32922,0.0,1.0
2024-05-21,549.55,552.62,544.05,546.4,541.389697378246,24280,0.0,1.0
2024-05-20,552.71,557.25,538.8,550.51,545.462010072654,28434,0.0,1.0
2024-05-17,555.96,557.15,549.955,551.15,546.096141489789,32097,0.0,1.0
2024-05-16,562.04,562.04,554.215,556.91,551.803324243996,34715,0.0,1.0
2024-05-15,556.69,566.88,556.69,561.84,556.688117816607,24844,0.0,1.0
2024-05-14,551.42,559.23,548.04,554.89,549.801846958666,82161,0.0,1.0
2024-05-13,566.06,567.64,557.245,559.48,554.349758215925,23569,0.0,1.0
2024-05-10,565.9,566.84,563.78,564.66,559.482259373354,18903,0.0,1.0
2024-05-09,564.35,570.14,562.14,565.3,560.116390790488,20450,0.0,1.0
2024-05-08,562.31,566.6,560.17,562.45,557.292524323563,24666,0.0,1.0
2024-05-07,556.63,563.45,556.02,562.34,557.183532986243,41367,0.0,1.0
2024-05-06,549.92,555.9,548.35,552.78,547.711194942802,26119,0.0,1.0
2024-05-03,543.42,549.07,541.75,546.89,541.87520424449,30562,0.0,1.0
2024-05-02,533.27,543.97,533.27,539.52,534.572784644055,34337,0.0,1.0
2024-05-01,529.53,533.65,524.04,530.12,525.258979454897,27678,0.0,1.0
2024-04-30,533.26,539.09,525.35,526.92,522.088322369227,37661,0.0,1.0
2024-04-29,532.76,540.12,531.145,535.1,530.193314544472,63870,0.0,1.0
2024-04-26,533.59,540.16,526.72,529.41,524.555489914014,65326,0.0,1.0
2024-04-25,571.59,574.45,530.495,533.59,528.697160732171,97262,0.0,1.0
2024-04-24,588.05,593.635,581.43,583.25,577.901795380421,46870,0.0,1.0
2024-04-23,587.55,588.09,584.94,586.6,581.221077016983,37321,0.0,1.0
2024-04-22,585.93,594.535,584.5,588.51,583.113562964992,34832,0.0,1.0
2024-04-19,583.7,586.5,582.32,586.34,580.963461128772,43994,0.0,1.0
2024-04-18,588.15,588.15,579.25,583.38,578.030603324527,35133,0.0,1.0
2024-04-17,592.0,592.0,583.96,583.96,578.605284921304,36081,0.0,1.0
2024-04-16,592.98,592.98,583.47,588.83,583.430628673559,35271,0.0,1.0
2024-04-15,595.9,598.0,591.4,594.88,589.425152226155,38202,0.0,1.0
2024-04-12,596.05,596.5,590.61,592.74,587.304775300113,47670,0.0,1.0
2024-04-11,601.87,602.51,598.84,600.09,594.587378293763,42878,0.0,1.0
2024-04-10,597.29,601.95,595.76,600.39,594.884627395544,42651,0.0,1.0
2024-04-09,615.56,615.56,601.38,603.1,597.569777614971,40976,0.0,1.0
2024-04-08,622.09,624.91,614.32,614.43,608.795885358924,36661,0.0,1.0
2024-04-05,617.97,620.92,613.45,618.27,612.600673861728,41081,0.0,1.0
2024-04-04,626.5,626.93,616.155,616.98,611.322502724067,32583,0.0,1.0
2024-04-03,625.81,632.6,623.35,624.58,618.852813302535,37947,0.0,1.0
2024-04-02,631.23,631.23,621.5,626.99,621.240714420181,34905,0.0,1.0
2024-04-01,637.4,637.4,627.84,633.52,627.710836535627,32142,0.0,1.0
2024-03-28,632.1,638.21,632.1,634.62,628.800749908826,48813,0.0,1.0
2024-03-27,628.37,630.18,622.95,629.58,623.806964998895,40038,0.0,1.0
2024-03-26,631.96,632.01,620.68,625.3,619.566211146811,30606,0.0,1.0
2024-03-25,625.11,637.5,625.11,630.17,624.391554899066,31264,0.0,1.0
2024-03-22,627.11,627.11,621.3501,625.86,620.121076136803,28034,0.0,1.0
2024-03-21,623.56,627.41,615.89,625.73,619.992268192698,34748,0.0,1.0
2024-03-20,619.63,622.18,618.62,622.13,616.425278971318,22919,0.0,1.0
2024-03-19,613.94,622.93,613.94,621.53,615.830780767755,29652,0.0,1.0
2024-03-18,624.83,624.83,614.9,615.2,609.558824720163,27124,0.0,1.0
2024-03-15,615.92,629.5429,615.92,622.74,617.029685478274,113082,0.0,1.0
2024-03-14,613.21,624.605,612.08,619.91,614.225635618134,40649,2.5,1.0
2024-03-13,612.43,615.62,602.995,615.44,607.347287454933,71971,0.0,1.0
2024-03-12,617.3,618.43,607.46,610.77,602.738695500535,46442,0.0,1.0
2024-03-11,614.08,617.03,610.56,614.95,606.863730697405,34100,0.0,1.0
2024-03-08,626.05,626.05,615.07,615.36,607.268339412887,38111,0.0,1.0
2024-03-07,625.97,632.14,623.6,623.6,615.399987743559,34722,0.0,1.0
2024-03-06,635.49,635.49,625.65,625.66,617.432899826227,39311,0.0,1.0
2024-03-05,638.5,644.0,631.22,632.79,624.469144073519,43557,0.0,1.0
2024-03-04,644.0,649.9999,640.71,643.0,634.544887939558,29698,0.0,1.0
2024-03-01,640.92,644.02,635.385,643.89,635.423184907313,29857,0.0,1.0
2024-02-29,635.73,642.67,635.73,641.67,633.232376740554,56400,0.0,1.0
2024-02-28,635.35,637.51,630.02,633.63,625.298098514996,37552,0.0,1.0
2024-02-27,630.01,636.655,630.01,636.31,627.942857923515,34783,0.0,1.0
2024-02-26,632.52,634.68,619.3861,631.48,623.176369885027,47008,0.0,1.0
2024-02-23,625.92,633.55,620.155,631.88,623.571110095254,34379,0.0,1.0
2024-02-22,616.56,621.42,614.5,619.19,611.047976925809,47445,0.0,1.0
2024-02-21,609.01,613.68,604.0,612.16,604.110417731073,32680,0.0,1.0
2024-02-20,600.68,610.03,596.6,609.13,601.120260638605,48795,0.0,1.0
2024-02-16,598.25,608.45,594.69,598.05,590.185956815323,55570,0.0,1.0
2024-02-15,592.05,599.835,592.03,598.17,590.304378878391,29047,0.0,1.0
2024-02-14,590.6,593.64,586.98,589.49,581.73851631647,46949,0.0,1.0
2024-02-13,590.22,590.605,584.235,585.11,577.416111014487,46463,0.0,1.0
2024-02-12,589.8,598.7303,589.8,597.28,589.426081910637,28121,0.0,1.0
2024-02-09,588.5101,593.05,588.5101,592.02,584.235248146154,24087,0.0,1.0
2024-02-08,588.49,591.5,582.42,588.2,580.465479138489,39879,0.0,1.0
2024-02-07,581.34,590.3,579.92,588.31,580.574032696301,20809,0.0,1.0
2024-02-06,584.99,585.2,575.55,577.8,570.202233672592,36820,0.0,1.0
2024-02-05,583.54,583.54,577.04,582.83,575.166091816194,44407,0.0,1.0
2024-02-02,590.36,590.36,578.1,587.71,579.981922380961,47258,0.0,1.0
2024-02-01,556.28,596.8,551.58,593.63,585.824077492317,86199,0.0,1.0
2024-01-31,568.34,573.78,557.55,557.81,550.475091666509,67984,0.0,1.0
2024-01-30,560.53,568.74,560.47,565.57,558.133051744908,35129,0.0,1.0
2024-01-29,559.06,562.62,556.1,560.43,553.060640043494,43339,0.0,1.0
2024-01-26,563.59,564.13,557.38,559.71,552.350107665086,36893,0.0,1.0
2024-01-25,577.08,577.08,560.475,561.84,554.452099284543,46158,0.0,1.0
2024-01-24,596.13,596.13,577.53,578.5,570.893029040489,49681,0.0,1.0
2024-01-23,596.0,596.665,589.23,592.09,584.304327682944,43995,0.0,1.0
2024-01-22,598.18,599.61,594.03,596.57,588.725418037484,57979,0.0,1.0
2024-01-19,599.04,599.04,586.205,595.7,587.866858080241,46395,0.0,1.0
2024-01-18,590.36,595.83,585.24,595.76,587.926069111775,59797,0.0,1.0
2024-01-17,578.25,588.39,578.25,587.73,580.001659391472,32987,0.0,1.0
2024-01-16,569.3,584.97,568.21,583.29,575.620043057955,58394,0.0,1.0
2024-01-12,567.63,572.51,565.03,569.61,562.119927868199,42469,0.0,1.0
2024-01-11,555.65,564.355,554.6901,563.69,556.277772756842,35469,0.0,1.0
2024-01-10,560.86,564.61,558.76,562.14,554.748154442213,30448,0.0,1.0
2024-01-09,560.62,563.51,557.19,561.49,554.106701600595,30775,0.0,1.0
2024-01-08,555.48,563.42,550.01,562.37,554.975130063094,61908,0.0,1.0
2024-01-05,553.9,557.9435,550.0,552.19,544.928991712822,40915,0.0,1.0
2024-01-04,554.87,558.0,548.257,554.16,546.873087248189,100902,0.0,1.0
2024-01-03,542.32,553.9399,542.32,552.31,545.04741377589,74637,0.0,1.0
2024-01-02,544.48,551.89,539.8279,547.69,540.488164347771,57354,0.0,1.0
2023-12-29,549.8,551.0,545.39,545.83,538.652622370216,45747,0.0,1.0
2023-12-28,550.12,552.99,545.24,549.8,542.570418956717,44346,0.0,1.0
2023-12-27,555.29,558.96,552.03,552.11,544.850043670777,32197,0.0,1.0
2023-12-26,555.01,559.95,553.77,556.72,549.399424593641,27038,0.0,1.0
2023-12-22,556.72,560.8,555.25,556.73,549.409293098896,19820,0.0,1.0
2023-12-21,550.62,553.6,544.99,552.96,545.688866617509,27185,0.0,1.0
2023-12-20,559.285,559.285,548.7,548.96,541.741464515241,34905,0.0,1.0
2023-12-19,553.74,560.41,553.09,556.96,549.636268719777,33948,0.0,1.0
2023-12-18,561.81,561.81,553.99,554.38,547.090194363814,44244,0.0,1.0
2023-12-15,557.86,578.33,554.95,560.57,553.198799117073,261160,0.0,1.0
2023-12-14,561.89,562.99,554.36,558.53,551.185624044917,55344,2.25,1.0
2023-12-13,543.59,560.3,543.59,557.73,548.187806445614,93760,0.0,1.0
2023-12-12,550.0,550.97,544.8,545.16,535.832866372422,33961,0.0,1.0
2023-12-11,550.0,556.77,550.0,550.97,541.54346317634,36122,0.0,1.0
2023-12-08,545.0,550.41,544.42,549.18,539.784088257405,69032,0.0,1.0
2023-12-07,536.9,549.0,533.1,545.19,535.862353102907,35531,0.0,1.0
2023-12-06,536.73,540.69,533.51,536.04,526.868900304999,61090,0.0,1.0
2023-12-05,539.89,539.89,531.57,535.44,526.2791656953,58314,0.0,1.0
2023-12-04,533.89,538.395,531.4,536.36,527.183425430171,43544,0.0,1.0
2023-12-01,528.65,540.08,521.23,534.26,525.119354296225,23033,0.0,1.0
2023-11-30,524.0,531.66,524.0,530.51,521.433512985607,35112,0.0,1.0
2023-11-29,519.11,524.32,517.17,522.01,513.078939348206,54482,0.0,1.0
2023-11-28,528.93,528.93,516.72,518.74,509.864885725347,59351,0.0,1.0
2023-11-27,521.99,531.08,518.62,528.93,519.880545180067,41386,0.0,1.0
2023-11-24,518.79,524.0,518.46,522.19,513.255859731116,14406,0.0,1.0
2023-11-22,514.12,516.35,509.89,516.35,507.515776196713,34935,0.0,1.0
2023-11-21,518.0,519.48,515.0132,516.42,507.584578567845,37154,0.0,1.0
2023-11-20,510.05,518.31,508.47,516.44,507.604236388168,32626,0.0,1.0
2023-11-17,513.0,516.22,510.74,511.84,503.08293771381,36841,0.0,1.0
2023-11-16,510.02,513.525,503.49,510.32,501.588943369239,64841,0.0,1.0
2023-11-15,513.17,513.17,505.23,510.61,501.873981763927,26556,0.0,1.0
2023-11-14,504.45,513.0,504.45,511.19,502.444058553303,42500,0.0,1.0
2023-11-13,497.32,502.05,494.44,501.53,492.94933133715,21179,0.0,1.0
2023-11-10,494.26,501.76,492.6678,499.86,491.307903340155,24079,0.0,1.0
2023-11-09,492.25,499.9099,492.25,495.82,487.337023634849,23256,0.0,1.0
2023-11-08,493.2,495.66,491.94,492.57,484.142627832313,29329,0.0,1.0
2023-11-07,491.13,493.9,483.68,490.85,482.45205528451,54175,0.0,1.0
2023-11-06,489.64,496.9299,488.9,491.83,483.415288480351,19774,0.0,1.0
2023-11-03,483.79,496.11,475.99,490.39,481.999925417074,32045,0.0,1.0
2023-11-02,490.62,490.62,479.89,480.85,472.623145122861,55357,0.0,1.0
2023-11-01,483.0,490.44,473.56,489.7,481.32173061592,60869,0.0,1.0
2023-10-31,472.96,484.26,472.96,482.15,473.900903443876,29033,0.0,1.0
2023-10-30,477.96,480.0167,469.68,472.98,464.887792825644,64005,0.0,1.0
2023-10-27,481.29,487.0,467.0,472.98,464.887792825644,68155,0.0,1.0
2023-10-26,461.52,490.44,451.01,482.3,474.0483370963,41460,0.0,1.0
2023-10-25,443.3,446.12,437.84,438.31,430.810961295209,51863,0.0,1.0
2023-10-24,439.5,445.88,438.1218,444.21,436.610018290582,41681,0.0,1.0
2023-10-23,445.0,446.75,436.9,437.4,429.916530470499,26357,0.0,1.0
2023-10-20,447.5,456.135,445.98,447.11,439.46040223746,27264,0.0,1.0
2023-10-19,454.85,457.6,443.055,444.87,437.258726361251,41975,0.0,1.0
2023-10-18,462.58,462.58,454.665,454.85,447.067978702576,27073,0.0,1.0
2023-10-17,456.07,465.97,456.07,462.87,454.950764652218,33077,0.0,1.0
2023-10-16,456.5,466.0,455.87,457.53,449.702126625897,42605,0.0,1.0
2023-10-13,451.0,454.14,447.0128,452.04,444.306054947153,22511,0.0,1.0
2023-10-12,459.0,459.0,445.03,451.35,443.627860145999,26856,0.0,1.0
2023-10-11,460.6082,460.6082,454.06,455.46,447.667542222436,15329,0.0,1.0
2023-10-10,456.52,460.75,452.85,456.22,448.414539394722,17764,0.0,1.0
2023-10-09,458.76,458.76,452.29,455.34,447.549595300496,13565,0.0,1.0
2023-10-06,458.98,460.0,453.77,458.76,450.91108257578,18648,0.0,1.0
2023-10-05,453.34,462.92,447.205,458.7,450.85210911481,25145,0.0,1.0
2023-10-04,452.72,455.36,451.0,454.21,446.43892845223,25462,0.0,1.0
2023-10-03,450.34,452.12,449.86,451.37,443.647517966322,18079,0.0,1.0
2023-10-02,454.8,459.6033,447.94,452.2,444.463317509739,20525,0.0,1.0
2023-09-29,461.3525,461.3525,453.82,455.04,447.254727995647,15994,0.0,1.0
2023-09-28,459.05,466.0,454.0434,463.03,455.108027214804,21793,0.0,1.0
2023-09-27,453.52,463.36,451.04,458.33,450.488439438829,29095,0.0,1.0
2023-09-26,459.15,459.15,449.175,451.01,443.293677200503,25905,0.0,1.0
2023-09-25,458.82,461.99,456.04,459.24,451.382870263539,19244,0.0,1.0
2023-09-22,454.27,461.73,454.27,458.06,450.223058864465,16455,0.0,1.0
2023-09-21,459.48,461.0,452.42,454.99,447.205583444839,28326,0.0,1.0
2023-09-20,460.7216,465.4499,458.45,460.33,452.454221471159,31720,0.0,1.0
2023-09-19,456.13,461.005,456.13,459.53,451.667908658227,26122,0.0,1.0
2023-09-18,452.09,461.3,452.09,458.65,450.802964564002,31241,0.0,1.0
2023-09-15,448.02,457.03,445.1926,451.74,444.011187642303,104241,0.0,1.0
2023-09-14,450.73,452.465,449.79,449.88,442.183010352236,30735,2.25,1.0
2023-09-13,457.4,457.4,449.1,450.43,440.520410839709,41891,0.0,1.0
2023-09-12,461.77,461.89,455.7,457.32,447.25882886401,24277,0.0,1.0
2023-09-11,458.95,462.1,456.21,459.86,449.742948135668,24099,0.0,1.0
2023-09-08,454.91,459.03,451.76,455.69,445.66468933141,20157,0.0,1.0
2023-09-07,458.38,459.2752,450.12,453.0,443.033870102765,33399,0.0,1.0
2023-09-06,455.66,458.25,449.3878,457.57,447.503328792323,45907,0.0,1.0
2023-09-05,474.18,474.18,454.54,455.13,445.11700949199,42111,0.0,1.0
2023-09-01,471.31,475.94,471.13,472.02,461.635424648802,19152,0.0,1.0
2023-08-31,471.84,472.12,468.11,469.64,459.307785331264,32883,0.0,1.0
2023-08-30,464.1,472.52,459.9895,469.12,458.799225480373,28359,0.0,1.0
2023-08-29,458.48,464.07,458.48,463.48,453.283307097637,16961,0.0,1.0
2023-08-28,455.62,462.05,455.62,458.96,448.862748393742,25465,0.0,1.0
2023-08-25,460.66,460.66,453.56,455.34,445.322389431773,24359,0.0,1.0
2023-08-24,456.17,461.29,456.17,457.58,447.513108789455,16100,0.0,1.0
2023-08-23,458.05,460.14,453.91,458.12,448.041228634611,49910,0.0,1.0
2023-08-22,465.0,467.56,455.21,455.65,445.62556934288,26426,0.0,1.0
2023-08-21,467.67,468.15,463.63,464.14,453.928786908383,19185,0.0,1.0
2023-08-18,460.94,470.61,459.315,465.63,455.386006481127,49224,0.0,1.0
2023-08-17,466.15,470.455,459.58,459.77,449.654928161475,23688,0.0,1.0
2023-08-16,471.21,471.21,466.7,466.91,456.637846114088,28719,0.0,1.0
2023-08-15,468.31,471.655,466.28,469.45,459.121965385746,25838,0.0,1.0
2023-08-14,469.48,471.17,464.595,471.16,460.794344895406,37837,0.0,1.0
2023-08-11,470.47,470.47,465.88,467.71,457.420245884689,34046,0.0,1.0
2023-08-10,465.49,469.85,464.1287,469.59,459.258885345601,48602,0.0,1.0
2023-08-09,464.91,467.28,461.53,465.54,455.297986506934,39132,0.0,1.0
2023-08-08,460.0,465.84,458.42,465.84,455.591386420909,67975,0.0,1.0
2023-08-07,457.63,462.02,457.63,462.02,451.85542751629,28622,0.0,1.0
2023-08-04,458.69,460.44,454.11,456.65,446.603569056132,23497,0.0,1.0
2023-08-03,456.12,460.5,454.22,457.9,447.826068697695,44125,0.0,1.0
2023-08-02,454.69,458.88,454.69,457.27,447.209928878347,35897,0.0,1.0
2023-08-01,450.68,457.65,445.8303,455.76,445.733149311338,42586,0.0,1.0
2023-07-31,450.35,452.65,444.37,451.7,441.762470475538,31988,0.0,1.0
2023-07-28,451.21,451.21,442.315,448.76,438.88715131858,34503,0.0,1.0
2023-07-27,449.9,449.9,429.19,447.13,437.293011785981,50168,0.0,1.0
2023-07-26,444.17,444.4,438.57,438.65,428.999574217611,49807,0.0,1.0
2023-07-25,439.78,443.69,438.6058,441.03,431.327213535149,19267,0.0,1.0
2023-07-24,437.74,439.43,434.63,438.61,428.960454229081,24455,0.0,1.0
2023-07-21,438.55,438.55,434.39,437.74,428.109594478553,25915,0.0,1.0
2023-07-20,434.53,436.54,431.79,436.07,426.476334957423,16906,0.0,1.0
2023-07-19,439.79,439.79,430.75,431.65,422.153576224853,23725,0.0,1.0
2023-07-18,432.83,438.35,432.68,437.6,427.972674518697,21964,0.0,1.0
2023-07-17,429.49,432.87,427.53,431.11,421.625456379698,30109,0.0,1.0
2023-07-14,436.25,436.25,429.0,431.47,421.977536276468,37298,0.0,1.0
2023-07-13,434.71,435.6798,429.87,434.08,424.530115528053,39630,0.0,1.0
2023-07-12,427.48,432.36,425.845,432.18,422.671916072876,26394,0.0,1.0
2023-07-11,432.64,434.285,424.0,424.3,414.965278332457,40733,0.0,1.0
2023-07-10,422.49,430.6,422.49,430.07,420.608336677916,31746,0.0,1.0
2023-07-07,419.15,423.755,418.23,422.48,413.18531885434,41121,0.0,1.0
2023-07-06,409.13,418.16,406.45,416.76,407.591160494544,46867,0.0,1.0
2023-07-05,412.26,415.79,405.35,412.07,403.004341839396,51664,0.0,1.0
2023-07-03,402.64,414.565,402.01,413.19,404.099701518237,37790,0.0,1.0
2023-06-30,408.566,408.566,399.46,402.12,393.273244692547,30381,0.0,1.0
2023-06-29,399.37,407.455,399.37,404.83,395.923623915458,20615,0.0,1.0
2023-06-28,399.95,402.13,396.76,398.54,389.772005719108,48513,0.0,1.0
2023-06-27,396.07,399.55,396.07,399.2,390.417485529854,29492,0.0,1.0
2023-06-26,399.47,401.68,396.84,397.91,389.15586589976,27604,0.0,1.0
2023-06-23,397.54,403.94,397.54,399.92,391.121645323395,73143,0.0,1.0
2023-06-22,398.12,401.2,397.3,400.95,392.128985028043,34306,0.0,1.0
2023-06-21,398.56,401.49,398.5,399.8,391.004285357804,36464,0.0,1.0
2023-06-20,403.49,405.81,401.27,401.68,392.842924818717,33427,0.0,1.0
2023-06-16,409.07,409.07,403.94,406.31,397.371063491069,71306,0.0,1.0
2023-06-15,403.52,408.04,403.15,407.53,398.564223141236,29505,0.0,1.0
2023-06-14,403.18,407.66,401.59,405.93,396.999423600034,28366,2.25,1.0
2023-06-13,403.4,407.75,401.08,404.97,393.877349638164,23249,0.0,1.0
2023-06-12,401.75,406.77,400.97,400.97,389.986914794712,35297,0.0,1.0
2023-06-09,398.02,401.88,396.42,401.12,390.132806101342,84747,0.0,1.0
2023-06-08,405.9,405.9,398.68,402.27,391.251306118834,38724,0.0,1.0
2023-06-07,403.905,408.62,402.86,405.27,394.169132251423,40543,0.0,1.0
2023-06-06,401.875,403.85,399.945,402.81,391.7765148227,35578,0.0,1.0
2023-06-05,407.23,411.55,397.99,398.9,387.973614763226,27800,0.0,1.0
2023-06-02,403.85,409.905,403.85,409.41,398.195732314395,20531,0.0,1.0
