,LII_Open,LII_High,LII_Low,LII_Close,LII_Adj Close,LII_Volume,LII_Dividend Amount,LII_Split Coefficient
2018-07-11,211.39,212.85,209.35,211.44,195.485273104288,242104,0.0,1.0
2018-07-10,212.68,214.43,212.03,212.8,196.742650948697,237376,0.0,1.0
2018-07-09,209.36,213.3,207.68,212.38,196.354343084982,410381,0.0,1.0
2018-07-06,206.33,207.77,205.5,206.5,190.918032992979,266224,0.0,1.0
2018-07-05,202.61,206.35,201.01,206.17,190.612933957203,315479,0.0,1.0
2018-07-03,201.95,204.31,201.24,202.0,186.757591596037,179564,0.0,1.0
2018-07-02,197.46,201.91,196.69,201.79,186.56343766418,310105,0.0,1.0
2018-06-29,195.9,203.0,193.98,200.15,185.047187910628,618649,0.0,1.0
2018-06-28,193.35,195.44,191.58,193.89,179.259551656216,529190,0.64,1.0
2018-06-27,196.64,198.6,193.59,193.83,178.614501092502,306295,0.0,1.0
2018-06-26,198.31,199.13,196.37,196.5,181.074908242669,345414,0.0,1.0
2018-06-25,199.79,200.92,196.55,198.1,182.549309531159,252859,0.0,1.0
2018-06-22,202.59,204.3,199.48,199.94,184.244871012923,312922,0.0,1.0
2018-06-21,205.37,205.37,200.21,201.96,186.106302639641,257748,0.0,1.0
2018-06-20,207.45,207.86,202.07,204.91,188.824730015295,491571,0.0,1.0
2018-06-19,208.03,208.99,204.16,205.99,189.819950885025,260255,0.0,1.0
2018-06-18,209.62,211.6,208.64,209.26,192.833258518377,159339,0.0,1.0
2018-06-15,210.5,211.84,209.0,211.33,194.74076518536,466865,0.0,1.0
2018-06-14,209.54,211.78,208.05,211.52,194.915850338369,180929,0.0,1.0
2018-06-13,212.86,212.86,208.16,208.55,192.178992946609,252201,0.0,1.0
2018-06-12,211.4,214.4,209.58,212.38,195.708341030932,261383,0.0,1.0
2018-06-11,213.84,214.96,210.24,210.62,194.086499613593,252056,0.0,1.0
2018-06-08,209.08,213.94,209.08,213.76,196.980012142254,257605,0.0,1.0
2018-06-07,207.48,209.79,207.22,209.67,193.211073848552,167924,0.0,1.0
2018-06-06,206.79,208.13,204.49,206.87,190.630871593695,187434,0.0,1.0
2018-06-05,205.9,207.6,203.99,206.97,190.723021674225,236776,0.0,1.0
2018-06-04,206.12,207.76,204.39,205.69,189.543500643433,193419,0.0,1.0
2018-06-01,204.92,206.1,203.78,204.78,188.704934910605,234094,0.0,1.0
2018-05-31,207.75,207.75,202.99,203.31,187.350328726805,456941,0.0,1.0
2018-05-30,208.52,208.52,206.9,207.65,191.349642221834,236791,0.0,1.0
2018-05-29,205.65,208.04,204.43,206.63,190.409711400421,227775,0.0,1.0
2018-05-25,205.27,208.19,204.82,207.32,191.045546956082,213944,0.0,1.0
2018-05-24,205.82,206.83,203.89,205.22,189.110395264939,202367,0.0,1.0
2018-05-23,202.92,205.95,202.35,205.84,189.681725764229,179947,0.0,1.0
2018-05-22,206.63,207.61,203.96,204.1,188.078314362997,289600,0.0,1.0
2018-05-21,205.0,207.2,204.17,206.66,190.43735642458,214221,0.0,1.0
2018-05-18,202.48,204.45,201.93,203.86,187.857154169723,174666,0.0,1.0
2018-05-17,199.51,203.76,199.51,203.1,187.15681355769,187894,0.0,1.0
2018-05-16,200.79,201.49,198.44,199.71,184.032925827702,328826,0.0,1.0
2018-05-15,200.53,202.09,198.54,199.13,183.498455360625,348998,0.0,1.0
2018-05-14,204.79,205.63,201.44,202.6,186.696063155037,189153,0.0,1.0
2018-05-11,204.16,205.79,203.53,204.57,188.51141974149,93677,0.0,1.0
2018-05-10,203.29,205.36,202.97,204.26,188.225754491846,161092,0.0,1.0
2018-05-09,204.14,204.45,201.04,202.52,186.622343090613,331544,0.0,1.0
2018-05-08,200.93,207.83,200.74,203.86,187.857154169723,474380,0.0,1.0
2018-05-07,200.02,203.46,199.4,201.92,186.069442607429,480257,0.0,1.0
2018-05-04,193.47,200.82,193.47,199.55,183.885485698853,362983,0.0,1.0
2018-05-03,192.09,196.21,191.09,194.53,179.259551656216,255153,0.0,1.0
2018-05-02,195.96,198.89,192.77,193.17,178.006310561,440438,0.0,1.0
2018-05-01,192.94,197.0,190.42,196.53,181.102553266829,366954,0.0,1.0
2018-04-30,198.94,200.35,193.34,193.37,178.190610722061,469360,0.0,1.0
2018-04-27,196.59,198.67,195.37,198.24,182.678319643902,530662,0.0,1.0
2018-04-26,195.08,197.4,193.51,196.33,180.918253105767,626024,0.0,1.0
2018-04-25,189.79,195.58,187.23,194.33,179.075251495155,890355,0.0,1.0
2018-04-24,198.74,203.42,186.17,189.28,174.421672428359,604896,0.0,1.0
2018-04-23,199.44,204.27,196.4,198.49,182.908694845229,882789,0.0,1.0
2018-04-20,202.77,203.5,195.84,197.08,181.609378709747,558757,0.0,1.0
2018-04-19,205.78,206.14,199.47,202.84,186.917223348311,517557,0.0,1.0
2018-04-18,206.49,207.63,205.44,205.76,189.608005699805,326869,0.0,1.0
2018-04-17,205.32,206.91,203.78,205.85,189.690940772282,212211,0.0,1.0
2018-04-16,200.77,204.89,199.05,203.39,187.424048791229,302275,0.0,1.0
2018-04-13,204.03,204.34,198.52,198.71,183.111425022396,266344,0.0,1.0
2018-04-12,200.52,203.83,199.27,202.11,186.244527760437,268681,0.0,1.0
2018-04-11,199.9,201.17,197.39,199.57,183.903915714959,255233,0.0,1.0
2018-04-10,201.18,204.41,200.09,200.98,185.203231850441,413288,0.0,1.0
2018-04-09,202.03,202.39,198.69,199.06,183.433950304253,275075,0.0,1.0
2018-04-06,202.95,204.62,198.11,199.9,184.20801098071,397417,0.0,1.0
2018-04-05,207.24,208.22,203.74,205.13,189.027460192462,319074,0.0,1.0
2018-04-04,199.86,206.09,199.7,205.75,189.598790691752,381196,0.0,1.0
2018-04-03,201.23,204.91,197.71,204.06,188.041454330784,340566,0.0,1.0
2018-04-02,203.95,204.7,198.19,200.02,184.318591077347,574528,0.0,1.0
2018-03-29,201.36,205.2,200.64,204.37,188.327119580429,441925,0.51,1.0
2018-03-28,202.76,203.43,199.52,200.73,184.512410744726,277738,0.0,1.0
2018-03-27,205.81,205.81,200.83,201.82,185.514346318441,403738,0.0,1.0
2018-03-26,204.73,206.48,201.13,204.59,188.060549565404,371138,0.0,1.0
2018-03-23,205.93,207.33,202.51,202.7,186.323248433,332806,0.0,1.0
2018-03-22,209.26,211.63,206.02,206.05,189.402591710013,318305,0.0,1.0
2018-03-21,210.33,212.95,210.19,211.27,194.200851980463,182017,0.0,1.0
2018-03-20,208.83,211.37,207.09,209.61,192.674968446182,256076,0.0,1.0
2018-03-19,211.82,211.82,207.57,208.78,191.912026679041,210795,0.0,1.0
2018-03-16,203.83,213.55,200.03,212.11,194.972985817087,644727,0.0,1.0
2018-03-15,212.18,212.8,210.43,211.44,194.357117161685,263361,0.0,1.0
2018-03-14,213.61,213.61,208.78,212.2,195.05571444244,320648,0.0,1.0
2018-03-13,212.3,214.39,211.37,212.24,195.092482720374,234179,0.0,1.0
2018-03-12,209.98,213.09,209.76,211.62,194.52257441239,223044,0.0,1.0
2018-03-09,207.02,209.72,206.61,209.51,192.583047751346,169836,0.0,1.0
2018-03-08,205.74,206.65,204.32,206.01,189.365823432078,258289,0.0,1.0
2018-03-07,200.96,205.2,199.98,204.28,187.775595411412,324622,0.0,1.0
2018-03-06,199.97,202.93,198.73,202.63,186.258903946614,282031,0.0,1.0
2018-03-05,196.76,200.4,195.62,199.17,183.078447905282,346133,0.0,1.0
2018-03-02,194.79,198.35,191.42,197.86,181.874286802927,492038,0.0,1.0
2018-03-01,205.54,205.54,195.6,196.32,180.45870810245,607422,0.0,1.0
2018-02-28,208.0,208.92,204.48,204.63,188.097317843339,365425,0.0,1.0
2018-02-27,210.07,210.87,207.45,207.57,190.799786271523,219345,0.0,1.0
2018-02-26,210.39,211.7,207.81,210.07,193.097803642429,280180,0.0,1.0
2018-02-23,207.68,210.23,207.13,209.71,192.766889141018,301423,0.0,1.0
2018-02-22,204.13,206.78,203.67,206.08,189.430167918464,354437,0.0,1.0
2018-02-21,203.95,206.99,202.37,202.6,186.231327738164,280260,0.0,1.0
2018-02-20,205.47,208.06,201.73,203.16,186.746083629246,273696,0.0,1.0
2018-02-16,206.88,211.87,203.47,205.74,189.117637556021,396763,0.0,1.0
2018-02-15,206.51,208.21,204.25,207.23,190.48725590908,288937,0.0,1.0
2018-02-14,198.52,204.47,198.32,203.73,187.270031589813,272686,0.0,1.0
2018-02-13,200.33,202.91,198.76,200.03,183.868965880873,265688,0.0,1.0
2018-02-12,200.31,205.05,199.6,201.81,185.505154248958,463158,0.0,1.0
2018-02-09,194.76,199.67,190.17,198.06,182.0581281926,577292,0.0,1.0
2018-02-08,200.77,202.97,192.63,193.04,177.443709311822,343088,0.0,1.0
2018-02-07,198.05,203.14,198.05,200.98,184.742212481817,349449,0.0,1.0
2018-02-06,196.1,201.84,191.57,197.83,181.846710594476,703238,0.0,1.0
2018-02-05,207.68,213.36,196.0,196.0,180.164561878974,534642,0.0,1.0
2018-02-02,212.82,214.46,209.96,209.96,192.996690878109,242422,0.0,1.0
2018-02-01,217.32,218.6,213.54,214.17,196.866552130713,259424,0.0,1.0
2018-01-31,220.52,221.94,217.19,217.91,200.304386117588,267454,0.0,1.0
2018-01-30,219.16,221.42,216.15,220.18,202.39098589037,300650,0.0,1.0
2018-01-29,220.11,222.47,220.05,220.96,203.107967310092,412485,0.0,1.0
2018-01-26,220.08,223.05,217.88,221.09,203.227464213379,163969,0.0,1.0
2018-01-25,218.06,220.33,215.54,219.54,201.802693443418,255990,0.0,1.0
2018-01-24,215.9,218.54,215.03,217.25,199.697709531669,276649,0.0,1.0
2018-01-23,215.82,216.04,212.94,215.43,198.024752885649,195397,0.0,1.0
2018-01-22,216.1,216.1,212.82,215.62,198.199402205838,134686,0.0,1.0
2018-01-19,214.78,216.79,213.99,216.48,198.98992018143,208202,0.0,1.0
2018-01-18,211.78,214.37,211.32,213.99,196.701094880008,194078,0.0,1.0
2018-01-17,210.8,212.12,209.73,211.11,194.053778868725,210848,0.0,1.0
2018-01-16,211.95,212.76,208.51,209.98,193.015075017076,247638,0.0,1.0
2018-01-12,209.77,211.83,208.09,210.68,193.658519880929,270077,0.0,1.0
2018-01-11,206.06,209.02,204.26,208.95,192.068291860263,366905,0.0,1.0
2018-01-10,212.02,212.03,204.26,204.95,188.391464066815,665113,0.0,1.0
2018-01-09,214.32,214.7,211.43,211.67,194.568534759808,264488,0.0,1.0
2018-01-08,213.17,214.31,212.47,214.14,196.838975922262,139037,0.0,1.0
2018-01-05,212.43,213.98,210.88,213.48,196.232299336343,169385,0.0,1.0
2018-01-04,211.8,211.8,209.75,210.98,193.934281965438,215062,0.0,1.0
2018-01-03,207.27,211.4,207.27,210.98,193.934281965438,201892,0.0,1.0
2018-01-02,209.51,209.99,205.88,207.13,190.395335214244,253172,0.0,1.0
2017-12-29,211.0,211.31,208.13,208.26,191.434039065893,257323,0.0,1.0
2017-12-28,208.59,210.83,207.39,210.66,193.640135741962,254602,0.51,1.0
2017-12-27,208.0,209.7,207.2,208.55,191.237629914222,144278,0.0,1.0
2017-12-26,205.99,208.05,205.69,207.6,190.366492304927,159321,0.0,1.0
2017-12-22,207.52,207.78,205.4,205.65,188.578367738479,238017,0.0,1.0
2017-12-21,207.57,208.25,207.05,207.45,190.228944261354,128723,0.0,1.0
2017-12-20,206.82,208.82,204.9,207.47,190.247284000497,137260,0.0,1.0
2017-12-19,207.08,208.59,205.39,205.97,188.871803564768,228654,0.0,1.0
2017-12-18,206.2,207.11,204.42,206.97,189.78879052192,211338,0.0,1.0
2017-12-15,203.03,207.68,203.03,204.67,187.679720520469,451416,0.0,1.0
2017-12-14,206.16,206.39,204.05,204.15,187.202887302749,296978,0.0,1.0
2017-12-13,203.77,209.12,201.95,206.39,189.256938086772,349691,0.0,1.0
2017-12-12,206.28,207.82,205.36,206.68,189.522864304346,222076,0.0,1.0
2017-12-11,206.34,208.12,203.95,206.5,189.357806652059,262839,0.0,1.0
2017-12-08,205.67,206.89,204.17,206.66,189.504524565203,317045,0.0,1.0
2017-12-07,205.24,206.06,204.18,204.55,187.569682085611,378816,0.0,1.0
2017-12-06,205.62,206.66,205.02,205.51,188.449989564477,215143,0.0,1.0
2017-12-05,208.88,209.82,205.49,206.6,189.449505347774,411058,0.0,1.0
2017-12-04,210.44,213.78,208.86,209.03,191.677783653655,480142,0.0,1.0
2017-12-01,209.47,210.52,204.22,208.4,191.100081870649,374634,0.0,1.0
2017-11-30,204.47,210.88,204.47,209.74,192.328844393234,435111,0.0,1.0
2017-11-29,200.46,205.2,200.12,203.83,186.909451476461,334693,0.0,1.0
2017-11-28,196.55,201.47,196.55,201.14,184.442756561719,326992,0.0,1.0
2017-11-27,196.22,197.91,195.54,196.3,180.0045396891,135481,0.0,1.0
2017-11-24,197.0,198.3,195.76,196.4,180.096238384815,85405,0.0,1.0
2017-11-22,197.04,197.43,195.67,196.15,179.866991645527,183382,0.0,1.0
2017-11-21,196.07,197.21,194.77,196.98,180.628090819964,201434,0.0,1.0
2017-11-20,194.49,196.54,194.0,194.8,178.62905925337,157851,0.0,1.0
2017-11-17,194.71,195.67,193.54,194.25,178.124716426936,282704,0.0,1.0
2017-11-16,191.58,196.59,191.58,195.0,178.812456644801,369065,0.0,1.0
2017-11-15,190.0,191.93,188.72,191.32,175.437944642479,316940,0.0,1.0
2017-11-14,188.43,190.56,187.38,190.34,174.539297424469,201112,0.0,1.0
2017-11-13,188.26,189.69,187.35,189.23,173.521441902029,235784,0.0,1.0
2017-11-10,188.16,189.55,187.34,188.79,173.117967640882,212518,0.0,1.0
2017-11-09,191.63,192.5,187.71,188.9,173.218836206169,230066,0.0,1.0
2017-11-08,191.65,193.77,191.1,193.2,177.161880121926,245252,0.0,1.0
2017-11-07,191.89,191.89,189.64,191.65,175.740550338339,197028,0.0,1.0
2017-11-06,189.77,192.07,189.55,191.28,175.401265164193,225576,0.0,1.0
2017-11-03,189.65,192.11,188.51,190.17,174.383409641753,328829,0.0,1.0
2017-11-02,189.23,190.33,187.01,189.83,174.071634076321,277569,0.0,1.0
2017-11-01,192.36,192.36,189.22,189.87,174.108313554607,276219,0.0,1.0
2017-10-31,192.02,193.86,190.95,191.13,175.26371712062,290899,0.0,1.0
2017-10-30,193.38,193.69,190.545,191.14,175.272886990191,229494,0.0,1.0
2017-10-27,194.92,195.89,192.4,193.34,177.290258295927,293557,0.0,1.0
2017-10-26,193.39,196.26,193.16,195.55,179.316799471235,338435,0.0,1.0
2017-10-25,196.01,196.3275,190.36,193.13,177.097691034925,724294,0.0,1.0
2017-10-24,195.71,201.4,194.0,196.57,180.252126167531,792767,0.0,1.0
2017-10-23,185.71,196.36,183.85,193.43,177.372787122071,255503,0.0,1.0
2017-10-20,180.34,181.18,178.12,180.3,165.332748374655,806837,0.0,1.0
2017-10-19,181.42,181.42,178.2001,179.39,164.498290243645,440653,0.0,1.0
2017-10-18,180.63,182.56,180.63,181.82,166.726568549527,206538,0.0,1.0
2017-10-17,181.2,181.7,179.18,180.19,165.231879809368,360194,0.0,1.0
2017-10-16,180.73,181.5,180.18,181.09,166.057168070805,202091,0.0,1.0
2017-10-13,181.81,182.675,180.56,181.21,166.167206505664,234671,0.0,1.0
2017-10-12,180.02,181.76,178.64,181.08,166.047998201234,454991,0.0,1.0
2017-10-11,181.95,181.95,178.59,180.29,165.323578505083,471778,0.0,1.0
2017-10-10,184.67,184.67,181.15,181.5,166.433132723238,353838,0.0,1.0
2017-10-09,184.18,184.97,183.415,184.11,168.826468681407,213341,0.0,1.0
2017-10-06,181.29,185.23,180.9111,184.32,169.019035942409,422522,0.0,1.0
2017-10-05,181.98,183.16,180.44,181.53,166.460642331952,329856,0.0,1.0
2017-10-04,180.24,182.02,179.735,181.39,166.332264157951,264035,0.0,1.0
2017-10-03,179.24,180.51,177.68,180.12,165.167690722367,363926,0.0,1.0
2017-10-02,178.62,181.66,178.35,179.02,164.159005069499,521128,0.0,1.0
2017-09-29,175.8,179.96,175.4465,178.97,164.113155721641,699884,0.0,1.0
2017-09-28,172.77,176.46,172.23,175.92,161.316345502325,460640,0.51,1.0
2017-09-27,173.87,175.2,170.46,173.33,158.481903111251,378886,0.0,1.0
2017-09-26,170.71,174.59,170.55,173.68,158.801920800566,450989,0.0,1.0
2017-09-25,172.09,172.86,169.52,170.55,155.940048321836,400015,0.0,1.0
2017-09-22,171.7,173.37,171.27,172.97,158.152742059384,400322,0.0,1.0
2017-09-21,170.34,171.91,169.54,171.68,156.973248290195,298083,0.0,1.0
2017-09-20,166.28,170.58,166.08,170.37,155.775467795903,393380,0.0,1.0
2017-09-19,167.41,167.5617,164.72,165.83,151.624381197362,359222,0.0,1.0
2017-09-18,167.92,169.1,166.98,167.24,152.913595317173,365833,0.0,1.0
2017-09-15,166.91,168.5092,166.07,167.53,153.178752831177,510830,0.0,1.0
2017-09-14,167.17,167.845,165.96,167.02,152.712441341032,295929,0.0,1.0
2017-09-13,171.6,171.6,167.1,167.48,153.133036018418,604084,0.0,1.0
2017-09-12,168.91,172.14,168.75,171.84,157.119542091025,328111,0.0,1.0
2017-09-11,169.79,169.79,167.065,168.6,154.157092624225,266793,0.0,1.0
2017-09-08,163.17,170.44,162.93,168.87,154.403963413125,563225,0.0,1.0
2017-09-07,163.89,163.89,161.1,163.19,149.210533483673,412639,0.0,1.0
2017-09-06,166.97,167.45,160.63,163.25,149.265393658984,662591,0.0,1.0
2017-09-05,165.34,166.38,164.9,166.14,151.907825436469,376714,0.0,1.0
2017-09-01,166.45,167.14,165.63,165.96,151.743244910536,333631,0.0,1.0
2017-08-31,163.46,165.99,163.26,165.73,151.532947571843,657531,0.0,1.0
2017-08-30,161.37,163.38,160.47,162.94,148.981949419877,408146,0.0,1.0
2017-08-29,161.52,161.91,160.6,161.24,147.427577786062,384530,0.0,1.0
2017-08-28,162.52,162.7162,161.4,162.19,148.296197228488,226043,0.0,1.0
2017-08-25,161.19,162.71,160.38,161.85,147.985322901725,275175,0.0,1.0
2017-08-24,163.17,163.52,160.18,160.6,146.842402582743,342713,0.0,1.0
2017-08-23,165.28,165.97,162.67,163.52,149.512264447884,372405,0.0,1.0
2017-08-22,164.88,166.23,163.7,165.85,151.642667922466,184923,0.0,1.0
2017-08-21,163.95,165.075,163.56,164.37,150.289450264792,176182,0.0,1.0
2017-08-18,164.23,165.73,163.93,164.02,149.969432575477,230517,0.0,1.0
2017-08-17,166.89,168.5,164.92,165.11,150.966059093629,267725,0.0,1.0
2017-08-16,168.06,168.51,167.2,167.48,153.133036018418,238900,0.0,1.0
2017-08-15,168.54,169.32,166.38,167.92,153.535343970699,212060,0.0,1.0
2017-08-14,168.28,169.09,167.85,168.54,154.102232448914,170420,0.0,1.0
2017-08-11,167.95,170.35,167.24,167.37,153.032459030347,271608,0.0,1.0
2017-08-10,170.67,172.58,167.18,167.53,153.178752831177,292161,0.0,1.0
2017-08-09,171.83,172.48,170.91,171.5,156.808667764262,253518,0.0,1.0
2017-08-08,173.28,174.395,172.29,172.4,157.631570393929,222137,0.0,1.0
2017-08-07,172.29,173.53,171.5,173.37,158.518476561458,305815,0.0,1.0
2017-08-04,172.68,173.9399,171.76,172.28,157.521850043307,287882,0.0,1.0
2017-08-03,171.96,172.64,171.13,172.4,157.631570393929,310373,0.0,1.0
2017-08-02,171.01,172.17,170.11,171.95,157.220119079095,385757,0.0,1.0
2017-08-01,171.78,172.12,170.13,171.09,156.433789899636,345800,0.0,1.0
2017-07-31,171.57,172.52,170.83,171.0,156.35149963667,278909,0.0,1.0
2017-07-28,171.96,172.34,169.92,171.02,156.369786361773,365699,0.0,1.0
2017-07-27,169.91,172.61,169.68,172.09,157.348126154821,453311,0.0,1.0
2017-07-26,171.95,173.12,169.31,169.92,155.364016481069,544711,0.0,1.0
2017-07-25,177.4,177.45,171.325,171.96,157.229262441647,903343,0.0,1.0
2017-07-24,178.43,181.16,175.59,176.34,161.234055239358,574875,0.0,1.0
2017-07-21,182.17,182.75,181.47,182.41,166.784076308333,425451,0.0,1.0
2017-07-20,184.93,185.07,182.49,182.57,166.930370109162,208062,0.0,1.0
2017-07-19,184.53,185.12,183.88,184.43,168.631035543807,253882,0.0,1.0
2017-07-18,184.05,184.24,182.61,183.92,168.164724053662,226594,0.0,1.0
2017-07-17,183.98,184.88,183.4,184.32,168.530458555736,185391,0.0,1.0
2017-07-14,184.04,184.97,183.0,183.78,168.036716977936,174542,0.0,1.0
2017-07-13,184.18,185.115,183.09,183.91,168.15558069111,187653,0.0,1.0
2017-07-12,183.73,185.69,183.28,183.81,168.064147065592,217968,0.0,1.0
2017-07-11,184.36,185.45,180.94,182.94,167.268674523581,389449,0.0,1.0
2017-07-10,186.77,187.29,184.38,184.7,168.877906332707,363230,0.0,1.0
2017-07-07,184.16,186.53,184.16,186.22,170.267697440588,253834,0.0,1.0
2017-07-06,185.3,187.49,183.52,183.91,168.15558069111,336374,0.0,1.0
2017-07-05,184.2,186.76,184.2,185.82,169.901962938514,293824,0.0,1.0
2017-07-03,184.5,186.64,183.655,183.87,168.119007240903,249998,0.0,1.0
2017-06-30,183.52,184.97,183.32,183.64,167.90870990221,478364,0.0,1.0
2017-06-29,185.07,185.07,181.25,183.44,167.725842651173,279463,0.0,1.0
2017-06-28,184.6,185.05,183.39,184.5,168.69503908167,428655,0.51,1.0
2017-06-27,185.67,187.21,184.12,184.26,168.011177240087,304219,0.0,1.0
2017-06-26,188.7,188.74,186.25,186.56,170.108353554274,292539,0.0,1.0
2017-06-23,188.67,189.37,186.79,187.61,171.06576013249,606137,0.0,1.0
2017-06-22,191.06,191.5,188.6,188.69,172.05052118437,331069,0.0,1.0
2017-06-21,191.14,192.58,190.08,191.87,174.950095392681,402887,0.0,1.0
2017-06-20,190.28,191.6,190.22,191.25,174.384769603639,358181,0.0,1.0
2017-06-19,189.86,191.79,188.27,191.05,174.202406445884,341967,0.0,1.0
2017-06-16,187.84,188.75,186.575,188.61,171.977575921268,381885,0.0,1.0
2017-06-15,185.3,188.44,185.255,187.72,171.166059869256,348774,0.0,1.0
2017-06-14,184.58,187.59,184.58,186.4,169.96246302807,326627,0.0,1.0
2017-06-13,181.57,185.3699,180.8,184.55,168.275603818832,378984,0.0,1.0
2017-06-12,178.07,182.21,177.73,181.49,165.485447505174,407192,0.0,1.0
2017-06-09,178.91,180.09,178.02,178.66,162.905008822935,213653,0.0,1.0
2017-06-08,178.49,179.82,177.06,178.42,162.686173033628,279301,0.0,1.0
2017-06-07,177.4,180.08,177.14,178.75,162.987072243924,346805,0.0,1.0
2017-06-06,178.81,179.51,177.24,177.71,162.038783823596,369523,0.0,1.0
2017-06-05,178.61,180.43,177.88,179.09,163.297089612109,228084,0.0,1.0
2017-06-02,178.75,179.59,177.73,178.87,163.096490138578,230097,0.0,1.0
2017-06-01,177.69,178.575,176.12,177.81,162.129965402474,337762,0.0,1.0
2017-05-31,176.29,177.65,175.18,177.1,161.482576192442,1420420,0.0,1.0
2017-05-30,174.39,175.91,173.71,175.57,160.087498035613,264220,0.0,1.0
2017-05-26,175.47,176.08,173.78,175.09,159.649826457,272077,0.0,1.0
2017-05-25,175.88,177.055,175.03,176.15,160.616351193104,342439,0.0,1.0
2017-05-24,175.62,177.01,175.02,175.57,160.087498035613,258062,0.0,1.0
2017-05-23,175.99,177.41,175.0,175.38,159.914253035745,267743,0.0,1.0
2017-05-22,176.68,176.81,175.36,175.69,160.196915930266,209597,0.0,1.0
2017-05-19,172.6,176.47,172.28,175.49,160.014552772511,410550,0.0,1.0
2017-05-18,170.68,173.4,169.4,171.7,156.558770933045,382800,0.0,1.0
2017-05-17,170.01,172.01,170.01,171.31,156.203162775422,476485,0.0,1.0
2017-05-16,168.67,172.95,168.55,172.02,156.850551985454,609478,0.0,1.0
2017-05-15,166.16,168.87,166.16,167.88,153.075634619916,312216,0.0,1.0
2017-05-12,167.49,167.49,165.85,166.18,151.525547778995,176423,0.0,1.0
2017-05-11,167.75,168.01,165.13,167.59,152.811208041171,205382,0.0,1.0
2017-05-10,166.88,168.32,165.93,168.23,153.394770145988,307081,0.0,1.0
2017-05-09,167.19,168.66,166.45,166.95,152.227645936354,299061,0.0,1.0
2017-05-08,167.68,167.94,166.46,167.01,152.28235488368,170488,0.0,1.0
2017-05-05,167.93,168.78,167.04,167.85,153.048280146253,249265,0.0,1.0
2017-05-04,167.53,167.95,165.905,167.86,153.057398304141,263841,0.0,1.0
2017-05-03,164.61,166.935,164.61,166.7,151.999691989159,232485,0.0,1.0
2017-05-02,166.94,166.94,164.73,165.46,150.869040411076,283297,0.0,1.0
2017-05-01,166.31,168.71,164.66,166.48,151.799092515628,318620,0.0,1.0
2017-04-28,168.19,169.12,165.27,165.39,150.805213305861,466256,0.0,1.0
2017-04-27,166.99,168.61,166.08,168.27,153.431242777539,331959,0.0,1.0
2017-04-26,169.59,169.84,166.13,167.47,152.701790146518,498044,0.0,1.0
2017-04-25,168.33,170.0,167.03,168.87,153.978332250806,572012,0.0,1.0
2017-04-24,169.47,169.47,161.11,168.32,153.476833566978,1254366,0.0,1.0
2017-04-21,169.18,172.74,166.89,172.43,157.224396458853,330939,0.0,1.0
2017-04-20,168.85,169.93,167.89,169.31,154.379531197868,221885,0.0,1.0
2017-04-19,167.51,169.49,166.95,167.79,152.993571198926,249538,0.0,1.0
2017-04-18,166.76,167.4,165.837,167.11,152.373536462558,159164,0.0,1.0
2017-04-17,166.15,167.45,165.775,167.32,152.565017778201,226110,0.0,1.0
2017-04-13,165.48,166.78,164.73,165.23,150.659322779657,324315,0.0,1.0
2017-04-12,167.19,167.65,164.853,165.47,150.878158568963,211660,0.0,1.0
2017-04-11,166.56,167.99,165.145,167.9,153.093870935692,219562,0.0,1.0
2017-04-10,164.62,167.15,164.62,166.34,151.671438305199,251567,0.0,1.0
2017-04-07,164.66,166.66,164.0,164.61,150.093996990615,294716,0.0,1.0
2017-04-06,164.72,166.74,164.52,165.25,150.677559095432,223062,0.0,1.0
2017-04-05,166.49,167.15,164.05,164.49,149.984579095962,239982,0.0,1.0
2017-04-04,166.26,167.09,165.4,165.87,151.242884884474,197066,0.0,1.0
2017-04-03,168.0,169.07,165.57,166.36,151.689674620975,297551,0.0,1.0
2017-03-31,168.32,168.77,167.21,167.3,152.546781462426,296840,0.0,1.0
2017-03-30,168.6,169.01,167.33,168.23,153.394770145988,273203,0.0,1.0
2017-03-29,168.75,168.86,167.37,168.69,153.814205408826,189953,0.43,1.0
2017-03-28,169.55,170.69,168.65,169.6,154.25076417536,234095,0.0,1.0
2017-03-27,167.93,170.98,167.665,169.99,154.605468173169,405858,0.0,1.0
2017-03-24,170.63,171.96,169.215,169.64,154.287144072571,183243,0.0,1.0
2017-03-23,169.98,171.95,169.98,170.6,155.160261605639,145612,0.0,1.0
2017-03-22,168.77,170.78,167.95,169.94,154.559993301655,173247,0.0,1.0
2017-03-21,172.2,172.79,168.61,168.65,153.386741616595,405203,0.0,1.0
2017-03-20,172.18,172.96,170.75,171.65,156.115233907432,145797,0.0,1.0
2017-03-17,172.01,172.43,170.82,172.03,156.460842930938,400589,0.0,1.0
2017-03-16,167.69,172.61,167.69,172.11,156.533602725361,260749,0.0,1.0
2017-03-15,169.0,172.07,167.85,171.66,156.124328881735,234826,0.0,1.0
2017-03-14,168.07,169.47,167.11,168.42,153.17755720763,241772,0.0,1.0
2017-03-13,167.63,168.8,166.58,168.4,153.159367259025,278836,0.0,1.0
2017-03-10,166.89,168.54,166.31,167.3,152.158920085718,238500,0.0,1.0
2017-03-09,165.49,167.59,165.41,166.54,151.467702038705,220705,0.0,1.0
2017-03-08,165.38,167.13,165.26,165.5,150.521824711215,177170,0.0,1.0
