,IPGP_Open,IPGP_High,IPGP_Low,IPGP_Close,IPGP_Adj Close,IPGP_Volume,IPGP_Dividend Amount,IPGP_Split Coefficient
2019-10-23,138.76,139.215,135.75,136.93,136.93,346879,0.0,1.0
2019-10-22,137.13,139.85,135.87,139.65,139.65,292031,0.0,1.0
2019-10-21,136.39,138.19,135.19,136.74,136.74,385821,0.0,1.0
2019-10-18,134.35,135.18,132.96,134.76,134.76,236848,0.0,1.0
2019-10-17,130.98,135.86,130.925,134.95,134.95,272631,0.0,1.0
2019-10-16,131.77,132.57,128.59,130.09,130.09,318996,0.0,1.0
2019-10-15,125.87,132.99,125.53,131.84,131.84,484131,0.0,1.0
2019-10-14,130.73,130.73,125.16,125.4,125.4,614244,0.0,1.0
2019-10-11,133.86,137.43,133.155,136.01,136.01,415959,0.0,1.0
2019-10-10,127.0,131.42,127.0,129.96,129.96,419183,0.0,1.0
2019-10-09,126.27,128.22,125.44,127.08,127.08,273226,0.0,1.0
2019-10-08,129.26,129.865,124.55,124.72,124.72,401026,0.0,1.0
2019-10-07,130.86,132.825,130.27,131.68,131.68,297629,0.0,1.0
2019-10-04,129.27,132.27,125.0185,131.82,131.82,342441,0.0,1.0
2019-10-03,128.9,129.74,126.69,128.78,128.78,348130,0.0,1.0
2019-10-02,130.12,130.58,126.77,128.92,128.92,462035,0.0,1.0
2019-10-01,137.18,138.7815,131.44,132.36,132.36,313034,0.0,1.0
2019-09-30,134.2,136.0,133.0,135.6,135.6,272697,0.0,1.0
2019-09-27,134.68,135.77,132.27,132.83,132.83,201958,0.0,1.0
2019-09-26,134.39,134.53,132.27,134.08,134.08,227209,0.0,1.0
2019-09-25,130.4,134.51,128.64,134.22,134.22,387630,0.0,1.0
2019-09-24,135.35,135.35,129.3,129.91,129.91,337377,0.0,1.0
2019-09-23,131.99,135.14,131.33,133.83,133.83,357962,0.0,1.0
2019-09-20,137.27,138.29,132.765,133.08,133.08,457143,0.0,1.0
2019-09-19,138.75,139.45,136.28,137.05,137.05,296175,0.0,1.0
2019-09-18,141.53,141.53,136.95,139.19,139.19,401345,0.0,1.0
2019-09-17,144.85,144.85,141.65,141.87,141.87,239354,0.0,1.0
2019-09-16,145.33,146.39,143.44,145.46,145.46,234517,0.0,1.0
2019-09-13,147.44,148.41,145.8,146.34,146.34,318577,0.0,1.0
2019-09-12,149.17,150.0,146.0371,146.82,146.82,396148,0.0,1.0
2019-09-11,144.09,148.98,141.6,148.87,148.87,664839,0.0,1.0
2019-09-10,137.39,142.82,136.3,142.77,142.77,474621,0.0,1.0
2019-09-09,135.2,138.58,134.01,138.43,138.43,414112,0.0,1.0
2019-09-06,134.95,135.51,132.41,133.51,133.51,487451,0.0,1.0
2019-09-05,127.91,135.895,127.115,134.37,134.37,675568,0.0,1.0
2019-09-04,119.87,125.14,119.6,124.69,124.69,509044,0.0,1.0
2019-09-03,122.08,122.08,117.19,117.26,117.26,502256,0.0,1.0
2019-08-30,123.24,124.02,121.89,123.73,123.73,378165,0.0,1.0
2019-08-29,120.39,123.15,120.04,122.62,122.62,318601,0.0,1.0
2019-08-28,115.98,118.38,115.21,117.9,117.9,277319,0.0,1.0
2019-08-27,119.12,119.8,115.9,116.52,116.52,336563,0.0,1.0
2019-08-26,120.7,121.16,117.22,117.92,117.92,522741,0.0,1.0
2019-08-23,123.25,123.58,116.17,118.26,118.26,518498,0.0,1.0
2019-08-22,125.17,125.74,123.1,124.73,124.73,262376,0.0,1.0
2019-08-21,124.53,126.1,123.15,124.24,124.24,298093,0.0,1.0
2019-08-20,123.54,125.285,122.56,123.18,123.18,388510,0.0,1.0
2019-08-19,122.88,125.435,121.57,124.16,124.16,491967,0.0,1.0
2019-08-16,117.22,119.9,117.22,119.42,119.42,439990,0.0,1.0
2019-08-15,116.8,117.7,115.34,116.62,116.62,386069,0.0,1.0
2019-08-14,118.76,119.41,115.7,116.45,116.45,470989,0.0,1.0
2019-08-13,118.59,123.71,117.43,121.98,121.98,369655,0.0,1.0
2019-08-12,120.12,120.63,117.75,118.62,118.62,350039,0.0,1.0
2019-08-09,123.88,124.56,120.2375,121.71,121.71,329421,0.0,1.0
2019-08-08,120.44,124.83,120.01,124.74,124.74,541602,0.0,1.0
2019-08-07,117.25,119.475,116.22,118.97,118.97,593940,0.0,1.0
2019-08-06,120.18,123.0,118.29,120.06,120.06,468526,0.0,1.0
2019-08-05,115.35,118.6472,113.67,118.06,118.06,929828,0.0,1.0
2019-08-02,123.47,125.03,118.0,118.5,118.5,951820,0.0,1.0
2019-08-01,130.01,130.96,123.21,125.97,125.97,959807,0.0,1.0
2019-07-31,136.88,137.26,130.385,131.01,131.01,627026,0.0,1.0
2019-07-30,132.48,143.61,129.51,137.22,137.22,882579,0.0,1.0
2019-07-29,140.56,141.02,137.27,139.42,139.42,696538,0.0,1.0
2019-07-26,142.26,143.72,140.5,141.19,141.19,330277,0.0,1.0
2019-07-25,143.43,143.43,140.36,141.13,141.13,492200,0.0,1.0
2019-07-24,139.47,143.83,139.45,143.68,143.68,427024,0.0,1.0
2019-07-23,136.14,140.66,136.0,140.49,140.49,524304,0.0,1.0
2019-07-22,132.49,135.7,132.22,134.98,134.98,694314,0.0,1.0
2019-07-19,131.06,133.15,130.52,131.6,131.6,444517,0.0,1.0
2019-07-18,130.83,130.93,128.3357,130.69,130.69,591694,0.0,1.0
2019-07-17,132.45,133.32,130.8998,130.97,130.97,528269,0.0,1.0
2019-07-16,135.32,135.82,130.55,132.86,132.86,608348,0.0,1.0
2019-07-15,140.9,141.24,134.18,135.1,135.1,637745,0.0,1.0
2019-07-12,139.25,141.78,138.94,140.67,140.67,344928,0.0,1.0
2019-07-11,142.73,142.73,138.06,138.17,138.17,610143,0.0,1.0
2019-07-10,142.14,143.3,140.48,141.92,141.92,802054,0.0,1.0
2019-07-09,140.27,142.04,139.91,140.93,140.93,559739,0.0,1.0
2019-07-08,147.41,147.98,140.61,141.23,141.23,694750,0.0,1.0
2019-07-05,154.02,154.47,148.36,149.0,149.0,473896,0.0,1.0
2019-07-03,155.0,157.91,153.57,155.72,155.72,737417,0.0,1.0
2019-07-02,155.85,156.58,153.6,154.59,154.59,364915,0.0,1.0
2019-07-01,162.5,166.49,155.35,156.66,156.66,590955,0.0,1.0
2019-06-28,151.74,155.11,151.74,154.25,154.25,983542,0.0,1.0
2019-06-27,149.26,151.28,148.26,150.52,150.52,329075,0.0,1.0
2019-06-26,145.54,148.75,143.92,148.18,148.18,263499,0.0,1.0
2019-06-25,146.66,146.66,143.88,143.89,143.89,465413,0.0,1.0
2019-06-24,146.48,148.4291,145.99,146.16,146.16,312776,0.0,1.0
2019-06-21,143.61,146.89,143.33,146.48,146.48,578748,0.0,1.0
2019-06-20,144.81,146.65,142.6,144.61,144.61,419594,0.0,1.0
2019-06-19,139.42,141.24,138.52,140.69,140.69,449575,0.0,1.0
2019-06-18,134.71,139.23,134.005,138.4,138.4,566565,0.0,1.0
2019-06-17,131.93,133.94,130.86,132.39,132.39,247362,0.0,1.0
2019-06-14,135.93,135.93,130.31,131.94,131.94,439528,0.0,1.0
2019-06-13,134.13,138.311,134.04,137.31,137.31,449409,0.0,1.0
2019-06-12,135.68,136.14,131.29,133.17,133.17,480641,0.0,1.0
2019-06-11,135.56,136.96,135.1009,136.09,136.09,481651,0.0,1.0
2019-06-10,133.37,135.61,132.0827,132.92,132.92,357964,0.0,1.0
2019-06-07,131.49,132.56,129.85,131.8,131.8,478133,0.0,1.0
2019-06-06,130.77,131.33,128.59,130.65,130.65,300884,0.0,1.0
2019-06-05,132.9,133.67,127.99,130.41,130.41,358249,0.0,1.0
2019-06-04,129.04,131.67,127.36,131.54,131.54,291584,0.0,1.0
2019-06-03,125.53,127.76,124.91,126.6,126.6,544677,0.0,1.0
2019-05-31,126.42,126.99,124.85,125.17,125.17,388572,0.0,1.0
2019-05-30,129.52,131.46,127.48,128.46,128.46,245263,0.0,1.0
2019-05-29,128.87,130.21,125.955,129.51,129.51,606802,0.0,1.0
2019-05-28,131.33,131.705,129.3,129.65,129.65,561652,0.0,1.0
2019-05-24,131.9,132.48,130.95,131.01,131.01,322383,0.0,1.0
2019-05-23,130.8,132.73,129.01,130.49,130.49,566615,0.0,1.0
2019-05-22,133.05,135.34,133.0,133.81,133.81,413954,0.0,1.0
2019-05-21,131.92,135.37,131.92,134.08,134.08,573029,0.0,1.0
2019-05-20,131.68,131.71,128.475,130.08,130.08,814421,0.0,1.0
2019-05-17,135.88,139.72,133.79,134.05,134.05,900204,0.0,1.0
2019-05-16,145.52,145.52,137.95,138.01,138.01,833753,0.0,1.0
2019-05-15,143.74,147.72,143.74,145.58,145.58,472850,0.0,1.0
2019-05-14,144.11,147.89,143.5,145.86,145.86,474864,0.0,1.0
2019-05-13,142.86,148.04,142.27,142.41,142.41,667747,0.0,1.0
2019-05-10,152.62,154.52,149.16,153.69,153.69,378999,0.0,1.0
2019-05-09,155.27,155.64,149.61,153.62,153.62,802165,0.0,1.0
2019-05-08,157.45,161.22,155.67,158.63,158.63,483813,0.0,1.0
2019-05-07,160.03,161.21,154.69,158.56,158.56,647867,0.0,1.0
2019-05-06,165.0,166.66,161.1,161.51,161.51,871300,0.0,1.0
2019-05-03,170.91,172.0,168.915,171.49,171.49,579300,0.0,1.0
2019-05-02,170.31,173.77,168.16,169.79,169.79,632601,0.0,1.0
2019-05-01,172.1,176.08,170.085,170.84,170.84,550272,0.0,1.0
2019-04-30,167.55,177.92,162.79,174.73,174.73,1022270,0.0,1.0
2019-04-29,173.29,175.03,171.96,173.01,173.01,463997,0.0,1.0
2019-04-26,173.08,174.125,169.59,173.8,173.8,711231,0.0,1.0
2019-04-25,180.7,180.7,173.36,173.69,173.69,707918,0.0,1.0
2019-04-24,178.66,181.86,177.74,181.63,181.63,545836,0.0,1.0
2019-04-23,177.17,179.86,176.46,178.69,178.69,436835,0.0,1.0
2019-04-22,179.51,182.17,174.0,176.55,176.55,491939,0.0,1.0
2019-04-18,173.26,175.81,172.11,175.48,175.48,281036,0.0,1.0
2019-04-17,173.56,174.61,170.47,173.76,173.76,453464,0.0,1.0
2019-04-16,170.37,172.13,169.5,172.03,172.03,338994,0.0,1.0
2019-04-15,168.64,170.32,167.31,169.23,169.23,355663,0.0,1.0
2019-04-12,168.0,169.12,166.68,168.92,168.92,444830,0.0,1.0
2019-04-11,164.855,167.5,164.7,166.32,166.32,334781,0.0,1.0
2019-04-10,165.03,166.93,164.13,166.57,166.57,320871,0.0,1.0
2019-04-09,167.6,168.4581,164.05,164.66,164.66,361321,0.0,1.0
2019-04-08,167.28,169.595,165.42,168.96,168.96,477874,0.0,1.0
2019-04-05,168.86,170.0,165.885,167.03,167.03,328497,0.0,1.0
2019-04-04,166.15,169.71,166.15,167.6,167.6,523129,0.0,1.0
2019-04-03,164.09,170.32,164.09,166.56,166.56,569699,0.0,1.0
2019-04-02,161.61,163.5,159.59,162.27,162.27,465806,0.0,1.0
2019-04-01,153.44,162.42,153.41,162.09,162.09,688187,0.0,1.0
2019-03-29,149.69,152.2,148.54,151.78,151.78,509216,0.0,1.0
2019-03-28,148.21,151.15,147.29,148.17,148.17,402503,0.0,1.0
2019-03-27,148.74,150.89,145.47,147.86,147.86,601877,0.0,1.0
2019-03-26,146.85,150.9199,146.81,148.28,148.28,419175,0.0,1.0
2019-03-25,144.08,145.28,142.0,144.74,144.74,377908,0.0,1.0
2019-03-22,151.85,152.2,144.47,144.77,144.77,404290,0.0,1.0
2019-03-21,148.17,153.9,147.815,153.09,153.09,420498,0.0,1.0
2019-03-20,151.52,152.85,147.55,147.65,147.65,297883,0.0,1.0
2019-03-19,150.74,154.64,149.6,151.72,151.72,350914,0.0,1.0
2019-03-18,153.67,154.035,149.32,149.5,149.5,312423,0.0,1.0
2019-03-15,150.2,155.99,150.19,153.61,153.61,702767,0.0,1.0
2019-03-14,153.49,154.14,149.11,149.51,149.51,460693,0.0,1.0
2019-03-13,152.99,155.49,152.35,153.9,153.9,242631,0.0,1.0
2019-03-12,152.2,153.39,150.53,152.16,152.16,305969,0.0,1.0
2019-03-11,148.25,151.7,148.0,151.32,151.32,429352,0.0,1.0
2019-03-08,145.34,148.42,144.48,148.09,148.09,232600,0.0,1.0
2019-03-07,152.04,152.04,147.54,147.99,147.99,390635,0.0,1.0
2019-03-06,155.74,155.74,152.18,152.35,152.35,269200,0.0,1.0
2019-03-05,156.18,157.8,154.19,156.08,156.08,231785,0.0,1.0
2019-03-04,157.8,159.77,154.79,156.36,156.36,322384,0.0,1.0
2019-03-01,155.96,158.24,155.11,156.68,156.68,238552,0.0,1.0
2019-02-28,156.93,156.93,154.2,155.03,155.03,387819,0.0,1.0
2019-02-27,159.05,160.14,156.27,157.83,157.83,372747,0.0,1.0
2019-02-26,160.51,161.98,158.95,159.58,159.58,321085,0.0,1.0
2019-02-25,158.22,162.23,158.1901,161.18,161.18,691571,0.0,1.0
2019-02-22,154.99,156.55,153.98,156.43,156.43,267376,0.0,1.0
2019-02-21,153.06,155.01,152.9,154.05,154.05,412962,0.0,1.0
2019-02-20,153.64,154.69,152.06,153.22,153.22,214626,0.0,1.0
2019-02-19,153.92,154.73,151.16,153.0,153.0,642842,0.0,1.0
2019-02-15,150.83,155.45,150.1,154.88,154.88,770685,0.0,1.0
2019-02-14,149.41,152.38,147.54,149.56,149.56,904066,0.0,1.0
2019-02-13,147.45,149.99,144.8,149.39,149.39,864233,0.0,1.0
2019-02-12,137.48,150.365,134.0,147.15,147.15,1325057,0.0,1.0
2019-02-11,139.0,139.32,136.58,137.25,137.25,610883,0.0,1.0
2019-02-08,135.61,138.8,134.76,138.8,138.8,441183,0.0,1.0
2019-02-07,140.17,140.45,136.09,136.77,136.77,332524,0.0,1.0
2019-02-06,137.65,141.885,137.65,141.39,141.39,421531,0.0,1.0
2019-02-05,136.88,138.135,135.855,137.64,137.64,236726,0.0,1.0
2019-02-04,136.66,137.26,134.53,136.62,136.62,227693,0.0,1.0
2019-02-01,133.42,137.04,133.1,136.93,136.93,602436,0.0,1.0
