,NOC_Open,NOC_High,NOC_Low,NOC_Close,NOC_Adj Close,NOC_Volume,NOC_Dividend Amount,NOC_Split Coefficient
2019-11-12,349.43,352.68,349.39,351.69,324.165741616291,523617,0.0,1.0
2019-11-11,348.6,351.73,347.42,350.0,322.608005816776,559065,0.0,1.0
2019-11-08,342.93,350.69,342.93,350.11,322.709396904318,833926,0.0,1.0
2019-11-07,344.01,345.32,341.16,343.43,316.552192679015,1197261,0.0,1.0
2019-11-06,339.18,344.37,338.1,344.02,317.096017603106,1218392,0.0,1.0
2019-11-05,340.0,343.17,335.94,337.85,311.408899329136,2463816,0.0,1.0
2019-11-04,353.65,353.65,338.46,340.67,314.00819811886,2046878,0.0,1.0
2019-11-01,353.35,355.96,351.13,352.13,324.571305966461,1173977,0.0,1.0
2019-10-31,353.38,355.81,350.35,352.48,324.893913972277,839424,0.0,1.0
2019-10-30,348.05,354.73,347.25,354.08,326.36869342744,849476,0.0,1.0
2019-10-29,346.45,350.16,345.85,347.17,319.999489655457,749295,0.0,1.0
2019-10-28,345.74,348.44,344.28,346.53,319.409577873392,1401653,0.0,1.0
2019-10-25,357.58,358.21,344.89,345.0,317.999320019393,1613769,0.0,1.0
2019-10-24,348.0,360.23,340.2,356.91,328.977209588758,1356670,0.0,1.0
2019-10-23,352.0,353.77,348.34,353.2,325.5575647271,1175638,0.0,1.0
2019-10-22,347.5,355.16,347.0,352.38,324.80174025633,1204645,0.0,1.0
2019-10-21,352.61,354.14,349.82,350.39,322.967483308971,1182777,0.0,1.0
2019-10-18,357.35,357.51,347.74,349.62,322.257745696175,2221615,0.0,1.0
2019-10-17,364.53,366.01,355.89,356.27,328.387297806693,1081575,0.0,1.0
2019-10-16,361.94,365.16,361.31,364.69,336.148324689485,555013,0.0,1.0
2019-10-15,366.31,368.48,361.13,361.94,333.613547500925,744900,0.0,1.0
2019-10-14,363.05,369.3,362.68,366.42,337.74292997538,659453,0.0,1.0
2019-10-11,372.45,372.45,358.73,362.22,333.871633905579,1577500,0.0,1.0
2019-10-10,367.53,371.03,366.54,368.75,339.89057755696,1006114,0.0,1.0
2019-10-09,370.17,371.33,366.02,367.63,338.858231938346,1269255,0.0,1.0
2019-10-08,366.0,372.17,363.62,368.44,339.604839037522,736236,0.0,1.0
2019-10-07,368.02,371.1,366.96,367.92,339.125535714595,596421,0.0,1.0
2019-10-04,365.29,370.13,363.58,368.98,340.10257710364,956743,0.0,1.0
2019-10-03,362.34,364.99,359.25,364.33,335.816499312074,835604,0.0,1.0
2019-10-02,366.35,368.55,359.23,362.5,334.129720310232,1450981,0.0,1.0
2019-10-01,375.97,377.09,367.66,367.79,339.005709883863,1047021,0.0,1.0
2019-09-30,372.38,378.58,372.38,374.79,345.457870000198,877130,0.0,1.0
2019-09-27,381.17,382.9,368.81,371.18,342.130398854488,1119632,0.0,1.0
2019-09-26,376.21,383.89,373.68,382.15,352.241855493945,1260901,0.0,1.0
2019-09-25,371.03,375.37,369.13,375.01,345.660652175283,1353083,0.0,1.0
2019-09-24,371.47,374.52,366.55,369.51,340.591097798162,1135357,0.0,1.0
2019-09-23,368.17,372.28,365.8,369.13,340.240837677561,984837,0.0,1.0
2019-09-20,376.57,377.68,368.11,368.18,339.365187376058,3500599,0.0,1.0
2019-09-19,376.88,380.46,374.53,375.58,346.186042356184,1029423,0.0,1.0
2019-09-18,376.4,378.69,371.04,377.42,347.882038729621,1207668,0.0,1.0
2019-09-17,371.44,376.99,367.83,374.47,345.162914109166,1152406,0.0,1.0
2019-09-16,368.5,372.8,365.01,371.43,342.360833144357,988640,0.0,1.0
2019-09-13,366.7,367.5,363.21,363.68,335.217370158414,704383,0.0,1.0
2019-09-12,361.72,365.76,357.76,365.22,336.636845384008,776451,0.0,1.0
2019-09-11,355.17,359.66,353.92,358.85,330.765379678143,1149870,0.0,1.0
2019-09-10,352.6,355.18,341.24,355.09,327.299647958511,1534881,0.0,1.0
2019-09-09,367.57,368.05,354.99,355.83,327.981733456524,1269400,0.0,1.0
2019-09-06,369.59,371.58,366.94,367.77,338.987275140673,536401,1.32,1.0
2019-09-05,375.0,375.0,366.96,368.43,338.38110428372,698451,0.0,1.0
2019-09-04,368.64,372.13,366.86,372.06,341.715043996962,626414,0.0,1.0
2019-09-03,364.65,367.19,362.5,366.23,336.360534760543,665967,0.0,1.0
2019-08-30,370.59,371.33,367.22,367.87,337.866777496002,578823,0.0,1.0
2019-08-29,368.01,368.81,364.25,367.93,337.921883937543,626332,0.0,1.0
2019-08-28,363.34,368.4,361.16,363.9,334.220567947359,573259,0.0,1.0
2019-08-27,367.53,367.53,361.6,364.18,334.477731341218,410956,0.0,1.0
2019-08-26,364.12,366.82,361.5,366.65,336.746279851331,445980,0.0,1.0
2019-08-23,369.49,373.14,359.78,361.5,332.016310285712,673106,0.0,1.0
2019-08-22,369.5,373.48,366.58,372.02,341.678306369268,640357,0.0,1.0
2019-08-21,372.13,373.19,366.5,369.14,339.033197175291,654976,0.0,1.0
2019-08-20,370.13,372.88,368.29,369.01,338.913799885285,517205,0.0,1.0
2019-08-19,371.8,372.53,369.7,370.08,339.896531426103,548423,0.0,1.0
2019-08-16,367.82,369.29,364.79,367.91,337.903515123696,841575,0.0,1.0
2019-08-15,363.0,366.04,359.6,365.22,335.432909661266,705884,0.0,1.0
2019-08-14,365.56,367.52,360.35,361.42,331.942835030323,871854,0.0,1.0
2019-08-13,375.56,377.34,368.91,370.66,340.429227027668,1002897,0.0,1.0
2019-08-12,368.15,373.99,367.35,373.21,342.771250793169,1356060,0.0,1.0
2019-08-09,368.8,374.68,364.64,370.54,340.319014144585,896880,0.0,1.0
2019-08-08,364.55,372.41,363.42,368.96,338.867877850667,1434844,0.0,1.0
2019-08-07,351.94,363.41,350.35,361.42,331.942835030323,1486273,0.0,1.0
2019-08-06,349.99,355.43,348.19,354.25,325.35761526615,1007158,0.0,1.0
2019-08-05,337.77,346.79,334.96,342.81,314.850653745629,968500,0.0,1.0
2019-08-02,345.0,346.98,338.52,341.16,313.335226603246,621727,0.0,1.0
2019-08-01,345.27,350.34,343.93,345.02,316.880407675729,660498,0.0,1.0
2019-07-31,351.04,353.99,344.46,345.57,317.385550056524,1105149,0.0,1.0
2019-07-30,354.25,355.31,349.27,352.91,324.126904738397,603389,0.0,1.0
2019-07-29,352.54,356.01,350.9,355.43,326.441375283127,698662,0.0,1.0
2019-07-26,353.61,354.47,349.5,352.52,323.768712868379,896516,0.0,1.0
2019-07-25,345.97,358.96,344.31,354.72,325.789282391556,1888643,0.0,1.0
2019-07-24,323.88,344.78,321.61,342.97,314.997604256405,1895348,0.0,1.0
2019-07-23,326.3,326.48,318.9,323.99,297.56559991554,1587762,0.0,1.0
2019-07-22,321.01,324.04,320.35,323.2,296.840031768581,604570,0.0,1.0
2019-07-19,323.46,324.92,321.17,322.16,295.884853448534,881363,0.0,1.0
2019-07-18,322.0,322.03,319.07,321.14,294.948043942333,637931,0.0,1.0
2019-07-17,323.16,324.14,319.59,322.0,295.737902937757,567728,0.0,1.0
2019-07-16,325.59,326.76,323.0,323.83,297.418649404763,625400,0.0,1.0
2019-07-15,330.1,330.26,324.2,325.27,298.741204001752,624642,0.0,1.0
2019-07-12,326.28,329.61,323.26,329.53,302.653761351177,654705,0.0,1.0
2019-07-11,324.57,328.26,324.02,324.93,298.428934166352,718830,0.0,1.0
2019-07-10,326.16,328.8,323.85,324.06,297.629890764005,452107,0.0,1.0
2019-07-09,323.26,325.95,321.1,325.81,299.237161975623,481695,0.0,1.0
2019-07-08,324.03,325.87,322.5,323.99,297.56559991554,377147,0.0,1.0
2019-07-05,324.53,325.26,320.81,325.2,298.676913153287,325620,0.0,1.0
2019-07-03,325.0,325.58,322.72,325.25,298.722835187905,351974,0.0,1.0
2019-07-02,319.83,323.99,319.21,323.69,297.290067707834,547492,0.0,1.0
2019-07-01,325.0,325.0,317.88,318.54,292.560098142215,746438,0.0,1.0
2019-06-28,318.23,323.93,316.45,323.11,296.757372106269,842820,0.0,1.0
2019-06-27,319.13,319.7,316.26,318.28,292.321303562203,640858,0.0,1.0
2019-06-26,321.26,322.74,318.06,318.7,292.707048652991,590547,0.0,1.0
2019-06-25,322.21,323.44,319.5,321.15,294.957228349257,559185,0.0,1.0
2019-06-24,322.82,324.52,321.36,321.48,295.260313777733,359188,0.0,1.0
2019-06-21,324.89,324.93,320.73,322.16,295.884853448534,1096624,0.0,1.0
2019-06-20,317.74,324.35,317.74,323.82,297.40946499784,1195726,0.0,1.0
2019-06-19,313.24,315.59,312.06,315.19,289.483321822831,698691,0.0,1.0
2019-06-18,310.62,315.46,309.48,313.19,287.646440438125,679029,0.0,1.0
2019-06-17,310.85,310.85,307.09,309.47,284.22984106257,572478,0.0,1.0
2019-06-14,308.45,310.48,306.59,309.43,284.193103434876,768330,0.0,1.0
2019-06-13,306.22,308.25,300.44,307.63,282.53991018864,1327577,0.0,1.0
2019-06-12,301.2,305.28,299.96,304.85,279.986645063898,771468,0.0,1.0
2019-06-11,311.31,312.81,298.23,300.73,276.202669411403,1603519,0.0,1.0
2019-06-10,323.0,323.73,310.21,311.31,285.9197719365,1088771,0.0,1.0
2019-06-07,315.89,319.37,314.32,318.29,292.330487969126,1010063,0.0,1.0
2019-06-06,316.78,317.32,314.38,314.82,289.14349876666,595024,0.0,1.0
2019-06-05,313.9,316.99,312.54,316.77,290.934458116749,702996,0.0,1.0
2019-06-04,307.87,313.75,307.76,312.27,286.80147500116,796699,0.0,1.0
2019-06-03,303.01,308.38,303.01,306.94,281.906186110917,746465,0.0,1.0
2019-05-31,304.56,307.83,303.13,303.25,278.517139956133,667679,1.32,1.0
2019-05-30,306.98,311.22,306.98,309.81,283.308911349803,1099479,0.0,1.0
2019-05-29,306.78,307.72,303.7,306.01,279.833962629203,582183,0.0,1.0
2019-05-28,310.88,312.75,307.6,308.23,281.864064250185,1419730,0.0,1.0
2019-05-24,312.42,314.8,309.77,312.07,285.375591378371,723683,0.0,1.0
2019-05-23,313.7,314.21,308.11,311.09,284.479420392532,1116929,0.0,1.0
2019-05-22,315.74,317.06,314.37,316.63,289.545529843091,952089,0.0,1.0
2019-05-21,315.13,317.5,309.6,316.24,289.188890369135,1385329,0.0,1.0
2019-05-20,306.3,315.01,306.01,314.58,287.670886454346,1427492,0.0,1.0
2019-05-17,302.84,308.73,301.56,306.69,280.455795558152,1172035,0.0,1.0
2019-05-16,296.25,306.35,295.76,304.71,278.645164382681,1046228,0.0,1.0
2019-05-15,293.81,296.79,291.3,294.49,269.299381244645,619943,0.0,1.0
2019-05-14,295.82,299.97,294.5,295.64,270.351010462722,1256915,0.0,1.0
2019-05-13,295.02,296.73,292.18,295.48,270.204696832381,987031,0.0,1.0
2019-05-10,294.63,301.0,293.93,300.8,275.069625041221,1417963,0.0,1.0
2019-05-09,287.79,296.25,287.13,295.0,269.765755941357,1125706,0.0,1.0
2019-05-08,288.25,291.52,287.71,290.56,265.705552699393,667770,0.0,1.0
2019-05-07,289.53,289.83,284.56,288.38,263.712029485995,731754,0.0,1.0
2019-05-06,287.5,292.37,286.77,291.34,266.418831647305,548970,0.0,1.0
2019-05-03,291.05,292.24,290.33,292.04,267.058953780047,974785,0.0,1.0
2019-05-02,288.49,291.12,286.69,289.93,265.129442779925,1028080,0.0,1.0
2019-05-01,289.94,292.93,288.96,289.31,264.562477462353,825808,0.0,1.0
2019-04-30,288.47,290.7,286.52,289.91,265.111153576132,930980,0.0,1.0
2019-04-29,283.59,287.69,282.49,286.0,261.535614234672,954409,0.0,1.0
2019-04-26,279.86,284.84,277.64,283.13,258.911113490429,953246,0.0,1.0
2019-04-25,279.4,281.09,273.7,279.19,255.30814034328,1298446,0.0,1.0
2019-04-24,289.55,290.45,278.25,280.0,256.048853096882,2439452,0.0,1.0
2019-04-23,287.7,294.92,287.43,292.61,267.580196088138,1678892,0.0,1.0
2019-04-22,280.19,283.27,278.76,282.89,258.691643044917,494907,0.0,1.0
2019-04-18,279.27,282.6,278.11,281.16,257.109626916854,545573,0.0,1.0
2019-04-17,283.46,283.8,278.68,278.77,254.924067063635,665882,0.0,1.0
2019-04-16,280.5,282.27,279.66,281.61,257.521134002189,608802,0.0,1.0
2019-04-15,282.92,283.64,280.2,280.22,256.250034338601,474381,0.0,1.0
2019-04-12,278.26,283.35,278.26,283.05,258.837956675258,1108692,0.0,1.0
2019-04-11,272.05,277.92,271.52,277.39,253.662112001943,661907,0.0,1.0
2019-04-10,272.98,273.87,269.42,270.53,247.388915101069,774486,0.0,1.0
2019-04-09,275.27,276.22,272.7,273.47,250.077428058586,484232,0.0,1.0
2019-04-08,275.0,277.22,273.48,276.9,253.214026509023,607553,0.0,1.0
2019-04-05,274.8,276.36,272.22,276.3,252.665350395244,734415,0.0,1.0
2019-04-04,267.51,273.1,266.74,271.01,247.827855992092,1129137,0.0,1.0
2019-04-03,273.88,273.88,264.5,266.76,243.941400186158,1321570,0.0,1.0
2019-04-02,274.35,275.54,272.6,273.33,249.949403632038,542650,0.0,1.0
2019-04-01,271.13,275.62,271.13,274.11,250.662682579951,759206,0.0,1.0
2019-03-29,268.84,270.65,268.07,269.6,246.538467124712,934956,0.0,1.0
2019-03-28,265.14,267.58,263.82,267.0,244.160870631669,1080253,0.0,1.0
2019-03-27,265.81,268.5,263.29,263.92,241.344333247604,809707,0.0,1.0
2019-03-26,270.6,271.36,263.92,265.85,243.109241413593,1070760,0.0,1.0
2019-03-25,269.01,270.02,266.85,268.6,245.62400693508,557318,0.0,1.0
2019-03-22,271.99,271.99,267.2,268.36,245.404536489568,830114,0.0,1.0
2019-03-21,269.33,273.71,269.22,272.48,249.172112470851,612367,0.0,1.0
2019-03-20,271.01,272.77,268.51,270.46,247.324902887795,869095,0.0,1.0
2019-03-19,276.05,278.65,270.57,271.01,247.827855992092,1029480,0.0,1.0
2019-03-18,271.39,275.82,270.62,274.89,251.375961527863,1203952,0.0,1.0
2019-03-15,274.3,275.51,270.08,271.21,248.010748030019,2701634,0.0,1.0
2019-03-14,278.44,280.21,274.32,274.75,251.247937101315,804127,0.0,1.0
2019-03-13,275.02,280.63,274.41,279.16,255.280706537591,896786,0.0,1.0
2019-03-12,279.41,280.0,274.41,275.17,251.63201038096,1016260,0.0,1.0
2019-03-11,273.96,279.37,272.58,279.22,255.335574148969,758812,0.0,1.0
2019-03-08,275.51,276.17,272.41,275.96,252.354433930769,636735,0.0,1.0
2019-03-07,280.01,280.01,273.04,276.44,252.793374821793,1307074,0.0,1.0
2019-03-06,283.31,284.95,280.38,280.46,256.469504784112,547188,0.0,1.0
2019-03-05,283.78,284.96,282.3,282.87,258.673353841125,667752,0.0,1.0
2019-03-04,287.54,290.33,282.1,283.1,258.88367968474,704876,0.0,1.0
2019-03-01,291.0,291.35,285.62,287.0,262.450074424304,789963,0.0,1.0
2019-02-28,286.2,291.55,286.0,289.96,265.156876585613,1037788,0.0,1.0
2019-02-27,285.7,287.36,284.38,286.77,262.239748580688,808963,0.0,1.0
2019-02-26,286.73,289.03,285.78,286.55,262.038567338969,530263,0.0,1.0
2019-02-25,290.0,290.17,286.53,287.05,262.495797433785,548325,0.0,1.0
2019-02-22,288.0,288.9,286.0,288.71,264.013801348574,613753,1.2,1.0
2019-02-21,288.38,288.51,285.6,287.5,261.819074497999,608879,0.0,1.0
2019-02-20,287.84,288.43,286.31,288.22,262.474760528046,1025231,0.0,1.0
2019-02-19,285.99,287.72,284.58,287.35,261.68247324174,651049,0.0,1.0
2019-02-15,283.41,287.07,282.55,286.98,261.345523476299,929516,0.0,1.0
2019-02-14,281.6,282.03,279.12,280.6,255.535416710047,842818,0.0,1.0
2019-02-13,285.95,286.08,282.77,283.3,257.994239322724,1254044,0.0,1.0
2019-02-12,282.77,284.93,281.54,284.08,258.704565855275,680015,0.0,1.0
2019-02-11,280.91,283.11,280.46,281.47,256.327703996354,1190904,0.0,1.0
2019-02-08,277.44,280.71,276.54,280.62,255.553630210882,726464,0.0,1.0
2019-02-07,279.51,281.16,275.77,278.53,253.650319373662,872414,0.0,1.0
2019-02-06,278.4,281.64,278.21,280.41,255.362388452118,888540,0.0,1.0
2019-02-05,280.0,281.2,274.66,278.46,253.58657212074,841361,0.0,1.0
2019-02-04,272.98,278.91,272.63,278.73,253.832454382008,1316030,0.0,1.0
2019-02-01,276.91,278.97,272.54,272.96,248.577859391214,1581287,0.0,1.0
2019-01-31,271.67,284.55,269.5,275.55,250.9365077493,2021797,0.0,1.0
2019-01-30,280.53,283.17,276.13,280.82,255.735765219228,1346912,0.0,1.0
2019-01-29,274.23,281.49,273.36,280.13,255.107399440433,1555077,0.0,1.0
2019-01-28,269.83,274.5,267.88,274.3,249.798163947135,761900,0.0,1.0
2019-01-25,273.28,274.25,271.0,272.84,248.468578386206,966338,0.0,1.0
2019-01-24,270.66,271.7,266.9,269.82,245.718339760175,858413,0.0,1.0
2019-01-23,266.92,273.38,266.0,270.23,246.091716527285,1027434,0.0,1.0
2019-01-22,266.91,268.27,262.77,264.73,241.083003797758,531424,0.0,1.0
2019-01-18,266.31,270.5,265.59,267.75,243.833242423789,1507006,0.0,1.0
2019-01-17,254.88,266.87,254.56,264.08,240.491065020632,1438578,0.0,1.0
2019-01-16,259.18,259.18,255.61,255.74,232.896035172586,668665,0.0,1.0
2019-01-15,260.28,261.92,255.38,258.94,235.810195306128,965363,0.0,1.0
2019-01-14,256.5,262.86,254.89,259.96,236.739083848695,982719,0.0,1.0
2019-01-11,255.24,256.21,252.44,256.05,233.178344435523,668181,0.0,1.0
2019-01-10,251.08,257.85,250.35,257.66,234.644531252711,1063726,0.0,1.0
2019-01-09,250.91,253.2,249.48,252.15,229.626711772767,727697,0.0,1.0
2019-01-08,251.4,253.39,248.01,250.96,228.543008473106,1082429,0.0,1.0
2019-01-07,247.6,251.36,245.01,249.83,227.513945675948,1388494,0.0,1.0
2019-01-04,243.37,247.95,242.52,247.9,225.756342845405,1127779,0.0,1.0
2019-01-03,244.77,245.06,238.3,239.92,218.489156012383,1703883,0.0,1.0
2019-01-02,241.17,246.56,237.08,246.37,224.363010031555,1637890,0.0,1.0
2018-12-31,243.31,246.92,241.7182,244.9,223.024317720209,1111662,0.0,1.0
2018-12-28,241.37,246.23,239.08,242.25,220.611028859619,1272119,0.0,1.0
2018-12-27,231.05,239.62,228.0,239.57,218.170419747776,1252929,0.0,1.0
2018-12-26,226.53,233.07,223.63,232.64,211.859441708572,1635805,0.0,1.0
2018-12-24,232.6,234.21,226.13,226.23,206.022014691069,814483,0.0,1.0
2018-12-21,238.28,242.27,233.86,235.24,214.227196817076,3054488,0.0,1.0
2018-12-20,251.4,253.0,241.71,243.62,221.858653666792,1523783,0.0,1.0
2018-12-19,256.8,261.8464,250.91,253.35,230.719521822846,1312265,0.0,1.0
2018-12-18,259.21,261.56,254.28,256.94,233.988845222664,1006658,0.0,1.0
2018-12-17,261.17,263.0499,255.83,257.24,234.262047735184,1033086,0.0,1.0
2018-12-14,265.0,267.23,261.42,262.71,239.243440213459,1105670,0.0,1.0
2018-12-13,269.68,270.56,265.52,267.85,243.924309927962,1737255,0.0,1.0
2018-12-12,270.17,272.84,269.51,270.11,245.982435522277,1467422,0.0,1.0
2018-12-11,275.05,279.03,264.19,268.0,244.060911184222,1924335,0.0,1.0
2018-12-10,260.61,272.0,260.61,270.23,246.091716527285,3010379,0.0,1.0
2018-12-07,256.95,261.02,255.36,257.54,234.535250247703,1755855,0.0,1.0
2018-12-06,246.53,257.01,245.57,257.01,234.052592475585,2693269,0.0,1.0
2018-12-04,260.22,261.21,248.63,249.84,227.523052426366,2892755,0.0,1.0
2018-12-03,262.41,265.47,259.07,261.47,238.114203161711,2152010,0.0,1.0
2018-11-30,260.59,260.91,254.84,259.88,236.666229845357,4006346,1.2,1.0
2018-11-29,263.19,263.52,258.4,260.67,236.294569227015,1661355,0.0,1.0
2018-11-28,261.18,263.98,259.55,263.14,238.533597830194,1218755,0.0,1.0
2018-11-27,264.24,264.76,256.05,260.34,235.995427753716,1699101,0.0,1.0
2018-11-26,268.08,270.8,263.77,265.9,241.035508334152,1034080,0.0,1.0
2018-11-23,266.08,268.68,265.3439,266.59,241.660985960141,413714,0.0,1.0
2018-11-21,268.08,270.95,266.47,267.71,242.676253990732,1328395,0.0,1.0
2018-11-20,262.77,267.98,258.87,266.81,241.860413609007,1493254,0.0,1.0
2018-11-19,272.99,272.99,266.52,269.26,244.081312425926,1751630,0.0,1.0
2018-11-16,271.03,275.23,269.89,272.64,247.145246303961,1022449,0.0,1.0
2018-11-15,269.28,274.9,267.17,272.35,246.882364403183,959877,0.0,1.0
2018-11-14,275.9,277.15,270.38,270.72,245.404786822947,1530274,0.0,1.0
2018-11-13,277.09,279.17,273.02,273.64,248.051735616989,1467696,0.0,1.0
2018-11-12,285.58,285.58,277.33,277.55,251.596108830928,910798,0.0,1.0
2018-11-09,281.84,287.22,280.01,285.73,259.011191411498,786520,0.0,1.0
2018-11-08,286.62,288.54,279.52,284.03,257.47015957935,1461928,0.0,1.0
2018-11-07,284.0,285.97,280.39,285.91,259.174359487843,1527155,0.0,1.0
2018-11-06,278.4,283.2,278.4,282.74,256.300788365544,1926829,0.0,1.0
2018-11-05,275.37,280.26,274.73,279.44,253.309373632551,1296413,0.0,1.0
2018-11-02,274.53,277.84,272.22,273.8,248.196773907073,1835169,0.0,1.0
2018-11-01,263.47,273.65,263.2,273.15,247.607555853605,1808895,0.0,1.0
2018-10-31,263.74,266.82,261.66,261.95,237.454875547691,1550870,0.0,1.0
2018-10-30,254.88,261.25,251.66,261.1,236.684359631617,2452979,0.0,1.0
2018-10-29,273.39,273.9,253.12,256.3,232.333210929083,2520712,0.0,1.0
2018-10-26,267.11,271.93,263.54,269.84,244.607076227482,1971571,0.0,1.0
2018-10-25,286.23,286.99,268.51,269.98,244.733984731306,2738464,0.0,1.0
2018-10-24,310.38,311.0,285.15,285.86,259.129035022191,2415638,0.0,1.0
2018-10-23,302.74,309.72,299.58,304.12,275.681529878083,1336823,0.0,1.0
2018-10-22,308.53,308.53,305.34,306.75,278.065596771347,764447,0.0,1.0
2018-10-19,307.75,310.24,306.55,307.67,278.899566939332,1397988,0.0,1.0
2018-10-18,307.96,310.25,304.23,308.2,279.380006275237,976229,0.0,1.0
2018-10-17,311.57,312.62,309.12,309.5,280.558442382174,1098102,0.0,1.0
2018-10-16,306.45,312.34,305.08,312.09,282.906249702916,1185030,0.0,1.0
2018-10-15,303.1,307.89,302.74,305.6,277.023134061364,896656,0.0,1.0
2018-10-12,300.87,302.86,294.96,302.37,274.095173580284,1370650,0.0,1.0
2018-10-11,307.08,308.51,296.21,297.62,269.789349343401,1375631,0.0,1.0
2018-10-10,313.24,313.79,306.87,309.05,280.150522191311,1451197,0.0,1.0
2018-10-09,317.89,318.14,314.07,314.2,284.818942153405,873617,0.0,1.0
2018-10-08,318.68,320.9,316.61,319.0,289.17009085594,775973,0.0,1.0
2018-10-05,318.58,321.34,316.59,320.34,290.384786535397,1086313,0.0,1.0
2018-10-04,317.76,318.39,315.61,318.09,288.345185581084,787603,0.0,1.0
2018-10-03,320.0,321.72,317.5,317.63,287.928200497091,877453,0.0,1.0
2018-10-02,319.1,319.66,317.85,318.77,288.961598313943,757386,0.0,1.0
2018-10-01,318.05,319.44,316.1,318.5,288.716846199426,831646,0.0,1.0
2018-09-28,316.41,317.63,315.1,317.37,287.692513275704,1015862,0.0,1.0
2018-09-27,314.28,316.85,312.49,316.77,287.148619687887,1285211,0.0,1.0
2018-09-26,315.49,316.54,313.06,314.58,285.163408092356,1495680,0.0,1.0
2018-09-25,306.68,314.74,306.11,314.41,285.009304909141,1167434,0.0,1.0
2018-09-24,306.66,307.1,304.1,306.11,277.485443611009,815855,0.0,1.0
2018-09-21,303.0,307.93,302.76,306.69,278.011207412565,1692776,0.0,1.0
2018-09-20,311.8,312.85,296.66,301.41,273.224943839777,2468000,0.0,1.0
2018-09-19,317.66,319.1,310.97,312.26,283.060352886131,1823268,0.0,1.0
2018-09-18,311.43,318.06,311.43,317.63,287.928200497091,1310154,0.0,1.0
2018-09-17,307.44,311.5,307.01,311.02,281.936306137976,1115361,0.0,1.0
2018-09-14,303.8,307.73,303.01,307.34,278.600425466033,838040,0.0,1.0
2018-09-13,303.5,308.04,300.03,303.41,275.037922465833,1192008,0.0,1.0
2018-09-12,302.05,304.42,301.46,303.53,275.146701183396,899478,0.0,1.0
2018-09-11,302.9,305.43,301.8,302.97,274.639067168101,1253054,0.0,1.0
2018-09-10,300.88,304.02,298.57,303.94,275.518361801738,1775893,0.0,1.0
2018-09-07,301.22,301.35,298.42,300.52,272.418168351182,740651,0.0,1.0
2018-09-06,297.04,302.18,297.04,301.69,273.478760847425,1171019,0.0,1.0
2018-09-05,296.95,298.15,295.76,296.75,269.000703641066,646625,0.0,1.0
2018-09-04,297.68,298.71,296.22,297.65,269.816544022792,1099626,0.0,1.0
2018-08-31,297.55,299.25,296.93,298.49,270.577995045735,1040755,0.0,1.0
2018-08-30,297.03,299.5,296.18,298.69,270.759292908341,1012488,0.0,1.0
2018-08-29,299.31,300.6,296.32,297.11,269.327039793756,1233413,0.0,1.0
2018-08-28,300.44,300.76,298.11,300.41,272.318454526749,797613,0.0,1.0
2018-08-27,299.18,300.89,298.15,300.13,272.064637519101,636201,0.0,1.0
2018-08-24,296.36,299.85,296.36,298.04,270.170074854872,975534,1.2,1.0
2018-08-23,296.61,299.66,295.74,297.58,268.671336971371,1409400,0.0,1.0
2018-08-22,297.09,299.19,296.7,297.24,268.364366561497,984842,0.0,1.0
2018-08-21,296.79,298.74,296.63,298.18,269.213049459383,1653086,0.0,1.0
2018-08-20,295.0,298.6,294.3,297.5,268.599108639636,1170228,0.0,1.0
2018-08-17,291.24,295.8,290.77,294.39,265.791232243436,1127401,0.0,1.0
2018-08-16,292.26,293.73,291.27,291.99,263.624382291386,934994,0.0,1.0
2018-08-15,292.57,293.19,290.0,291.51,263.191012300975,1056056,0.0,1.0
2018-08-14,292.98,296.3,292.03,293.86,265.312719545692,949522,0.0,1.0
2018-08-13,291.23,293.42,290.29,292.02,263.651467915786,896435,0.0,1.0
2018-08-10,290.83,294.7,289.3,291.32,263.019470013105,987689,0.0,1.0
2018-08-09,295.7,295.72,289.86,291.43,263.11878396924,1654842,0.0,1.0
2018-08-08,295.39,295.8,293.25,294.95,266.296830565582,675635,0.0,1.0
2018-08-07,295.69,297.82,293.02,295.26,266.576715351055,1081977,0.0,1.0
2018-08-06,296.51,297.04,292.38,295.43,266.730200555992,996979,0.0,1.0
2018-08-03,298.43,298.67,295.0,297.25,268.373395102964,704031,0.0,1.0
2018-08-02,297.7,300.12,296.72,298.69,269.673505074194,924338,0.0,1.0
2018-08-01,300.0,301.46,297.73,300.9,271.668812738374,1476570,0.0,1.0
2018-07-31,296.7,302.56,294.72,300.49,271.298642538232,1723983,0.0,1.0
2018-07-30,300.67,301.64,294.16,294.83,266.188488067979,1272776,0.0,1.0
2018-07-27,295.99,302.57,295.99,301.65,272.34595334839,2145708,0.0,1.0
2018-07-26,293.5,295.51,287.09,295.31,266.621858058389,3206467,0.0,1.0
2018-07-25,310.0,312.87,293.27,295.5,266.79340034626,4474922,0.0,1.0
2018-07-24,320.15,323.78,310.55,316.17,285.455395558298,1926501,0.0,1.0
2018-07-23,324.68,324.68,316.35,316.67,285.906822631642,787591,0.0,1.0
2018-07-20,322.73,325.28,321.42,323.93,292.461543736596,681266,0.0,1.0
2018-07-19,322.95,324.41,321.02,324.16,292.669200190334,856267,0.0,1.0
2018-07-18,322.17,324.41,320.52,323.71,292.262915824324,921209,0.0,1.0
2018-07-17,320.95,322.53,319.69,321.2,289.996751916138,762765,0.0,1.0
